Pos,Name,BV,SV,Team,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
D,Valery,4.7,4.7,Southampton,0,0,0,0,0,0
M,Smallbone,4.3,4.3,Southampton,0,0,0,0,0,0
D,Vokins,3.9,3.9,Southampton,0,0,0,0,0,0
F,Obafemi,4.6,4.6,Southampton,5,0.27,6,0.323,6,0.283
M,Djenepo,5.4,5.4,Southampton,43,1.639,44,1.602,46,1.518
G,Lloris,5.6,5.6,Spurs,89,4.274,89,3.887,88,3.488
D,Rose,4.7,4.7,Spurs,0,0,0,0,0,0
M,Sissoko,4.7,4.7,Spurs,13,0.501,16,0.597,13,0.439
D,Alderweireld,5.4,5.4,Spurs,78,3.668,78,3.133,77,2.368
M,Lamela,5.7,5.7,Spurs,31,1.593,34,1.688,35,1.438
F,Kane,11.8,11.7,Spurs,86,6.365,83,6.113,81,4.71
D,Aurier,5.2,5.2,Spurs,52,2.892,55,2.648,57,2.038
M,Son,9.5,9.2,Spurs,80,4.951,78,4.673,77,3.726
D,Dier,4.6,4.6,Spurs,80,3.813,76,3.101,76,2.362
M,Lucas Moura,6.6,6.6,Spurs,47,2.544,46,2.419,49,2.126
G,Gazzaniga,4.3,4.3,Spurs,0,0,0,0,0,0
M,Alli,7.4,7.4,Spurs,31,1.803,29,1.647,30,1.39
D,Davies,4.5,4.5,Spurs,0,0,0,0,0,0
M,Højbjerg,4.9,4.9,Spurs,84,2.732,81,2.536,82,2.274
M,Winks,5.1,5.1,Spurs,5,0.17,6,0.199,5,0.153
D,Sánchez,5.2,5.2,Spurs,16,0.713,15,0.572,14,0.42
D,Sessegnon,4.7,4.7,Spurs,0,0,0,0,0,0
M,Bergwijn,7.0,7.0,Spurs,3,0.143,3,0.14,4,0.161
M,Fernandes,4.7,4.7,Spurs,0,0,0,0,0,0
D,Tanganga,4.9,4.9,Spurs,0,0,1,0.038,2,0.06
M,Lo Celso,6.9,6.9,Spurs,54,2.297,54,2.191,56,1.933
M,Skipp,4.4,4.4,Spurs,0,0,0,0,0,0
M,Ndombele,5.9,5.9,Spurs,43,1.779,46,1.817,46,1.593
D,Foyth,4.3,4.3,Spurs,0,0,0,0,0,0
D,Gibbs,4.3,4.3,West Brom,3,0.052,8,0.212,9,0.222
F,Robson-Kanu,5.2,5.2,West Brom,17,0.746,15,0.748,16,0.799
M,Livermore,4.7,4.7,West Brom,7,0.215,10,0.326,12,0.388
M,Grosicki,5.2,5.2,West Brom,0,0,0,0,0,0
M,Phillips,5.1,5.1,West Brom,61,2.03,63,2.334,64,2.352
D,Bartley,4.4,4.4,West Brom,85,1.25,81,2.06,79,1.849
M,Sawyers,4.6,4.6,West Brom,3,0.089,3,0.094,3,0.093
D,Hegazi,4.1,4.1,West Brom,0,0,0,0,0,0
F,Austin,5.1,5.1,West Brom,0,0,0,0,0,0
F,Zohore,4.8,4.8,West Brom,0,0,0,0,0,0
G,Johnstone,4.6,4.6,West Brom,90,3.206,88,3.302,88,3.247
D,Townsend,4.4,4.4,West Brom,88,1.303,84,2.144,84,1.97
D,Ajayi,4.8,4.8,West Brom,64,1.069,65,1.78,66,1.678
M,Leko,4.5,4.5,West Brom,0,0,0,0,0,0
M,Edwards,4.6,4.6,West Brom,0,0,0,0,0,0
D,Furlong,4.5,4.5,West Brom,86,1.303,82,2.116,81,1.929
M,Field,4.8,4.8,West Brom,0,0,0,0,0,0
M,Burke,4.1,4.1,Sheffield Utd,53,2.139,53,2.447,53,2.543
D,O'Shea,4.2,4.2,West Brom,59,0.779,60,1.385,61,1.292
M,Harper,4.3,4.3,West Brom,0,0,0,0,0,0
M,Noble,4.5,4.5,West Ham,24,0.932,29,1.292,20,0.896
M,Snodgrass,5.6,5.6,West Brom,0,0,0,0,0,0
G,Martin,3.9,3.9,West Ham,0,0,0,0,0,0
G,Randolph,4.3,4.3,West Ham,0,0,2,0.088,1,0.042
G,Fabianski,5.0,5.0,West Ham,89,3.63,87,3.786,88,3.714
D,Ogbonna,4.7,4.7,West Ham,53,1.711,77,3.03,78,2.89
G,Roberto,4.5,4.5,West Ham,0,0,0,0,0,0
M,Wilshere,4.9,4.9,West Ham,0,0,0,0,0,0
D,Cresswell,5.6,5.6,West Ham,56,2.125,74,3.457,66,2.929
M,Yarmolenko,5.5,5.5,West Ham,31,1.417,30,1.583,31,1.635
F,Antonio,6.4,6.4,West Ham,76,3.907,74,4.486,71,4.364
D,Fredericks,4.2,4.2,West Ham,15,0.51,7,0.295,8,0.32
M,Lanzini,6.4,6.4,West Ham,26,0.997,29,1.262,21,0.919
M,Felipe Anderson,6.1,6.1,West Ham,0,0,0,0,0,0
F,Haller,6.1,6.1,West Ham,0,0,0,0,0,0
D,Masuaku,4.3,4.3,West Ham,5,0.172,22,0.929,31,1.24
D,Balbuena,4.1,4.1,West Ham,2,0.067,0,0,1,0.038
F,Hugill,5.5,5.5,West Ham,0,0,0,0,0,0
M,Bowen,5.9,5.9,West Ham,56,2.924,57,3.491,55,3.372
M,Diangana,5.0,5.0,West Brom,4,0.156,8,0.342,7,0.299
F,Ajeti,5.5,5.5,West Ham,0,0,0,0,0,0
M,Rice,4.7,4.7,West Ham,22,0.728,42,1.577,62,2.316
M,Soucek,5.2,5.2,West Ham,87,2.928,83,3.192,83,3.164
M,Fornals,5.8,5.8,West Ham,66,2.528,57,2.534,56,2.484
D,Diop,4.3,4.3,West Ham,62,1.963,42,1.634,43,1.578
D,Johnson,3.9,3.9,West Ham,24,0.885,10,0.446,10,0.425
G,Ruddy,4.3,4.3,Wolves,0,0,0,0,1,0.037
M,Moutinho,5.1,5.1,Wolves,79,2.281,76,2.317,75,2.247
G,Patrício,5.3,5.3,Wolves,89,3.193,88,3.344,88,3.231
D,Bennett,4.4,4.4,Wolves,0,0,0,0,0,0
D,Doherty,5.6,5.6,Spurs,26,1.323,28,1.227,26,0.872
D,Boly,5.4,5.4,Wolves,29,0.687,54,1.593,61,1.592
D,Coady,4.9,4.9,Wolves,78,1.645,71,1.925,68,1.625
F,Jiménez,8.1,8.1,Wolves,0,0,0,0,39,1.893
D,Saïss,4.9,4.9,Wolves,67,1.57,59,1.78,54,1.45
D,Jonny,5.4,5.4,Wolves,0,0,0,0,0,0
F,Bonatini,4.8,4.8,Wolves,0,0,0,0,0,0
M,Dendoncker,4.6,4.6,Wolves,66,1.999,59,1.9,64,2.006
M,Traoré,6.0,6.0,Wolves,81,2.69,82,2.908,76,2.661
M,Neves,5.1,5.1,Wolves,70,2.372,68,2.482,68,2.417
D,Buur,3.9,3.9,Wolves,0,0,0,0,0,0
M,Jota,7.0,6.9,Liverpool,54,4.224,54,3.868,54,4.178
M,Podence,5.3,5.3,Wolves,60,2.287,58,2.386,53,2.14
D,Kilman,3.9,3.9,Wolves,4,0.093,3,0.086,3,0.077
D,Vinagre,4.1,4.1,Wolves,0,0,0,0,0,0
G,Sarkic,4.4,4.4,Wolves,0,0,0,0,0,0
M,Gibbs-White,4.9,4.9,Wolves,40,1.473,40,1.577,38,1.467
M,Neto,5.5,5.5,Wolves,0,0,0,0,0,0
M,Jordao,4.3,4.3,Wolves,0,0,0,0,0,0
F,Campana,4.7,4.7,Wolves,0,0,0,0,0,0
M,Freeman,5.0,5.0,Sheffield Utd,0,0,0,0,0,0
M,Willian,7.5,7.5,Arsenal,0,0,37,2.012,42,2.205
D,Salisu,4.3,4.3,Southampton,37,1.528,41,1.316,41,1.059
M,Sean Longstaff,4.6,4.6,Newcastle,48,1.47,49,1.979,50,1.751
M,Pereira,5.4,5.4,West Brom,78,3.122,76,3.594,75,3.534
G,Hart,4.2,4.2,Spurs,0,0,0,0,1,0.039
G,Ramsdale,4.6,4.6,Sheffield Utd,89,3.209,89,3.376,88,3.495
D,Robinson,4.4,4.4,Fulham,76,2.199,78,1.571,75,2.913
M,Hendrick,4.5,4.5,Newcastle,10,0.322,13,0.526,13,0.466
D,Dann,4.2,4.2,Crystal Palace,5,0.166,7,0.203,6,0.107
M,Matty Longstaff,4.8,4.8,Newcastle,0,0,1,0.039,0,0
G,Gillespie,4.3,4.3,Newcastle,0,0,0,0,0,0
M,Eze,5.8,5.8,Crystal Palace,71,2.895,67,2.559,66,2.205
D,Thiago Silva,5.6,5.6,Chelsea,0,0,62,2.687,59,2.605
D,Koch,4.3,4.3,Leeds,33,1.214,28,0.922,29,1.319
F,Rodrigo,5.7,5.7,Leeds,31,1.548,34,1.693,36,2.02
M,Lemina,4.5,4.5,Fulham,0,0,49,1.379,48,1.6
D,Gabriel,4.9,4.9,Arsenal,0,0,48,2.03,47,1.934
M,van de Beek,6.6,6.6,Man Utd,0,0,8,0.405,9,0.423
D,Cash,5.0,5.0,Aston Villa,85,3.148,81,1.853,82,2.126
M,Murphy,4.9,4.9,Newcastle,84,2.335,81,3.029,79,2.57
D,Castagne,5.8,5.7,Leicester,0,0,64,1.973,64,2.368
D,Kipre,4.3,4.3,West Brom,0,0,0,0,0,0
M,Havertz,8.3,8.3,Chelsea,0,0,57,3.229,54,3.24
M,Ceballos,4.7,4.7,Arsenal,0,0,45,1.65,46,1.658
M,Allan,5.2,5.2,Everton,69,2.558,65,2.22,64,1.741
G,Walton,4.0,4.0,Brighton,0,0,0,0,0,0
F,Fabio Silva,5.2,5.2,Wolves,60,2.491,55,2.52,45,2.054
D,Marçal,4.7,4.7,Wolves,2,0.045,13,0.362,22,0.541
F,Wilson,6.5,6.5,Newcastle,0,0,0,0,0,0
M,Fraser,5.6,5.6,Newcastle,0,0,0,0,0,0
M,Rodríguez,7.7,7.7,Everton,16,1.023,42,2.324,46,1.757
D,Ampadu,4.3,4.3,Sheffield Utd,8,0.184,32,0.906,30,0.949
D,Bogle,4.3,4.3,Sheffield Utd,14,0.373,18,0.608,15,0.563
D,Lowe,4.2,4.2,Sheffield Utd,0,0,0,0,0,0
M,Doucouré,5.1,5.1,Everton,73,3.135,70,2.704,68,1.963
D,Lewis,4.1,4.1,Newcastle,2,0.034,4,0.16,1,0.03
F,Watkins,6.5,6.5,Aston Villa,82,4.288,80,3.487,80,3.351
M,Vitinha,4.7,4.7,Wolves,43,1.515,41,1.542,40,1.473
G,Areola,4.5,4.5,Fulham,90,3.425,89,3.184,88,3.748
D,Tete,4.3,4.3,Fulham,54,1.649,55,1.173,56,2.296
M,Mendy,4.2,4.2,Leicester,0,0,6,0.181,8,0.252
D,Dunne,3.8,3.8,Burnley,0,0,1,0.021,3,0.124
D,Thomas,3.9,3.9,Burnley,0,0,0,0,0,0
D,Carter-Vickers,3.9,3.9,Spurs,0,0,0,0,0,0
D,Woods,4.0,4.0,Crystal Palace,0,0,0,0,0,0
G,Forster,4.0,4.0,Southampton,59,2.537,61,2.361,59,2.163
M,Tella,4.3,4.3,Southampton,32,1.619,31,1.522,31,1.319
D,Odoi,4.2,4.2,Fulham,0,0,1,0.02,1,0.035
M,Elneny,4.2,4.2,Arsenal,0,0,39,1.318,40,1.333
G,Macey,4.0,4.0,Arsenal,0,0,0,0,0,0
G,Steele,3.9,3.9,Brighton,0,0,0,0,0,0
D,Jagielka,3.9,3.9,Sheffield Utd,0,0,0,0,2,0.062
D,Ivanovic,4.4,4.4,West Brom,0,0,0,0,0,0
M,Thiago,5.5,5.5,Liverpool,70,2.64,69,2.484,61,2.328
G,Caprile,4.0,4.0,Leeds,0,0,0,0,1,0.043
M,Bogusz,4.3,4.3,Leeds,0,0,0,0,0,0
D,Inniss,4.0,4.0,Crystal Palace,0,0,0,0,0,0
M,Benson,4.4,4.4,Burnley,0,0,1,0.034,1,0.039
D,Driscoll-Glennon,3.9,3.9,Burnley,0,0,2,0.042,1,0.042
M,Bernabé,4.5,4.5,Man City,0,0,0,0,0,0
G,Steffen,4.4,4.4,Man City,0,0,0,0,0,0
F,Delap,4.3,4.3,Man City,0,0,0,0,0,0
M,Traoré,5.8,5.8,Aston Villa,68,3.268,63,2.534,66,2.605
M,Ünder,5.7,5.7,Leicester,0,0,2,0.082,2,0.095
D,Reguilón,5.6,5.6,Spurs,76,3.897,74,3.277,73,2.414
M,Bale,9.1,9.1,Spurs,61,3.676,56,3.298,56,2.668
M,Gallagher,5.5,5.5,West Brom,63,1.874,61,2.027,64,2.091
D,Hoever,4.4,4.4,Wolves,5,0.117,5,0.144,7,0.18
D,Semedo,5.2,5.2,Wolves,75,1.697,75,2.19,71,1.831
G,Rúnarsson,4.4,4.4,Arsenal,0,0,0,0,0,0
G,Mendy,5.2,5.2,Chelsea,0,0,89,4.035,87,3.946
D,Llorente,4.4,4.4,Leeds,75,2.598,68,2.1,66,2.889
M,Molumby,4.5,4.5,Brighton,0,0,0,0,0,0
M,Goodridge,4.5,4.5,Burnley,0,0,0,0,0,0
M,Palmer,4.4,4.4,Man City,0,0,0,0,0,0
M,Shabani,4.4,4.4,Wolves,0,0,0,0,0,0
M,Ramsey,4.5,4.5,Aston Villa,26,1.069,25,0.909,26,0.939
M,Krovinovic,4.9,4.9,West Brom,0,0,0,0,0,0
D,Dias,6.0,6.0,Man City,62,3.015,63,2.869,64,3.057
M,Lookman,4.8,4.8,Fulham,80,3.536,79,2.966,74,3.918
D,Coufal,4.7,4.7,West Ham,78,2.808,72,3.207,70,2.953
D,Nkounkou,4.0,4.0,Everton,0,0,0,0,1,0.02
G,Kelleher,4.5,4.5,Liverpool,0,0,0,0,0,0
D,Fofana,5.0,5.0,Leicester,0,0,82,2.148,80,2.476
D,Aina,4.4,4.4,Fulham,59,1.767,56,1.188,56,2.274
D,Ait Nouri,5.0,5.0,Wolves,80,1.707,71,1.994,62,1.537
F,Carlos Vinicius,6.9,6.9,Spurs,5,0.279,8,0.443,8,0.378
M,Diallo,4.5,4.5,Southampton,35,1.161,20,0.649,22,0.669
D,Godfrey,5.0,5.0,Everton,81,4.022,80,3.399,79,1.396
M,Partey,4.9,4.9,Arsenal,0,0,27,0.93,27,0.918
D,Telles,5.3,5.3,Man Utd,0,0,3,0.163,7,0.346
F,Cavani,8.0,8.0,Man Utd,0,0,53,3.293,38,2.225
M,Raphinha,5.4,5.4,Leeds,83,4.101,79,3.902,76,4.465
D,Andersen,4.5,4.5,Fulham,88,2.508,84,1.649,84,3.246
D,Adarabioyo,4.5,4.5,Fulham,84,2.437,83,1.683,82,3.176
G,Olsen,4.5,4.5,Everton,0,0,1,0.045,2,0.07
F,Zeqiri,5.0,5.0,Brighton,18,0.854,15,0.609,3,0.135
M,Pellistri,5.2,5.2,Man Utd,0,0,0,0,0,0
D,Dawson,4.5,4.5,West Ham,73,2.451,59,2.443,58,2.27
D,Clyne,4.5,4.5,Crystal Palace,13,0.416,10,0.279,4,0.07
G,Henderson,4.0,4.0,Crystal Palace,0,0,0,0,0,0
F,Slimani,4.9,4.9,Leicester,0,0,0,0,0,0
G,Verrips,4.0,4.0,Sheffield Utd,0,0,0,0,0,0
M,Otasowie,4.5,4.5,Wolves,4,0.141,7,0.256,3,0.109
F,Grant,5.6,5.6,West Brom,2,0.089,3,0.148,3,0.148
G,Norris,4.0,4.0,Burnley,0,0,0,0,0,0
D,Rodon,5.0,5.0,Spurs,18,0.824,21,0.822,24,0.732
D,Kongolo,4.3,4.3,Fulham,0,0,0,0,0,0
G,Butland,4.5,4.5,Crystal Palace,0,0,0,0,0,0
M,Benrahma,5.9,5.9,West Ham,56,2.583,51,2.746,53,2.837
F,Welbeck,5.5,5.5,Brighton,76,3.68,72,2.827,62,2.801
D,Phillips,4.1,4.1,Liverpool,84,3.832,81,3.464,78,3.725
F,N'Lundulu,4.5,4.5,Southampton,0,0,0,0,0,0
F,Thompson,4.5,4.5,Burnley,0,0,0,0,0,0
F,Richardson,4.5,4.5,Burnley,0,0,0,0,0,0
G,Ziger,4.0,4.0,Chelsea,0,0,0,0,0,0
D,Rhys Williams,4.0,4.0,Liverpool,11,0.509,14,0.611,14,0.677
G,Trafford,4.0,4.0,Man City,0,0,0,0,0,0
F,Simms,4.5,4.5,Everton,0,0,0,0,0,0
G,Sánchez,4.6,4.6,Brighton,90,3.653,88,3.24,88,3.381
D,Ramsay,4.0,4.0,Southampton,0,0,1,0.032,0,0
M,Jenkins,4.5,4.5,Leeds,0,0,0,0,0,0
D,Peltier,3.9,3.9,West Brom,0,0,3,0.072,3,0.066
M,Clarkson,4.5,4.5,Liverpool,0,0,0,0,0,0
M,Anderson,4.5,4.5,Newcastle,0,0,0,0,0,0
D,Bryan,3.9,3.9,Sheffield Utd,43,0.956,41,1.148,43,1.345
G,Grant,4.0,4.0,Man Utd,0,0,0,0,0,0
M,Anjorin,4.5,4.5,Chelsea,0,0,0,0,0,0
G,Langley,3.9,3.9,Newcastle,0,0,0,0,0,0
M,Cain,4.5,4.5,Liverpool,0,0,0,0,0,0
G,Carson,3.9,3.9,Man City,0,0,0,0,0,0
M,Nmecha,4.5,4.5,Man City,0,0,0,0,0,0
M,Corbeanu,4.4,4.4,Wolves,1,0.036,1,0.038,1,0.037
M,Perry,4.4,4.4,Wolves,0,0,0,0,1,0.037
M,Mancini,4.4,4.4,Burnley,1,0.04,1,0.035,2,0.083
F,Mumbongo,4.5,4.5,Burnley,0,0,0,0,0,0
M,Cundle,4.5,4.5,Wolves,0,0,1,0.038,1,0.037
D,Richards,4.0,4.0,Wolves,0,0,0,0,0,0
D,Marques,3.9,3.9,Wolves,0,0,0,0,0,0
G,Söndergaard,4.0,4.0,Wolves,0,0,0,0,0,0
F,Hackford,4.4,4.4,Sheffield Utd,0,0,0,0,0,0
F,Huggins,4.5,4.5,Leeds,0,0,0,0,0,0
D,Cresswell,4.0,4.0,Leeds,1,0.035,1,0.031,1,0.042
F,Diaby,4.5,4.5,West Brom,0,0,0,0,0,0
D,Mbete,4.0,4.0,Man City,0,0,0,0,0,0
D,Harwood-Bellis,4.0,4.0,Man City,0,0,0,0,0,0
M,Chauke,4.4,4.4,Southampton,0,0,0,0,0,0
G,Lewis,4.0,4.0,Southampton,0,0,0,0,0,0
F,Cutrone,5.9,5.9,Wolves,0,0,0,0,0,0
M,Tau,4.9,4.9,Brighton,3,0.15,4,0.167,1,0.046
M,Moder,5.0,5.0,Brighton,59,2.187,53,1.717,43,1.52
D,Lonwijk,3.9,3.9,Wolves,0,0,0,0,0,0
M,Khadra,4.5,4.5,Brighton,0,0,1,0.036,0,0
M,Jenks,4.5,4.5,Brighton,1,0.04,0,0,0,0
M,Sanders,4.5,4.5,Brighton,0,0,0,0,0,0
M,Weir,4.5,4.5,Brighton,0,0,1,0.035,0,0
M,Ferry,4.5,4.5,Southampton,0,0,0,0,0,0
D,Tchaptchet,4.0,4.0,Southampton,0,0,0,0,2,0.053
M,Watts,4.5,4.5,Southampton,0,0,0,0,0,0
D,Alves,4.0,4.0,West Ham,0,0,0,0,0,0
F,Odubeko,4.5,4.5,West Ham,0,0,0,0,0,0
G,Lonergan,4.0,4.0,West Brom,0,0,1,0.037,1,0.036
M,Diallo,5.4,5.4,Man Utd,0,0,2,0.111,1,0.051
F,Mateta,5.4,5.4,Crystal Palace,4,0.211,4,0.196,3,0.13
F,Willian José,6.8,6.8,Wolves,43,1.688,47,1.972,36,1.511
M,Jankewitz,4.5,4.5,Southampton,0,0,0,0,0,0
M,Onyango,4.5,4.5,Everton,0,0,0,0,0,0
M,Ødegaard,5.7,5.7,Arsenal,0,0,45,2.178,45,2.127
D,Gordon,4.0,4.0,Sheffield Utd,0,0,0,0,0,0
M,Sanson,5.5,5.5,Aston Villa,10,0.441,35,1.305,35,1.291
F,Diagne,6.0,6.0,West Brom,69,2.719,70,3.173,68,3.1
D,Bueno,4.0,4.0,Wolves,0,0,0,0,0,0
M,Devine,4.4,4.4,Spurs,0,0,0,0,0,0
F,King,5.1,5.1,Everton,11,0.573,10,0.476,14,0.538
D,Kabak,5.0,5.0,Liverpool,75,3.553,72,3.143,69,3.359
D,Davies,4.7,4.7,Liverpool,0,0,0,0,0,0
M,Yokuslu,4.5,4.5,West Brom,79,2.038,76,2.185,76,2.177
M,Finnigan,4.5,4.5,Southampton,0,0,0,0,0,0
M,Ndiaye,4.5,4.5,Sheffield Utd,0,0,0,0,0,0
M,Brunt,4.5,4.5,Sheffield Utd,0,0,0,0,0,0
D,Nartey,4.0,4.0,Burnley,0,0,1,0.021,3,0.126
M,Gomes,4.5,4.5,Man City,0,0,0,0,0,0
D,Daley-Campbell,4.0,4.0,Leicester,0,0,0,0,0,0
M,Leshabela,4.4,4.4,Leicester,0,0,0,0,0,0
G,McGill,3.9,3.9,Brighton,0,0,0,0,1,0.038
D,Karbownik,4.5,4.5,Brighton,8,0.271,5,0.124,1,0.03
M,Caicedo,5.0,5.0,Brighton,1,0.041,1,0.036,0,0
F,Maja,5.1,5.1,Fulham,43,2.08,42,1.738,39,2.181
F,Scarlett,4.5,4.5,Spurs,0,0,0,0,0,0
F,Gelhardt,4.5,4.5,Leeds,0,0,0,0,0,0
