Pos,ID,Name,BV,SV,Team,11_xMins,12_xMins,13_xMins,14_xMins,15_xMins,16_xMins,17_xMins,18_xMins,19_xMins,20_xMins,11_Pts,12_Pts,13_Pts,14_Pts,15_Pts,16_Pts,17_Pts,18_Pts,19_Pts,20_Pts
F,180,Tzimas,5.3,5.3,Brighton,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,0.51,0.56,0.51,0.53,0.60,0.47,0.58,0.41,0.54,0.60
F,181,Kostoulas,4.8,4.8,Brighton,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.05,0.06,0.05,0.05,0.06,0.05,0.06,0.04,0.06,0.06
G,182,Trafford,4.7,4.7,Man City,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03
G,183,Weiss,4.4,4.4,Burnley,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03
G,185,Hladký,4.0,4.0,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,186,Roberts,4.4,4.4,Burnley,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,0.22,0.21,0.22,0.23,0.20,0.24,0.21,0.23,0.22,0.21
D,187,Walker,4.4,4.4,Burnley,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,2.59,2.08,2.47,2.74,2.26,3.22,2.21,3.24,2.77,1.98
D,188,Delcroix,3.9,3.9,Burnley,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
D,190,Ekdal,4.0,4.0,Burnley,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,0.55,0.46,0.53,0.55,0.53,0.61,0.54,0.63,0.59,0.45
D,191,Estève,4.0,4.0,Burnley,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,3.15,2.35,2.94,3.18,2.88,3.68,2.93,3.83,3.39,2.23
D,192,Hartman,4.0,4.0,Burnley,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,2.96,2.24,2.55,2.89,2.33,3.34,2.47,3.43,2.83,2.08
D,193,Humphreys,4.0,4.0,Burnley,8.40,8.40,8.40,8.40,8.40,8.40,8.40,8.40,8.40,8.40,0.28,0.26,0.27,0.28,0.26,0.29,0.27,0.29,0.27,0.26
D,194,Jordan,4.0,4.0,Burnley,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
D,195,Lucas Pires,3.9,3.9,Burnley,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,0.16,0.14,0.15,0.16,0.14,0.16,0.15,0.17,0.15,0.14
D,197,Sonne,3.9,3.9,Burnley,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,0.16,0.15,0.16,0.16,0.15,0.17,0.15,0.17,0.16,0.15
D,198,Tuanzebe,3.9,3.9,Burnley,79.95,79.95,79.95,79.95,79.95,79.95,79.95,79.95,79.95,79.95,2.82,2.21,2.68,2.90,2.59,3.32,2.62,3.40,3.03,2.09
D,199,Worrall,3.9,3.9,Burnley,4.80,4.80,4.80,4.80,4.80,4.80,4.80,4.80,4.80,4.80,0.17,0.16,0.16,0.17,0.16,0.18,0.17,0.18,0.17,0.16
M,200,Anthony,5.7,5.7,Burnley,81.15,81.15,81.15,81.15,81.15,81.15,81.15,81.15,81.15,81.15,3.77,3.48,3.58,3.75,3.67,3.96,3.52,4.05,3.71,3.43
M,202,Bruun Larsen,5.3,5.3,Burnley,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,2.20,2.01,2.03,2.16,1.93,2.21,2.03,2.20,2.10,2.01
M,203,Boateng,4.8,4.8,Burnley,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,0.06,0.05,0.05,0.06,0.05,0.06,0.05,0.06,0.06,0.05
M,205,Cullen,5.0,5.0,Burnley,83.85,83.85,83.85,83.85,83.85,83.85,84.75,84.75,84.75,84.75,2.95,2.82,3.24,3.32,3.56,3.12,3.01,3.50,3.40,2.98
M,206,Edwards,4.7,4.7,Burnley,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
M,207,Hannibal,4.9,4.9,Burnley,15.45,15.45,15.45,15.45,15.45,15.45,0.00,0.00,0.00,0.00,0.62,0.59,0.59,0.61,0.57,0.61,0.00,0.00,0.00,0.00
M,209,Laurent,4.9,4.9,Burnley,51.90,51.90,51.90,51.90,51.90,51.90,42.45,42.45,42.45,42.45,1.83,1.74,1.93,1.99,2.13,1.90,1.51,1.68,1.62,1.49
M,210,Tchaouna,4.9,4.9,Burnley,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,1.11,1.03,1.02,1.09,0.97,1.13,1.04,1.11,1.06,1.02
M,213,Banel,4.5,4.5,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,214,Trésor,4.4,4.4,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,215,Flemming,5.3,5.3,Burnley,66.90,66.90,66.90,66.90,66.90,66.90,64.80,64.80,64.80,64.80,3.15,2.82,2.79,2.98,2.57,3.02,2.71,2.99,2.79,2.77
F,216,Amdouni,4.8,4.8,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,217,Foster,5.0,5.0,Burnley,29.55,29.55,29.55,29.55,29.55,29.55,0.00,0.00,0.00,0.00,1.40,1.30,1.30,1.37,1.22,1.43,0.00,0.00,0.00,0.00
F,218,Barnes,4.3,4.3,Burnley,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.14,0.13,0.13
G,220,Sánchez,4.8,4.8,Chelsea,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,4.02,3.95,2.76,3.20,3.07,3.64,2.74,3.46,3.36,2.32
G,221,Jörgensen,4.4,4.4,Chelsea,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02
G,223,Slonina,3.9,3.9,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,224,Cucurella,6.1,6.1,Chelsea,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,4.47,4.15,2.97,3.53,3.04,3.88,2.72,3.58,3.46,2.17
D,225,James,5.5,5.5,Chelsea,62.10,73.20,73.20,71.10,71.10,71.10,71.10,71.10,71.10,71.10,3.52,3.72,2.42,3.00,2.71,3.34,2.38,3.16,3.13,1.93
D,226,Chalobah,5.1,5.1,Chelsea,82.35,82.35,82.35,82.35,82.35,82.35,82.35,82.35,82.35,82.35,4.91,4.21,3.16,3.69,3.27,4.19,3.08,3.68,3.49,2.47
D,227,Colwill,4.8,4.8,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,228,Gusto,4.9,4.9,Chelsea,58.95,46.20,46.20,52.65,52.65,52.65,52.65,52.65,52.65,52.65,3.08,2.14,1.49,2.04,1.86,2.29,1.68,2.17,2.13,1.37
D,229,B.Badiashile,4.4,4.4,Chelsea,0.00,0.00,0.00,9.45,9.45,9.45,9.45,9.45,9.45,9.45,0.00,0.00,0.00,0.36,0.35,0.39,0.33,0.37,0.37,0.31
D,230,Fofana,4.4,4.4,Chelsea,39.90,39.90,39.90,31.50,31.50,31.50,31.50,31.50,31.50,31.50,2.00,1.81,1.31,1.22,1.09,1.35,1.05,1.24,1.19,0.86
D,232,Tosin,4.3,4.3,Chelsea,48.15,48.15,48.15,40.20,40.20,40.20,40.20,40.20,40.20,40.20,2.72,2.38,1.89,1.77,1.61,1.99,1.57,1.76,1.71,1.30
D,233,Acheampong,3.9,3.9,Chelsea,61.05,61.05,61.05,29.25,29.25,29.25,29.25,29.25,29.25,29.25,3.16,2.90,2.15,1.24,1.14,1.35,1.06,1.26,1.21,0.91
M,235,Palmer,10.3,10.3,Chelsea,0.00,39.15,39.15,77.55,77.55,77.55,77.55,77.55,77.55,77.55,0.00,3.01,2.09,4.87,4.94,5.51,4.44,5.34,5.54,4.09
M,236,Neto,7.1,7.1,Chelsea,68.10,76.05,76.05,76.05,76.05,76.05,76.05,76.05,76.05,76.05,3.95,3.94,3.01,3.35,3.40,3.68,3.10,3.59,3.75,2.91
M,237,Enzo,6.7,6.7,Chelsea,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,5.41,4.68,3.51,3.78,3.83,4.31,3.60,4.06,4.21,3.23
M,238,Estêvão,6.5,6.5,Chelsea,47.40,40.80,40.80,27.60,27.60,27.60,27.60,27.60,27.60,27.60,2.78,2.17,1.72,1.31,1.31,1.40,1.24,1.36,1.43,1.16
M,239,Gittens,6.1,6.1,Chelsea,16.80,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,0.99,0.73,0.56,0.62,0.62,0.66,0.57,0.66,0.68,0.54
M,241,Caicedo,6.0,6.0,Chelsea,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,3.47,3.47,3.34,3.41,3.49,3.98,3.41,3.45,3.57,3.11
M,242,Dewsbury-Hall,4.9,4.9,Everton,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,3.72,3.10,3.39,3.34,3.79,3.17,3.01,3.69,3.44,3.79
M,243,George,4.9,4.9,Chelsea,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,0.32,0.30,0.23,0.26,0.26,0.27,0.24,0.27,0.28,0.23
M,244,Lavia,4.9,4.9,Chelsea,0.00,9.30,9.30,9.30,9.30,9.30,9.30,9.30,9.30,9.30,0.00,0.34,0.31,0.32,0.32,0.34,0.32,0.33,0.33,0.31
M,245,Mudryk,5.0,5.0,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,246,Andrey Santos,4.5,4.5,Chelsea,24.60,21.15,21.15,17.70,17.70,17.70,17.70,17.70,17.70,17.70,1.23,0.97,0.82,0.73,0.74,0.81,0.71,0.77,0.78,0.67
M,247,D.Essugo,4.3,4.3,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,249,João Pedro,7.4,7.4,Chelsea,77.85,77.85,77.85,75.00,75.00,75.00,75.00,75.00,75.00,75.00,5.08,4.56,3.44,3.70,3.73,4.05,3.43,4.01,4.16,3.27
F,250,Delap,6.2,6.2,Chelsea,60.00,25.80,25.80,25.80,25.80,25.80,25.80,25.80,25.80,25.80,3.72,1.57,1.20,1.31,1.33,1.43,1.25,1.44,1.49,1.18
F,252,Marc Guiu,4.2,4.2,Chelsea,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,0.98,0.92,0.71,0.77,0.79,0.84,0.74,0.84,0.86,0.70
G,253,Henderson,5.0,5.0,Crystal Palace,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.17,3.63,3.13,3.81,3.17,2.66,3.15,3.36,3.47,2.76
G,254,Benitez,4.0,4.0,Crystal Palace,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03
G,255,Matthews,4.0,4.0,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,256,Muñoz,5.7,5.7,Crystal Palace,86.70,86.70,86.70,86.70,86.70,86.70,86.70,86.70,86.70,86.70,3.88,4.25,3.96,4.35,3.73,3.42,4.12,4.24,4.55,3.87
D,257,Lacroix,5.0,5.0,Crystal Palace,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,3.85,4.76,3.94,4.32,4.09,3.14,4.39,4.39,4.72,3.59
D,258,Mitchell,5.0,5.0,Crystal Palace,83.85,83.85,83.85,83.85,83.85,83.85,83.85,83.85,83.85,83.85,3.55,3.97,3.51,4.05,3.66,2.86,3.86,3.83,4.31,3.30
D,259,Sosa,4.9,4.9,Crystal Palace,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.55,0.37,0.38,0.35,0.39,0.35,0.31,0.36,0.37,0.39,0.32
D,260,Guéhi,5.0,5.0,Crystal Palace,86.85,86.85,86.85,86.85,86.85,86.85,86.85,86.85,86.85,86.85,3.40,4.17,3.30,3.93,3.50,2.60,3.81,3.77,4.13,3.01
D,261,Richards,4.5,4.5,Crystal Palace,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,3.60,4.42,3.61,4.09,3.87,2.93,4.10,4.12,4.35,3.36
D,262,Chadi Riad,4.0,4.0,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,263,Clyne,3.9,3.9,Crystal Palace,11.70,11.70,11.70,11.70,11.70,11.70,11.70,11.70,11.70,11.70,0.45,0.48,0.45,0.47,0.45,0.41,0.47,0.47,0.48,0.42
D,265,Kporha,4.0,4.0,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,266,Eze,7.6,7.6,Arsenal,84.75,76.35,72.90,68.10,68.10,68.10,68.10,68.10,68.10,68.10,4.90,4.58,3.56,4.05,3.57,4.34,3.58,3.99,3.89,3.58
M,267,Sarr,6.6,6.6,Crystal Palace,78.75,83.25,83.25,83.25,83.25,83.25,0.00,0.00,0.00,0.00,4.69,4.81,4.59,4.84,4.32,4.00,0.00,0.00,0.00,0.00
M,268,Doucouré,4.9,4.9,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,269,Esse,4.7,4.7,Crystal Palace,6.30,6.30,6.30,6.30,6.30,6.30,23.40,23.40,23.40,23.40,0.33,0.32,0.32,0.32,0.30,0.30,1.09,1.21,1.21,1.04
M,270,Hughes,4.8,4.8,Crystal Palace,29.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,1.04,0.97,0.95,0.95,0.93,0.86,0.96,1.00,0.99,0.90
M,271,Kamada,5.0,5.0,Crystal Palace,73.35,73.35,73.35,73.35,73.35,73.35,72.90,72.90,72.90,72.90,3.00,3.32,2.94,3.05,2.90,2.62,2.88,2.99,3.16,2.80
M,272,Lerma,4.9,4.9,Crystal Palace,30.90,24.90,24.90,24.90,24.90,24.90,24.90,24.90,24.90,24.90,1.17,0.98,0.97,0.95,0.95,0.89,0.97,1.01,0.99,0.91
M,273,Wharton,5.0,5.0,Crystal Palace,68.70,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,2.87,3.31,3.31,3.46,3.27,2.88,3.33,3.48,3.57,3.20
M,274,Agbinone,4.4,4.4,Crystal Palace,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02
M,275,Ahamada,4.4,4.4,Crystal Palace,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06
M,276,Devenny,4.4,4.4,Crystal Palace,17.40,9.15,9.15,9.15,9.15,9.15,33.15,33.15,33.15,33.15,0.84,0.43,0.43,0.43,0.41,0.40,1.44,1.56,1.58,1.34
M,281,Rodney,4.5,4.5,Crystal Palace,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
F,283,Mateta,7.9,7.9,Crystal Palace,85.50,80.40,80.40,80.40,80.40,80.40,80.40,80.40,80.40,80.40,5.12,4.62,4.50,4.63,4.23,3.95,4.19,4.81,4.90,3.90
F,284,Nketiah,5.4,5.4,Crystal Palace,0.00,22.20,22.20,22.20,22.20,22.20,48.30,48.30,48.30,48.30,0.00,1.18,1.16,1.19,1.11,1.05,2.28,2.50,2.55,2.10
F,286,Marsh,4.5,4.5,Crystal Palace,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
G,287,Pickford,5.5,5.5,Everton,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.68,2.82,3.40,3.38,3.91,3.39,3.01,4.14,3.59,3.98
G,288,Travers,4.4,4.4,Everton,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.04,0.03,0.03,0.03,0.04,0.03,0.03,0.04,0.03,0.04
G,289,Tyrer,4.0,4.0,Everton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,290,Branthwaite,5.3,5.3,Everton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.88
D,291,Tarkowski,5.5,5.5,Everton,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,4.66,3.00,4.14,3.81,4.27,3.26,3.68,4.55,4.12,4.50
D,292,Mykolenko,4.9,4.9,Everton,82.95,82.95,82.95,82.95,82.95,82.95,82.95,82.95,82.95,82.95,3.73,2.43,3.20,3.02,3.68,2.55,2.85,3.78,3.29,3.62
D,293,O'Brien,4.9,4.9,Everton,84.60,84.60,84.60,84.60,84.60,84.60,84.60,84.60,84.60,84.60,3.46,2.20,2.95,2.67,3.44,2.35,2.55,3.51,3.00,3.38
D,294,Coleman,4.3,4.3,Everton,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,0.24,0.20,0.22,0.22,0.24,0.21,0.21,0.25,0.23,0.24
D,295,Keane,4.5,4.5,Everton,85.05,85.05,85.05,85.05,85.05,85.05,85.05,85.05,85.05,12.75,4.24,2.67,3.76,3.38,3.78,2.92,3.41,3.98,3.73,0.59
D,296,Patterson,4.4,4.4,Everton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,297,Dixon,3.9,3.9,Everton,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,0.09,0.07,0.08,0.08,0.09,0.08,0.08,0.09,0.08,0.09
D,298,Welch,3.9,3.9,Everton,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,0.09,0.08,0.09,0.08,0.09,0.08,0.08,0.09,0.09,0.09
M,299,Ndiaye,6.5,6.5,Everton,82.20,82.20,82.20,82.20,82.20,82.20,0.00,0.00,0.00,0.00,5.15,3.99,4.69,4.41,4.88,4.04,0.00,0.00,0.00,0.00
M,300,McNeil,5.6,5.6,Everton,9.45,9.45,9.45,9.45,9.45,9.45,31.65,31.65,31.65,31.65,0.49,0.43,0.44,0.45,0.49,0.43,1.35,1.61,1.50,1.62
M,301,Alcaraz,5.2,5.2,Everton,16.20,16.20,16.20,16.20,16.20,16.20,66.75,66.75,66.75,66.75,0.74,0.64,0.69,0.67,0.74,0.63,2.42,2.93,2.74,2.94
M,302,Gana,5.4,5.4,Everton,80.40,80.40,80.40,80.40,80.40,80.40,0.00,0.00,0.00,0.00,3.37,2.66,3.08,2.82,3.01,2.74,0.00,0.00,0.00,0.00
M,303,Garner,5.0,5.0,Everton,82.50,82.50,82.50,82.50,82.50,82.50,79.80,79.80,79.80,79.80,3.79,2.93,3.41,3.07,3.34,2.99,3.24,3.23,3.28,3.57
M,304,Iroegbunam,4.9,4.9,Everton,14.40,14.40,14.40,14.40,14.40,14.40,51.00,51.00,51.00,51.00,0.52,0.47,0.49,0.48,0.50,0.46,1.75,1.75,1.74,1.87
M,306,Bates,4.4,4.4,Everton,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
M,307,Ebere,4.4,4.4,Everton,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
F,310,Barry,5.7,5.7,Everton,32.25,32.25,32.25,32.25,32.25,32.25,32.25,32.25,32.25,32.25,1.74,1.51,1.57,1.57,1.69,1.49,1.41,1.75,1.62,1.80
F,311,Beto,5.2,5.2,Everton,65.10,65.10,65.10,65.10,65.10,65.10,65.10,65.10,65.10,65.10,3.40,3.03,3.17,3.16,3.50,2.98,2.83,3.67,3.29,3.66
G,314,Leno,5.0,5.0,Fulham,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.20,3.82,3.00,2.62,3.32,3.76,3.57,3.36,2.94,2.78
D,316,Robinson,4.9,4.9,Fulham,0.00,7.20,7.20,7.20,7.20,7.20,7.20,7.20,7.20,7.20,0.00,0.32,0.27,0.25,0.29,0.30,0.30,0.30,0.27,0.27
D,317,Andersen,4.5,4.5,Fulham,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,4.12,4.36,3.58,2.95,3.96,3.94,3.84,3.96,3.79,3.42
D,318,Bassey,4.5,4.5,Fulham,81.00,81.00,81.00,81.00,81.00,81.00,0.00,0.00,0.00,0.00,3.04,3.41,2.54,2.00,2.94,3.20,0.00,0.00,0.00,0.00
D,319,Castagne,4.4,4.4,Fulham,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,0.82,0.95,0.81,0.73,0.84,0.89,0.87,0.86,0.76,0.72
D,320,Diop,4.4,4.4,Fulham,9.45,9.45,9.45,9.45,9.45,9.45,35.70,35.70,35.70,35.70,0.38,0.41,0.35,0.32,0.38,0.39,1.42,1.41,1.34,1.22
D,321,J.Cuenca,4.4,4.4,Fulham,13.35,13.35,13.35,13.35,13.35,13.35,73.65,73.65,73.65,73.65,0.56,0.60,0.51,0.45,0.55,0.56,3.04,2.96,2.81,2.46
D,322,Tete,4.5,4.5,Fulham,78.30,78.30,78.30,78.30,78.30,78.30,78.30,78.30,78.30,78.30,2.95,3.74,2.86,2.39,3.11,3.42,3.29,3.18,2.65,2.40
D,323,Amissah,3.9,3.9,Fulham,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,0.14,0.16,0.14,0.13,0.14,0.15,0.15,0.15,0.14,0.14
M,324,Iwobi,6.5,6.5,Fulham,82.50,82.50,82.50,82.50,82.50,82.50,0.00,0.00,0.00,0.00,3.64,4.30,3.68,3.38,3.96,4.03,0.00,0.00,0.00,0.00
M,325,Smith Rowe,5.6,5.6,Fulham,21.75,21.75,21.75,21.75,21.75,21.75,21.75,21.75,21.75,21.75,1.02,1.16,1.01,0.99,1.09,1.12,1.12,1.13,1.04,1.04
M,326,Adama,5.2,5.2,Fulham,20.85,20.85,20.85,20.85,20.85,20.85,45.00,45.00,45.00,45.00,0.95,1.12,0.94,0.93,1.03,1.05,2.28,2.26,2.04,2.06
M,328,Sessegnon,5.4,5.4,Fulham,88.35,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,3.53,3.55,3.10,2.71,3.24,3.07,3.28,3.30,3.06,3.17
M,329,Wilson,5.2,5.2,Fulham,63.60,63.60,63.60,63.60,63.60,63.60,68.40,68.40,68.40,68.40,2.92,3.56,2.89,2.78,3.19,3.27,3.56,3.49,3.13,3.23
M,330,Berge,4.9,4.9,Fulham,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,3.11,3.33,2.92,2.65,3.22,3.01,3.07,3.01,3.13,2.93
M,331,Cairney,4.9,4.9,Fulham,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,0.28,0.31,0.28,0.27,0.30,0.30,0.30,0.30,0.28,0.28
M,332,Lukić,5.0,5.0,Fulham,78.45,78.45,78.45,78.45,78.45,78.45,78.45,78.45,78.45,78.45,2.95,3.28,2.80,2.60,3.11,2.96,3.04,2.97,2.96,2.88
M,335,King,4.5,4.5,Fulham,60.90,60.90,60.90,60.90,60.90,60.90,60.90,60.90,60.90,60.90,2.61,2.95,2.46,2.37,2.70,2.78,2.81,2.75,2.49,2.56
M,336,Reed,4.4,4.4,Fulham,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,0.16,0.17,0.16,0.16,0.17,0.17,0.17,0.17,0.16,0.16
F,337,Raúl,6.2,6.2,Fulham,32.70,24.30,24.30,24.30,24.30,24.30,24.30,24.30,24.30,24.30,1.61,1.52,1.26,1.24,1.39,1.43,1.44,1.44,1.27,1.30
F,338,Muniz,5.4,5.4,Fulham,61.95,70.05,70.05,70.05,70.05,70.05,70.05,70.05,70.05,70.05,2.93,4.05,3.30,3.18,3.68,3.70,3.74,3.74,3.35,3.40
G,339,Meslier,4.3,4.3,Leeds United,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,340,Cairns,4.0,4.0,Leeds United,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,341,Darlow,4.0,4.0,Leeds United,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.04,0.02,0.03
D,342,Bogle,4.5,4.5,Leeds United,83.10,83.10,83.10,83.10,83.10,83.10,83.10,83.10,83.10,83.10,3.16,3.43,2.05,3.19,2.80,3.31,3.63,3.65,2.23,3.08
D,343,Struijk,4.4,4.4,Leeds United,15.90,15.90,15.90,15.90,15.90,15.90,15.90,15.90,15.90,15.90,0.61,0.61,0.49,0.60,0.56,0.60,0.64,0.64,0.55,0.60
D,344,Bijol,3.9,3.9,Leeds United,84.15,84.15,84.15,84.15,84.15,84.15,84.15,84.15,84.15,84.15,3.85,3.87,2.72,3.92,3.27,4.06,4.41,4.41,3.20,3.84
