Pos,ID,Name,BV,SV,Team,31_xMins,32_xMins,33_xMins,34_xMins,35_xMins,36_xMins,37_xMins,38_xMins,31_Pts,32_Pts,33_Pts,34_Pts,35_Pts,36_Pts,37_Pts,38_Pts
M,238,Estêvão,6.4,6.4,Chelsea,31.35,31.35,62.70,0.00,31.35,31.35,31.35,31.35,1.61,1.56,3.24,0.00,1.77,1.49,1.88,1.69
M,239,Gittens,6.0,6.0,Chelsea,11.25,11.25,22.50,0.00,11.25,11.25,11.25,11.25,0.58,0.55,1.10,0.00,0.60,0.51,0.64,0.57
M,241,Caicedo,5.7,5.7,Chelsea,84.00,84.00,168.00,0.00,84.00,84.00,84.00,84.00,3.46,3.24,6.52,0.00,3.49,3.13,3.57,3.30
M,242,Dewsbury-Hall,5.1,5.1,Everton,82.35,82.35,82.35,82.35,82.35,82.35,82.35,82.35,3.75,3.68,3.57,3.78,3.47,3.67,4.11,3.83
M,243,George,4.8,4.8,Everton,0.00,23.85,23.85,23.85,23.85,23.85,23.85,23.85,0.00,1.00,0.98,1.03,0.96,0.98,1.10,1.02
M,244,Lavia,4.9,4.9,Chelsea,10.35,10.35,20.70,0.00,10.35,10.35,10.35,10.35,0.37,0.36,0.72,0.00,0.38,0.35,0.39,0.37
M,245,Mudryk,4.9,4.9,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,246,Andrey Santos,4.5,4.5,Chelsea,62.40,62.40,124.80,0.00,62.40,62.40,62.40,62.40,2.61,2.47,5.09,0.00,2.72,2.31,2.85,2.58
M,247,D.Essugo,4.3,4.3,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,249,João Pedro,7.8,7.8,Chelsea,79.35,79.35,158.70,0.00,79.35,79.35,79.35,79.35,4.12,4.01,8.42,0.00,4.50,3.75,4.87,4.29
F,250,Delap,6.2,6.2,Chelsea,22.35,22.35,44.70,0.00,22.35,22.35,22.35,22.35,1.17,1.12,2.37,0.00,1.28,1.05,1.34,1.17
F,252,Marc Guiu,4.1,4.1,Chelsea,1.50,1.50,3.00,0.00,1.50,1.50,1.50,1.50,0.08,0.08,0.16,0.00,0.08,0.08,0.09,0.08
G,253,Henderson,5.0,5.0,Crystal Palace,0.00,89.10,89.10,89.10,89.10,178.20,89.10,89.10,0.00,3.10,3.29,2.53,3.10,5.89,3.12,2.93
G,254,Benitez,4.0,4.0,Crystal Palace,0.00,0.90,0.90,0.90,0.90,1.80,0.90,0.90,0.00,0.03,0.04,0.02,0.03,0.06,0.03,0.03
G,255,Matthews,3.9,3.9,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,256,Muñoz,5.8,5.8,Crystal Palace,0.00,87.45,87.45,87.45,87.45,174.90,87.45,87.45,0.00,3.81,4.34,2.89,3.69,7.39,3.69,3.07
D,257,Lacroix,5.1,5.1,Crystal Palace,0.00,86.10,86.10,86.10,86.10,172.20,86.10,86.10,0.00,3.82,4.22,3.32,3.89,7.81,3.97,3.54
D,258,Mitchell,5.0,5.0,Crystal Palace,0.00,85.20,85.20,85.20,85.20,170.40,85.20,85.20,0.00,3.18,3.69,2.43,3.10,6.32,3.12,2.75
D,259,Sosa,4.8,4.8,Crystal Palace,0.00,5.40,5.40,5.40,5.40,10.80,5.40,5.40,0.00,0.21,0.22,0.20,0.21,0.42,0.21,0.19
D,260,Guéhi,5.1,5.1,Man City,0.00,82.65,165.30,0.00,82.65,165.30,82.65,82.65,0.00,3.21,8.19,0.00,4.31,8.84,3.93,4.16
D,261,Richards,4.4,4.4,Crystal Palace,0.00,84.60,84.60,84.60,84.60,169.20,84.60,84.60,0.00,3.60,3.94,3.12,3.67,7.36,3.76,3.32
D,262,Chadi Riad,4.0,4.0,Crystal Palace,0.00,14.10,14.10,14.10,14.10,60.60,14.10,14.10,0.00,0.55,0.59,0.50,0.54,2.04,0.56,0.52
D,263,Clyne,3.8,3.8,Crystal Palace,0.00,3.15,3.15,3.15,3.15,6.30,3.15,3.15,0.00,0.13,0.14,0.12,0.13,0.27,0.13,0.12
D,265,Kporha,4.0,4.0,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,266,Eze,7.2,7.2,Arsenal,0.00,41.40,82.80,0.00,41.40,41.40,41.40,41.40,0.00,2.58,4.46,0.00,2.53,2.38,2.89,2.30
M,267,Sarr,6.3,6.3,Crystal Palace,0.00,82.20,82.20,82.20,82.20,164.40,82.20,82.20,0.00,4.28,4.57,3.47,4.05,7.64,3.86,3.23
M,268,Doucouré,4.9,4.9,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,270,Hughes,4.7,4.7,Crystal Palace,0.00,33.75,33.75,33.75,33.75,67.50,33.75,33.75,0.00,1.18,1.18,1.06,1.14,2.25,1.11,1.04
M,271,Kamada,5.0,5.0,Crystal Palace,0.00,37.80,37.80,37.80,37.80,78.75,37.80,37.80,0.00,1.52,1.54,1.38,1.49,3.02,1.44,1.32
M,272,Lerma,4.9,4.9,Crystal Palace,0.00,56.70,56.70,56.70,56.70,125.40,56.70,56.70,0.00,2.22,2.17,2.03,2.21,4.68,2.09,1.92
M,273,Wharton,5.0,5.0,Crystal Palace,0.00,82.50,82.50,82.50,82.50,165.00,82.50,82.50,0.00,3.63,3.57,3.22,3.60,6.86,3.37,3.01
M,274,Agbinone,4.3,4.3,Crystal Palace,0.00,0.30,0.30,0.30,0.30,0.60,0.30,0.30,0.00,0.01,0.01,0.01,0.01,0.03,0.01,0.01
M,276,Devenny,4.3,4.3,Crystal Palace,0.00,9.15,9.15,9.15,9.15,18.30,9.15,9.15,0.00,0.41,0.43,0.38,0.39,0.77,0.39,0.36
M,281,Rodney,4.4,4.4,Crystal Palace,0.00,0.30,0.30,0.30,0.30,0.60,0.30,0.30,0.00,0.01,0.01,0.01,0.01,0.02,0.01,0.01
F,283,Mateta,7.5,7.5,Crystal Palace,0.00,36.45,36.45,36.45,36.45,72.90,36.45,36.45,0.00,2.07,2.18,1.73,1.93,3.69,1.88,1.55
F,284,Nketiah,5.4,5.4,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,286,Marsh,4.4,4.4,Crystal Palace,0.00,0.30,0.30,0.30,0.30,0.60,0.30,0.30,0.00,0.02,0.02,0.01,0.02,0.03,0.01,0.01
G,287,Pickford,5.6,5.6,Everton,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,2.87,3.23,2.99,3.24,3.08,3.64,4.08,3.35
G,288,Travers,4.3,4.3,Everton,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.03
D,290,Branthwaite,5.3,5.3,Everton,63.15,81.30,81.30,81.30,81.30,81.30,81.30,81.30,2.23,3.31,2.98,3.27,2.63,3.59,4.01,3.40
D,291,Tarkowski,5.7,5.7,Everton,63.15,87.45,87.45,87.45,87.45,87.45,87.45,87.45,2.62,4.22,3.83,4.16,3.36,4.55,4.93,4.36
D,292,Mykolenko,4.9,4.9,Everton,79.20,79.20,79.20,79.20,79.20,79.20,79.20,79.20,2.71,3.13,2.81,3.14,2.56,3.35,3.88,3.23
D,293,O'Brien,4.9,4.9,Everton,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,2.67,3.11,2.79,3.10,2.48,3.34,3.87,3.17
D,294,Coleman,4.2,4.2,Everton,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09
D,295,Keane,4.6,4.6,Everton,46.35,12.75,12.75,12.75,12.75,12.75,12.75,12.75,2.01,0.63,0.58,0.60,0.55,0.65,0.70,0.63
D,296,Patterson,4.4,4.4,Everton,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,0.20,0.21,0.21,0.20,0.21,0.21,0.22,0.22
D,298,Welch,3.8,3.8,Everton,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02
M,299,Ndiaye,6.2,6.2,Everton,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,4.33,4.27,4.10,4.30,4.03,4.24,4.68,4.46
M,300,McNeil,5.5,5.5,Everton,69.75,47.25,47.25,47.25,47.25,47.25,47.25,47.25,3.03,2.04,1.97,2.07,1.93,2.03,2.24,2.12
M,301,Alcaraz,5.2,5.2,Everton,0.00,12.45,12.45,12.45,12.45,12.45,12.45,12.45,0.00,0.55,0.54,0.55,0.52,0.54,0.59,0.56
M,302,Gana,5.4,5.4,Everton,80.40,80.40,80.40,80.40,80.40,80.40,80.40,80.40,2.73,2.75,2.72,2.75,2.69,2.78,2.95,2.93
M,303,Garner,5.2,5.2,Everton,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,3.95,4.45,4.15,4.23,3.75,4.48,4.34,4.40
M,304,Iroegbunam,4.8,4.8,Everton,22.80,15.60,15.60,15.60,15.60,15.60,15.60,15.60,0.80,0.54,0.53,0.55,0.53,0.54,0.55,0.55
M,305,Armstrong,4.5,4.5,Everton,47.25,34.05,34.05,34.05,34.05,34.05,34.05,34.05,1.78,1.34,1.31,1.38,1.27,1.33,1.45,1.37
M,306,Bates,4.3,4.3,Everton,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
M,307,Ebere,4.4,4.4,Everton,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
F,310,Barry,5.7,5.7,Everton,36.15,36.15,36.15,36.15,36.15,36.15,36.15,36.15,1.72,1.67,1.62,1.68,1.56,1.63,1.78,1.71
F,311,Beto,5.0,5.0,Everton,62.85,62.85,62.85,62.85,62.85,62.85,62.85,62.85,2.94,2.87,2.76,2.91,2.68,2.79,3.07,2.89
G,314,Leno,4.9,4.9,Fulham,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.85,2.32,2.90,3.22,2.50,3.21,3.46,3.07
D,316,Robinson,4.9,4.9,Fulham,22.05,22.05,22.05,22.05,22.05,22.05,22.05,22.05,1.19,0.78,0.92,0.97,0.75,1.01,1.04,0.95
D,317,Andersen,4.6,4.6,Fulham,85.05,85.05,85.05,85.05,85.05,85.05,85.05,85.05,4.66,3.05,3.70,3.78,2.96,3.94,4.14,3.61
D,318,Bassey,4.4,4.4,Fulham,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,3.72,2.18,2.80,2.94,2.16,3.03,3.23,2.75
D,319,Castagne,4.3,4.3,Fulham,49.35,14.40,14.40,14.40,14.40,14.40,14.40,14.40,2.58,0.52,0.57,0.57,0.50,0.60,0.61,0.58
D,320,Diop,4.3,4.3,Fulham,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,0.33,0.25,0.28,0.29,0.24,0.29,0.30,0.28
D,321,J.Cuenca,4.3,4.3,Fulham,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,0.60,0.46,0.51,0.50,0.44,0.53,0.56,0.50
D,322,Tete,4.5,4.5,Fulham,43.80,82.20,82.20,82.20,82.20,82.20,82.20,82.20,2.38,2.61,3.29,3.43,2.51,3.56,3.81,3.27
D,323,Amissah,3.8,3.8,Fulham,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06
M,324,Iwobi,6.4,6.4,Fulham,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84.00,4.01,2.99,3.26,3.45,2.66,3.59,3.60,3.43
M,325,Smith Rowe,5.6,5.6,Fulham,64.80,64.80,64.80,64.80,64.80,64.80,64.80,64.80,3.64,2.68,2.89,3.08,2.36,3.25,3.20,3.13
M,326,Adama,5.1,5.1,West Ham,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,0.82,0.93,0.82,0.85,0.80,0.71,0.80,0.87
M,328,Sessegnon,5.4,5.4,Fulham,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,3.29,2.93,3.08,2.92,2.67,3.17,3.07,2.95
M,329,Wilson,6.0,6.0,Fulham,82.50,81.15,81.15,81.15,81.15,81.15,81.15,81.15,5.10,3.54,3.89,4.25,2.95,4.56,4.39,4.30
M,330,Berge,4.9,4.9,Fulham,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,2.98,2.50,2.58,2.78,2.31,2.80,2.80,2.74
M,331,Cairney,4.8,4.8,Fulham,7.20,7.20,7.20,7.20,7.20,7.20,7.20,7.20,0.33,0.27,0.28,0.29,0.25,0.30,0.30,0.30
M,332,Lukić,4.9,4.9,Fulham,27.60,21.00,21.00,21.00,21.00,21.00,21.00,21.00,1.18,0.77,0.81,0.83,0.71,0.85,0.84,0.85
M,335,King,4.4,4.4,Fulham,13.20,13.20,13.20,13.20,13.20,13.20,13.20,13.20,0.68,0.54,0.56,0.60,0.48,0.63,0.60,0.61
M,336,Reed,4.3,4.3,Fulham,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.06,0.05,0.06,0.06,0.05,0.06,0.06,0.06
F,337,Raúl,6.2,6.2,Fulham,71.70,71.70,71.70,71.70,71.70,71.70,71.70,71.70,4.67,3.34,3.56,3.83,2.73,4.16,3.96,3.90
F,338,Muniz,5.3,5.3,Fulham,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,1.46,1.13,1.20,1.25,0.96,1.31,1.29,1.27
G,339,Meslier,4.1,4.1,Leeds United,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,340,Cairns,3.9,3.9,Leeds United,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,341,Darlow,3.9,3.9,Leeds United,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,3.11,2.57,3.69,3.01,3.84,2.99,3.23,2.92
D,342,Bogle,4.4,4.4,Leeds United,84.60,83.10,83.10,83.10,83.10,83.10,83.10,83.10,3.32,2.36,4.03,2.85,4.25,3.09,3.21,3.06
D,343,Struijk,4.3,4.3,Leeds United,85.95,85.35,85.35,85.35,85.35,85.35,85.35,85.35,4.09,3.15,4.53,3.71,4.83,3.88,3.82,3.69
D,344,Bijol,3.9,3.9,Leeds United,85.20,22.50,22.50,22.50,22.50,22.50,22.50,22.50,4.01,0.89,1.16,1.00,1.22,1.03,1.01,0.99
D,345,Bornauw,3.8,3.8,Leeds United,10.20,3.00,3.00,3.00,3.00,3.00,3.00,3.00,0.40,0.10,0.11,0.10,0.12,0.10,0.10,0.10
D,346,Byram,3.7,3.7,Leeds United,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
D,347,Gudmundsson,3.8,3.8,Leeds United,0.00,83.85,83.85,83.85,83.85,83.85,83.85,83.85,0.00,2.64,4.39,3.19,4.65,3.39,3.53,3.33
D,348,Rodon,3.9,3.9,Leeds United,85.95,85.95,85.95,85.95,85.95,85.95,85.95,85.95,3.87,3.02,4.37,3.53,4.59,3.70,3.70,3.52
M,350,Aaronson,5.4,5.4,Leeds United,72.00,72.00,72.00,72.00,72.00,72.00,75.75,72.00,3.76,3.21,4.12,3.55,4.29,3.55,3.87,3.55
M,351,Gnonto,5.1,5.1,Leeds United,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,0.50,0.42,0.47,0.44,0.52,0.44,0.48,0.43
M,353,James,5.2,5.2,Leeds United,6.45,6.45,6.45,6.45,6.45,6.45,6.45,6.45,0.36,0.32,0.38,0.34,0.41,0.34,0.35,0.34
M,354,Ampadu,4.9,4.9,Leeds United,86.10,86.10,86.10,86.10,86.10,86.10,86.10,86.10,3.42,3.30,3.63,3.49,3.72,3.59,3.32,3.32
M,356,Gruev,4.7,4.7,Leeds United,65.10,65.10,65.10,65.10,65.10,65.10,65.10,65.10,2.14,1.97,2.27,2.08,2.32,2.13,2.09,2.07
M,358,Tanaka,4.8,4.8,Leeds United,15.60,15.60,15.60,15.60,15.60,15.60,15.60,15.60,0.69,0.62,0.73,0.68,0.75,0.67,0.68,0.65
F,362,Piroe,4.9,4.9,Leeds United,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.09,0.08,0.10,0.09,0.10,0.09,0.09,0.08
F,365,Nmecha,5.0,5.0,Leeds United,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,1.13,0.97,1.24,1.06,1.25,1.06,1.11,1.06
G,366,A.Becker,5.4,5.4,Liverpool,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.39,3.51,3.70,3.92,2.95,3.16,3.36,3.53
G,367,Mamardashvili,4.1,4.1,Liverpool,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03
G,368,Pécsi,3.8,3.8,Liverpool,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,369,Woodman,3.9,3.9,Liverpool,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,370,Frimpong,5.7,5.7,Liverpool,79.05,64.95,64.95,64.95,64.95,64.95,64.95,64.95,3.64,3.49,3.37,3.69,2.59,3.02,2.98,3.46
D,371,Kerkez,5.6,5.6,Liverpool,70.05,70.05,70.05,70.05,70.05,70.05,70.05,70.05,3.06,3.58,3.51,3.79,2.69,3.04,3.05,3.54
D,372,Robertson,5.7,5.7,Liverpool,22.65,22.65,22.65,22.65,22.65,22.65,22.65,22.65,0.96,1.09,1.05,1.13,0.89,0.97,0.96,1.08
D,373,Virgil,6.3,6.3,Liverpool,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,3.93,4.24,4.53,4.68,3.63,3.68,3.93,4.46
D,374,Konaté,5.5,5.5,Liverpool,82.95,82.95,82.95,82.95,82.95,82.95,82.95,82.95,3.69,3.97,4.29,4.44,3.34,3.45,3.68,4.19
D,375,Bradley,4.9,4.9,Liverpool,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,376,Gomez,4.9,4.9,Liverpool,20.40,22.20,22.20,22.20,22.20,22.20,22.20,22.20,0.75,1.03,1.03,1.10,0.87,0.91,0.93,1.05
D,378,Nallo,3.7,3.7,Liverpool,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
D,379,R.Williams,3.7,3.7,Liverpool,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
D,380,Ramsay,3.8,3.8,Liverpool,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
M,381,M.Salah,14.0,14.0,Liverpool,0.00,79.80,79.80,79.80,79.80,79.80,79.80,79.80,0.00,5.68,4.68,5.59,4.45,5.09,4.72,5.49
M,382,Wirtz,8.3,8.3,Liverpool,81.90,74.40,74.40,74.40,74.40,74.40,74.40,74.40,4.28,4.61,3.96,4.51,3.78,4.23,4.00,4.51
M,384,Gakpo,7.3,7.3,Liverpool,81.90,67.20,67.20,67.20,67.20,67.20,67.20,67.20,4.13,4.05,3.45,4.05,3.30,3.66,3.46,3.97
M,385,Chiesa,6.3,6.3,Liverpool,7.35,7.35,7.35,7.35,7.35,7.35,7.35,7.35,0.39,0.42,0.36,0.40,0.36,0.41,0.38,0.42
M,386,Mac Allister,6.3,6.3,Liverpool,81.30,63.75,63.75,63.75,63.75,63.75,63.75,63.75,3.35,2.98,2.74,2.96,2.60,2.76,2.74,2.93
M,387,Szoboszlai,7.0,7.0,Liverpool,86.10,86.10,86.10,86.10,86.10,86.10,86.10,86.10,4.73,4.50,4.33,4.73,4.08,4.18,4.18,4.63
M,388,C.Jones,5.4,5.4,Liverpool,45.30,19.95,19.95,19.95,19.95,19.95,19.95,19.95,2.02,0.94,0.90,0.96,0.89,0.92,0.90,0.93
M,389,Elliott,5.1,5.1,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,390,Gravenberch,5.5,5.5,Liverpool,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,3.05,3.21,3.24,3.30,3.08,3.06,3.19,3.20
M,391,Gannon-Doak,4.8,4.8,Bournemouth,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,0.53,0.46,0.53,0.56,0.55,0.55,0.51,0.59
M,392,Endo,4.9,4.9,Liverpool,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,393,Bajcetic,4.2,4.2,Liverpool,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02
M,396,Nyoni,4.3,4.3,Liverpool,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01
F,398,Danns,4.3,4.3,Liverpool,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
G,400,Ortega Moreno,4.7,4.7,Nott'm Forest,36.00,36.00,36.00,36.00,36.00,36.00,36.00,36.00,1.20,1.28,1.51,1.38,1.01,1.22,1.03,1.29
G,401,Bettinelli,3.8,3.8,Man City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,402,Aït-Nouri,5.7,5.7,Man City,0.00,77.85,155.70,0.00,77.85,155.70,77.85,77.85,0.00,3.24,8.20,0.00,4.25,8.90,3.92,4.26
D,403,Gvardiol,5.9,5.9,Man City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,405,Aké,5.2,5.2,Man City,0.00,16.20,32.40,0.00,16.20,32.40,16.20,16.20,0.00,0.64,1.47,0.00,0.76,1.55,0.71,0.74
D,406,Khusanov,5.4,5.4,Man City,0.00,20.55,41.10,0.00,20.55,41.10,20.55,20.55,0.00,0.77,1.81,0.00,0.94,1.93,0.87,0.92
D,407,Matheus N.,5.4,5.4,Man City,0.00,84.75,169.50,0.00,84.75,169.50,84.75,84.75,0.00,3.00,7.75,0.00,4.15,8.52,3.66,3.96
D,408,Rúben,5.5,5.5,Man City,0.00,82.05,164.10,0.00,82.05,164.10,82.05,82.05,0.00,2.72,7.07,0.00,3.76,7.61,3.34,3.56
D,409,Stones,5.4,5.4,Man City,0.00,3.00,6.00,0.00,3.00,6.00,3.00,3.00,0.00,0.11,0.24,0.00,0.12,0.24,0.12,0.11
D,410,Lewis,4.6,4.6,Man City,0.00,5.40,10.80,0.00,5.40,10.80,5.40,5.40,0.00,0.23,0.51,0.00,0.25,0.47,0.24,0.24
D,411,O'Reilly,5.1,5.1,Man City,0.00,77.25,154.50,0.00,77.25,154.50,77.25,77.25,0.00,3.17,7.92,0.00,4.06,8.76,3.74,4.21
M,413,Marmoush,8.3,8.3,Man City,0.00,40.80,81.60,0.00,40.80,81.60,40.80,40.80,0.00,2.32,4.92,0.00,2.37,5.54,2.55,2.67
M,414,Foden,8.0,8.0,Man City,0.00,18.00,36.00,0.00,18.00,36.00,18.00,18.00,0.00,1.02,2.17,0.00,1.04,2.40,1.11,1.18
M,415,Savinho,6.9,6.9,Man City,0.00,7.50,15.00,0.00,7.50,15.00,7.50,7.50,0.00,0.39,0.77,0.00,0.38,0.87,0.42,0.42
M,416,Bernardo,6.2,6.2,Man City,0.00,79.95,159.90,0.00,79.95,159.90,79.95,79.95,0.00,2.94,6.26,0.00,3.13,6.78,3.26,3.30
M,417,Cherki,6.3,6.3,Man City,0.00,40.20,80.40,0.00,40.20,80.40,40.20,40.20,0.00,2.32,4.82,0.00,2.36,5.32,2.54,2.59
M,418,Doku,6.4,6.4,Man City,0.00,25.80,51.60,0.00,25.80,51.60,25.80,25.80,0.00,1.27,2.69,0.00,1.30,2.92,1.38,1.41
M,419,Grealish,6.3,6.3,Everton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,421,Rodrigo,6.3,6.3,Man City,0.00,80.25,160.50,0.00,80.25,160.50,80.25,80.25,0.00,3.62,7.50,0.00,3.90,7.90,3.96,4.01
M,422,Kovačić,5.8,5.8,Man City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,423,N.Gonzalez,5.9,5.9,Man City,0.00,16.50,33.00,0.00,16.50,33.00,16.50,16.50,0.00,0.61,1.24,0.00,0.65,1.32,0.66,0.65
M,424,Bobb,5.1,5.1,Fulham,42.90,33.60,33.60,33.60,33.60,33.60,33.60,33.60,2.25,1.33,1.42,1.50,1.17,1.57,1.55,1.52
M,426,McAtee,5.0,5.0,Nott'm Forest,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,0.31,0.31,0.38,0.31,0.29,0.32,0.32,0.32
M,427,Reijnders,5.0,5.0,Man City,0.00,22.20,44.40,0.00,22.20,44.40,22.20,22.20,0.00,1.10,2.26,0.00,1.10,2.50,1.17,1.21
M,428,Nypan,5.0,5.0,Man City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,430,Haaland,14.5,14.5,Man City,0.00,82.50,165.00,0.00,82.50,165.00,82.50,82.50,0.00,5.27,10.98,0.00,5.24,12.51,5.84,6.04
G,431,Bayindir,4.7,4.7,Man Utd,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.04,0.03,0.03,0.04,0.03
G,434,Heaton,3.8,3.8,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,435,Mee,3.9,3.9,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,436,De Ligt,4.9,4.9,Man Utd,0.00,27.45,27.45,27.45,27.45,27.45,27.45,27.45,0.00,1.40,1.06,1.34,1.17,1.35,1.35,1.19
D,437,Martinez,4.8,4.8,Man Utd,0.00,83.70,83.70,83.70,83.70,83.70,83.70,83.70,0.00,3.95,2.70,3.75,3.06,3.86,3.81,3.19
D,438,Mazraoui,4.9,4.9,Man Utd,51.00,18.15,18.15,18.15,18.15,18.15,18.15,18.15,2.26,0.82,0.68,0.79,0.70,0.80,0.78,0.71
D,439,D.Leon,4.2,4.2,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,440,Dalot,4.6,4.6,Man Utd,79.80,83.25,83.25,83.25,83.25,83.25,83.25,83.25,3.23,4.06,2.71,3.82,3.09,3.92,3.99,3.21
