Pos,Name,BV,SV,Team,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
D,Valery,4.7,4.7,Southampton,0,0,0,0,0,0
M,Smallbone,4.3,4.3,Southampton,0,0,0,0,0,0
D,Vokins,3.9,3.9,Southampton,0,0,0,0,0,0
F,Obafemi,4.6,4.6,Southampton,5,0.268,6,0.324,5,0.238
M,Djenepo,5.4,5.4,Southampton,43,1.636,46,1.685,47,1.568
G,Lloris,5.6,5.6,Spurs,89,4.284,89,3.892,88,3.49
D,Rose,4.7,4.7,Spurs,0,0,0,0,0,0
M,Sissoko,4.7,4.7,Spurs,14,0.536,13,0.483,14,0.47
D,Alderweireld,5.4,5.4,Spurs,78,3.684,75,3.019,76,2.341
M,Lamela,5.7,5.7,Spurs,33,1.691,35,1.741,37,1.519
F,Kane,11.8,11.7,Spurs,87,6.425,82,6.083,81,4.735
D,Aurier,5.2,5.2,Spurs,59,3.267,57,2.738,53,1.894
M,Son,9.5,9.2,Spurs,80,4.953,77,4.647,76,3.702
D,Dier,4.6,4.6,Spurs,75,3.588,75,3.077,78,2.433
M,Lucas Moura,6.6,6.6,Spurs,44,2.353,46,2.391,44,1.902
G,Gazzaniga,4.3,4.3,Spurs,0,0,0,0,0,0
M,Alli,7.4,7.4,Spurs,28,1.631,33,1.879,34,1.577
D,Davies,4.5,4.5,Spurs,0,0,0,0,0,0
M,Højbjerg,4.9,4.9,Spurs,86,2.793,84,2.625,81,2.263
M,Winks,5.1,5.1,Spurs,3,0.104,5,0.169,6,0.186
D,Sánchez,5.2,5.2,Spurs,14,0.625,17,0.652,16,0.481
D,Sessegnon,4.7,4.7,Spurs,0,0,0,0,0,0
M,Bergwijn,7.0,7.0,Spurs,4,0.191,3,0.14,4,0.161
M,Fernandes,4.7,4.7,Spurs,0,0,0,0,0,0
D,Tanganga,4.9,4.9,Spurs,0,0,1,0.039,1,0.03
M,Lo Celso,6.9,6.9,Spurs,58,2.404,56,2.229,54,1.845
M,Skipp,4.4,4.4,Spurs,0,0,0,0,0,0
M,Ndombele,5.9,5.9,Spurs,39,1.61,44,1.737,46,1.589
D,Foyth,4.3,4.3,Spurs,0,0,0,0,0,0
D,Gibbs,4.3,4.3,West Brom,4,0.069,7,0.189,10,0.248
F,Robson-Kanu,5.2,5.2,West Brom,16,0.702,17,0.846,16,0.794
M,Livermore,4.7,4.7,West Brom,7,0.221,12,0.404,9,0.302
M,Grosicki,5.2,5.2,West Brom,0,0,0,0,0,0
M,Phillips,5.1,5.1,West Brom,65,2.147,61,2.275,59,2.183
D,Bartley,4.4,4.4,West Brom,84,1.252,81,2.1,80,1.889
M,Sawyers,4.6,4.6,West Brom,2,0.06,3,0.094,5,0.155
D,Hegazi,4.1,4.1,West Brom,0,0,0,0,0,0
F,Austin,5.1,5.1,West Brom,0,0,0,0,0,0
F,Zohore,4.8,4.8,West Brom,0,0,0,0,0,0
G,Johnstone,4.6,4.6,West Brom,89,3.174,89,3.358,87,3.216
D,Townsend,4.4,4.4,West Brom,88,1.304,85,2.185,83,1.944
D,Ajayi,4.8,4.8,West Brom,63,1.068,66,1.841,66,1.694
M,Leko,4.5,4.5,West Brom,0,0,0,0,0,0
M,Edwards,4.6,4.6,West Brom,0,0,0,0,0,0
D,Furlong,4.5,4.5,West Brom,86,1.319,83,2.181,78,1.876
M,Field,4.8,4.8,West Brom,0,0,0,0,0,0
M,Burke,4.1,4.1,Sheffield Utd,51,2.06,53,2.439,53,2.526
D,O'Shea,4.2,4.2,West Brom,62,0.821,58,1.361,63,1.339
M,Harper,4.3,4.3,West Brom,0,0,0,0,0,0
M,Noble,4.5,4.5,West Ham,24,0.755,28,1.241,19,0.855
M,Snodgrass,5.6,5.6,West Brom,0,0,0,0,0,0
G,Martin,3.9,3.9,West Ham,0,0,0,0,0,0
G,Randolph,4.3,4.3,West Ham,0,0,1,0.044,1,0.043
G,Fabianski,5.0,5.0,West Ham,89,3.608,88,3.829,88,3.731
D,Ogbonna,4.7,4.7,West Ham,54,1.265,77,3.017,76,2.842
G,Roberto,4.5,4.5,West Ham,0,0,0,0,0,0
M,Wilshere,4.9,4.9,West Ham,0,0,0,0,0,0
D,Cresswell,5.6,5.6,West Ham,54,1.526,71,3.278,68,3.012
M,Yarmolenko,5.5,5.5,West Ham,32,1.426,29,1.513,28,1.477
F,Antonio,6.4,6.4,West Ham,76,3.863,74,4.491,73,4.523
D,Fredericks,4.2,4.2,West Ham,17,0.568,8,0.333,8,0.321
M,Lanzini,6.4,6.4,West Ham,25,0.769,29,1.241,22,0.951
M,Felipe Anderson,6.1,6.1,West Ham,0,0,0,0,0,0
F,Haller,6.1,6.1,West Ham,0,0,0,0,0,0
D,Masuaku,4.3,4.3,West Ham,5,0.04,21,0.485,30,0.942
D,Balbuena,4.1,4.1,West Ham,2,0.066,0,0,0,0
F,Hugill,5.5,5.5,West Ham,0,0,0,0,0,0
M,Bowen,5.9,5.9,West Ham,59,2.993,53,3.203,56,3.407
M,Diangana,5.0,5.0,West Brom,6,0.222,6,0.242,8,0.32
F,Ajeti,5.5,5.5,West Ham,0,0,0,0,0,0
M,Rice,4.7,4.7,West Ham,19,0.282,39,0.996,61,1.954
M,Soucek,5.2,5.2,West Ham,87,2.903,83,3.189,83,3.187
M,Fornals,5.8,5.8,West Ham,66,2.469,62,2.686,57,2.496
D,Diop,4.3,4.3,West Ham,62,1.928,42,1.619,45,1.658
D,Johnson,3.9,3.9,West Ham,20,0.72,10,0.442,9,0.383
G,Ruddy,4.3,4.3,Wolves,0,0,1,0.038,0,0
M,Moutinho,5.1,5.1,Wolves,80,2.304,77,2.34,76,2.262
G,Patrício,5.3,5.3,Wolves,89,3.205,88,3.354,88,3.24
D,Bennett,4.4,4.4,Wolves,0,0,0,0,0,0
D,Doherty,5.6,5.6,Spurs,23,1.172,27,1.192,28,0.942
D,Boly,5.4,5.4,Wolves,32,0.541,54,1.605,58,1.527
D,Coady,4.9,4.9,Wolves,78,1.68,69,1.887,68,1.64
F,Jiménez,8.1,8.1,Wolves,0,0,0,0,35,1.365
D,Saïss,4.9,4.9,Wolves,66,1.571,62,1.874,59,1.586
D,Jonny,5.4,5.4,Wolves,0,0,0,0,0,0
F,Bonatini,4.8,4.8,Wolves,0,0,0,0,0,0
M,Dendoncker,4.6,4.6,Wolves,65,1.976,63,2.016,60,1.897
M,Traoré,6.0,6.0,Wolves,80,2.7,79,2.867,77,2.733
M,Neves,5.1,5.1,Wolves,72,2.411,66,2.397,70,2.458
D,Buur,3.9,3.9,Wolves,0,0,0,0,0,0
M,Jota,7.0,6.9,Liverpool,54,4.183,53,3.764,53,4.069
M,Podence,5.3,5.3,Wolves,58,2.212,60,2.454,55,2.206
D,Kilman,3.9,3.9,Wolves,5,0.118,2,0.058,2,0.052
D,Vinagre,4.1,4.1,Wolves,0,0,0,0,0,0
G,Sarkic,4.4,4.4,Wolves,0,0,0,0,0,0
M,Gibbs-White,4.9,4.9,Wolves,40,1.465,38,1.49,37,1.419
M,Neto,5.5,5.5,Wolves,0,0,0,0,0,0
M,Jordao,4.3,4.3,Wolves,0,0,0,0,0,0
F,Campana,4.7,4.7,Wolves,0,0,0,0,0,0
M,Freeman,5.0,5.0,Sheffield Utd,0,0,0,0,0,0
M,Willian,7.5,7.5,Arsenal,0,0,40,2.159,39,2.034
D,Salisu,4.3,4.3,Southampton,43,1.71,40,1.266,40,1.028
M,Sean Longstaff,4.6,4.6,Newcastle,44,1.348,48,1.908,43,1.494
M,Pereira,5.4,5.4,West Brom,78,3.128,76,3.624,78,3.65
G,Hart,4.2,4.2,Spurs,0,0,0,0,1,0.039
G,Ramsdale,4.6,4.6,Sheffield Utd,89,3.21,89,3.373,88,3.498
D,Robinson,4.4,4.4,Fulham,78,2.354,77,1.585,77,3.022
M,Hendrick,4.5,4.5,Newcastle,7,0.227,10,0.406,9,0.323
D,Dann,4.2,4.2,Crystal Palace,4,0.133,6,0.174,9,0.159
M,Matty Longstaff,4.8,4.8,Newcastle,0,0,0,0,0,0
G,Gillespie,4.3,4.3,Newcastle,0,0,0,0,1,0.039
M,Eze,5.8,5.8,Crystal Palace,73,2.975,70,2.666,66,2.21
D,Thiago Silva,5.6,5.6,Chelsea,0,0,62,2.687,57,2.52
D,Koch,4.3,4.3,Leeds,30,1.126,27,0.917,31,1.426
F,Rodrigo,5.7,5.7,Leeds,32,1.595,32,1.618,34,1.922
M,Lemina,4.5,4.5,Fulham,0,0,50,1.409,46,1.545
D,Gabriel,4.9,4.9,Arsenal,0,0,46,1.949,43,1.764
M,van de Beek,6.6,6.6,Man Utd,0,0,9,0.453,8,0.375
D,Cash,5.0,5.0,Aston Villa,86,3.181,82,1.886,80,2.075
M,Murphy,4.9,4.9,Newcastle,84,2.334,80,2.986,79,2.547
D,Castagne,5.8,5.7,Leicester,0,0,57,1.764,61,2.274
D,Kipre,4.3,4.3,West Brom,0,0,0,0,0,0
M,Havertz,8.3,8.3,Chelsea,0,0,57,3.229,51,3.062
M,Ceballos,4.7,4.7,Arsenal,0,0,45,1.649,46,1.645
M,Allan,5.2,5.2,Everton,69,2.578,62,2.141,66,1.796
G,Walton,4.0,4.0,Brighton,0,0,0,0,1,0.038
F,Fabio Silva,5.2,5.2,Wolves,63,2.587,60,2.712,47,2.131
D,Marçal,4.7,4.7,Wolves,1,0,15,0.179,23,0.395
F,Wilson,6.5,6.5,Newcastle,74,3.029,70,4.548,73,3.774
M,Fraser,5.6,5.6,Newcastle,0,0,0,0,0,0
M,Rodríguez,7.7,7.7,Everton,17,0.973,44,2.462,48,1.851
D,Ampadu,4.3,4.3,Sheffield Utd,10,0.157,31,0.872,34,1.083
D,Bogle,4.3,4.3,Sheffield Utd,15,0.401,18,0.607,21,0.794
D,Lowe,4.2,4.2,Sheffield Utd,0,0,0,0,0,0
M,Doucouré,5.1,5.1,Everton,73,3.152,72,2.781,70,2.02
D,Lewis,4.1,4.1,Newcastle,2,0.034,6,0.241,2,0.06
F,Watkins,6.5,6.5,Aston Villa,82,4.29,80,3.49,78,3.287
M,Vitinha,4.7,4.7,Wolves,41,1.45,43,1.611,39,1.437
G,Areola,4.5,4.5,Fulham,90,3.472,89,3.193,87,3.708
D,Tete,4.3,4.3,Fulham,54,1.718,55,1.197,58,2.394
M,Mendy,4.2,4.2,Leicester,0,0,7,0.211,11,0.347
D,Dunne,3.8,3.8,Burnley,0,0,1,0.021,2,0.083
D,Thomas,3.9,3.9,Burnley,0,0,0,0,0,0
D,Carter-Vickers,3.9,3.9,Spurs,0,0,0,0,0,0
D,Woods,4.0,4.0,Crystal Palace,0,0,0,0,0,0
G,Forster,4.0,4.0,Southampton,54,2.281,59,2.278,58,2.125
M,Tella,4.3,4.3,Southampton,32,1.588,32,1.556,34,1.439
D,Odoi,4.2,4.2,Fulham,0,0,0,0,2,0.071
M,Elneny,4.2,4.2,Arsenal,0,0,36,1.219,40,1.329
G,Macey,4.0,4.0,Arsenal,0,0,0,0,0,0
G,Steele,3.9,3.9,Brighton,0,0,0,0,0,0
D,Jagielka,3.9,3.9,Sheffield Utd,0,0,1,0.028,0,0
D,Ivanovic,4.4,4.4,West Brom,0,0,0,0,0,0
M,Thiago,5.5,5.5,Liverpool,74,2.823,70,2.561,65,2.513
G,Caprile,4.0,4.0,Leeds,0,0,0,0,0,0
M,Bogusz,4.3,4.3,Leeds,0,0,0,0,0,0
D,Inniss,4.0,4.0,Crystal Palace,0,0,0,0,0,0
M,Benson,4.4,4.4,Burnley,0,0,1,0.034,1,0.039
D,Driscoll-Glennon,3.9,3.9,Burnley,0,0,2,0.042,2,0.083
M,Bernabé,4.5,4.5,Man City,0,0,0,0,0,0
G,Steffen,4.4,4.4,Man City,0,0,0,0,0,0
F,Delap,4.3,4.3,Man City,0,0,0,0,0,0
M,Traoré,5.8,5.8,Aston Villa,69,3.302,64,2.566,64,2.532
M,Ünder,5.7,5.7,Leicester,0,0,3,0.124,3,0.142
D,Reguilón,5.6,5.6,Spurs,78,4,78,3.445,74,2.443
M,Bale,9.1,9.1,Spurs,59,3.481,55,3.193,58,2.721
M,Gallagher,5.5,5.5,West Brom,65,1.923,63,2.09,63,2.056
D,Hoever,4.4,4.4,Wolves,5,0.115,4,0.113,8,0.2
D,Semedo,5.2,5.2,Wolves,75,1.722,74,2.164,69,1.784
G,Rúnarsson,4.4,4.4,Arsenal,0,0,0,0,0,0
G,Mendy,5.2,5.2,Chelsea,0,0,88,3.986,87,3.949
D,Llorente,4.4,4.4,Leeds,75,2.659,65,2.074,63,2.794
M,Molumby,4.5,4.5,Brighton,0,0,0,0,0,0
M,Goodridge,4.5,4.5,Burnley,0,0,0,0,0,0
M,Palmer,4.4,4.4,Man City,0,0,0,0,0,0
M,Shabani,4.4,4.4,Wolves,0,0,0,0,0,0
M,Ramsey,4.5,4.5,Aston Villa,26,1.059,23,0.834,24,0.865
M,Krovinovic,4.9,4.9,West Brom,0,0,0,0,0,0
D,Dias,6.0,6.0,Man City,61,2.94,63,2.845,61,2.907
M,Lookman,4.8,4.8,Fulham,81,3.697,77,2.927,75,4.003
D,Coufal,4.7,4.7,West Ham,76,2.688,75,3.326,73,3.108
D,Nkounkou,4.0,4.0,Everton,0,0,0,0,1,0.02
G,Kelleher,4.5,4.5,Liverpool,0,0,0,0,0,0
D,Fofana,5.0,5.0,Leicester,0,0,82,2.148,81,2.52
D,Aina,4.4,4.4,Fulham,57,1.782,58,1.253,55,2.253
D,Ait Nouri,5.0,5.0,Wolves,81,1.763,70,1.981,63,1.573
F,Carlos Vinicius,6.9,6.9,Spurs,5,0.275,7,0.384,7,0.327
M,Diallo,4.5,4.5,Southampton,31,1.016,18,0.579,21,0.636
D,Godfrey,5.0,5.0,Everton,83,4.098,81,3.428,79,1.398
M,Partey,4.9,4.9,Arsenal,0,0,28,0.961,26,0.882
D,Telles,5.3,5.3,Man Utd,0,0,4,0.216,6,0.296
F,Cavani,8.0,8.0,Man Utd,0,0,49,3.035,41,2.378
M,Raphinha,5.4,5.4,Leeds,84,4.147,79,3.953,78,4.582
D,Andersen,4.5,4.5,Fulham,88,2.617,85,1.703,83,3.231
D,Adarabioyo,4.5,4.5,Fulham,86,2.601,83,1.718,81,3.16
G,Olsen,4.5,4.5,Everton,1,0.049,1,0.045,1,0.035
F,Zeqiri,5.0,5.0,Brighton,17,0.817,15,0.613,3,0.135
M,Pellistri,5.2,5.2,Man Utd,0,0,0,0,0,0
D,Dawson,4.5,4.5,West Ham,75,2.478,60,2.466,58,2.287
D,Clyne,4.5,4.5,Crystal Palace,11,0.356,10,0.281,8,0.14
G,Henderson,4.0,4.0,Crystal Palace,0,0,0,0,0,0
F,Slimani,4.9,4.9,Leicester,0,0,0,0,0,0
G,Verrips,4.0,4.0,Sheffield Utd,0,0,0,0,0,0
M,Otasowie,4.5,4.5,Wolves,6,0.217,4,0.151,6,0.223
F,Grant,5.6,5.6,West Brom,2,0.089,3,0.149,4,0.197
G,Norris,4.0,4.0,Burnley,0,0,0,0,0,0
D,Rodon,5.0,5.0,Spurs,21,0.968,20,0.787,20,0.613
D,Kongolo,4.3,4.3,Fulham,0,0,0,0,0,0
G,Butland,4.5,4.5,Crystal Palace,0,0,0,0,0,0
M,Benrahma,5.9,5.9,West Ham,57,2.536,54,2.816,54,2.84
F,Welbeck,5.5,5.5,Brighton,77,3.784,73,2.894,62,2.822
D,Phillips,4.1,4.1,Liverpool,81,3.698,82,3.53,79,3.78
F,N'Lundulu,4.5,4.5,Southampton,0,0,0,0,0,0
F,Thompson,4.5,4.5,Burnley,0,0,0,0,0,0
F,Richardson,4.5,4.5,Burnley,0,0,0,0,0,0
G,Ziger,4.0,4.0,Chelsea,0,0,0,0,0,0
D,Rhys Williams,4.0,4.0,Liverpool,13,0.6,15,0.657,15,0.724
G,Trafford,4.0,4.0,Man City,0,0,0,0,0,0
F,Simms,4.5,4.5,Everton,0,0,0,0,0,0
G,Sánchez,4.6,4.6,Brighton,89,3.702,88,3.253,87,3.355
D,Ramsay,4.0,4.0,Southampton,0,0,1,0.031,1,0.026
M,Jenkins,4.5,4.5,Leeds,0,0,1,0.042,0,0
D,Peltier,3.9,3.9,West Brom,0,0,2,0.049,3,0.067
M,Clarkson,4.5,4.5,Liverpool,0,0,0,0,0,0
M,Anderson,4.5,4.5,Newcastle,0,0,0,0,0,0
D,Bryan,3.9,3.9,Sheffield Utd,43,0.957,44,1.224,46,1.449
G,Grant,4.0,4.0,Man Utd,0,0,0,0,0,0
M,Anjorin,4.5,4.5,Chelsea,0,0,0,0,0,0
G,Langley,3.9,3.9,Newcastle,0,0,0,0,0,0
M,Cain,4.5,4.5,Liverpool,0,0,0,0,0,0
G,Carson,3.9,3.9,Man City,0,0,0,0,1,0.048
M,Nmecha,4.5,4.5,Man City,0,0,0,0,0,0
M,Corbeanu,4.4,4.4,Wolves,0,0,1,0.038,1,0.037
M,Perry,4.4,4.4,Wolves,0,0,1,0.037,1,0.037
M,Mancini,4.4,4.4,Burnley,0,0,0,0,1,0.041
F,Mumbongo,4.5,4.5,Burnley,0,0,0,0,0,0
M,Cundle,4.5,4.5,Wolves,1,0.036,0,0,1,0.037
D,Richards,4.0,4.0,Wolves,0,0,0,0,0,0
D,Marques,3.9,3.9,Wolves,0,0,0,0,0,0
G,Söndergaard,4.0,4.0,Wolves,0,0,0,0,0,0
F,Hackford,4.4,4.4,Sheffield Utd,0,0,0,0,0,0
F,Huggins,4.5,4.5,Leeds,0,0,0,0,0,0
D,Cresswell,4.0,4.0,Leeds,1,0.035,0,0,1,0.042
F,Diaby,4.5,4.5,West Brom,0,0,0,0,0,0
D,Mbete,4.0,4.0,Man City,0,0,0,0,0,0
D,Harwood-Bellis,4.0,4.0,Man City,0,0,0,0,0,0
M,Chauke,4.4,4.4,Southampton,0,0,0,0,0,0
G,Lewis,4.0,4.0,Southampton,0,0,0,0,0,0
F,Cutrone,5.9,5.9,Wolves,0,0,0,0,0,0
M,Tau,4.9,4.9,Brighton,4,0.203,2,0.084,0,0
M,Moder,5.0,5.0,Brighton,63,2.34,58,1.868,42,1.487
D,Lonwijk,3.9,3.9,Wolves,0,0,0,0,0,0
M,Khadra,4.5,4.5,Brighton,0,0,1,0.036,0,0
M,Jenks,4.5,4.5,Brighton,1,0.04,0,0,0,0
M,Sanders,4.5,4.5,Brighton,0,0,0,0,0,0
M,Weir,4.5,4.5,Brighton,0,0,1,0.035,0,0
M,Ferry,4.5,4.5,Southampton,0,0,0,0,0,0
D,Tchaptchet,4.0,4.0,Southampton,0,0,1,0.032,1,0.027
M,Watts,4.5,4.5,Southampton,0,0,0,0,0,0
D,Alves,4.0,4.0,West Ham,0,0,0,0,0,0
F,Odubeko,4.5,4.5,West Ham,0,0,0,0,0,0
G,Lonergan,4.0,4.0,West Brom,0,0,0,0,1,0.036
M,Diallo,5.4,5.4,Man Utd,0,0,1,0.055,1,0.051
F,Mateta,5.4,5.4,Crystal Palace,3,0.159,3,0.147,4,0.173
F,Willian José,6.8,6.8,Wolves,39,1.537,41,1.733,34,1.426
M,Jankewitz,4.5,4.5,Southampton,0,0,0,0,0,0
M,Onyango,4.5,4.5,Everton,0,0,0,0,0,0
M,Ødegaard,5.7,5.7,Arsenal,0,0,40,1.944,44,2.071
D,Gordon,4.0,4.0,Sheffield Utd,0,0,0,0,0,0
M,Sanson,5.5,5.5,Aston Villa,11,0.399,36,1.331,34,1.247
F,Diagne,6.0,6.0,West Brom,69,2.718,68,3.114,67,3.067
D,Bueno,4.0,4.0,Wolves,0,0,0,0,0,0
M,Devine,4.4,4.4,Spurs,0,0,0,0,0,0
F,King,5.1,5.1,Everton,12,0.601,12,0.551,14,0.529
D,Kabak,5.0,5.0,Liverpool,74,3.524,73,3.225,65,3.183
D,Davies,4.7,4.7,Liverpool,0,0,0,0,0,0
M,Yokuslu,4.5,4.5,West Brom,75,1.964,78,2.246,78,2.223
M,Finnigan,4.5,4.5,Southampton,0,0,0,0,0,0
M,Ndiaye,4.5,4.5,Sheffield Utd,0,0,0,0,0,0
M,Brunt,4.5,4.5,Sheffield Utd,0,0,0,0,0,0
D,Nartey,4.0,4.0,Burnley,0,0,3,0.064,3,0.127
M,Gomes,4.5,4.5,Man City,0,0,0,0,0,0
D,Daley-Campbell,4.0,4.0,Leicester,0,0,0,0,0,0
M,Leshabela,4.4,4.4,Leicester,0,0,1,0.037,1,0.04
G,McGill,3.9,3.9,Brighton,0,0,0,0,0,0
D,Karbownik,4.5,4.5,Brighton,8,0.277,8,0.198,1,0.03
M,Caicedo,5.0,5.0,Brighton,1,0.041,1,0.036,0,0
F,Maja,5.1,5.1,Fulham,48,2.33,39,1.629,37,2.079
F,Scarlett,4.5,4.5,Spurs,0,0,0,0,0,0
F,Gelhardt,4.5,4.5,Leeds,0,0,0,0,0,0
