Pos,Name,BV,SV,Team,38_xMins,38_Pts
D,Ivanovic,4.4,4.4,West Brom,0,0
M,Thiago,5.5,5.5,Liverpool,71,2.73
G,Caprile,4.0,4.0,Leeds,0,0
M,Bogusz,4.3,4.3,Leeds,0,0
D,Inniss,4.0,4.0,Crystal Palace,0,0
M,Benson,4.4,4.4,Burnley,1,0.039
D,Driscoll-Glennon,3.9,3.9,Burnley,2,0.078
M,Bernabé,4.5,4.5,Man City,0,0
G,Steffen,4.4,4.4,Man City,0,0
F,Delap,4.2,4.2,Man City,0,0
M,Traoré,5.8,5.8,Aston Villa,60,2.284
M,Ünder,5.7,5.7,Leicester,4,0.186
D,Reguilón,5.6,5.6,Spurs,78,2.694
M,Bale,9.2,9.2,Spurs,62,3.07
M,Gallagher,5.5,5.5,West Brom,67,2.118
D,Hoever,4.4,4.4,Wolves,13,0.316
D,Semedo,5.2,5.2,Wolves,71,1.739
G,Rúnarsson,4.4,4.4,Arsenal,0,0
G,Mendy,5.2,5.2,Chelsea,88,4.055
D,Llorente,4.4,4.4,Leeds,76,3.259
M,Molumby,4.5,4.5,Brighton,0,0
M,Goodridge,4.5,4.5,Burnley,0,0
M,Palmer,4.4,4.4,Man City,0,0
M,Shabani,4.4,4.4,Wolves,0,0
M,Ramsey,4.5,4.5,Aston Villa,35,1.129
M,Krovinovic,4.9,4.9,West Brom,0,0
D,Dias,6.0,6.0,Man City,49,2.293
M,Lookman,4.8,4.8,Fulham,70,3.754
D,Coufal,4.8,4.7,West Ham,75,3.144
D,Nkounkou,4.0,4.0,Everton,0,0
G,Kelleher,4.5,4.5,Liverpool,0,0
D,Fofana,5.0,5.0,Leicester,81,2.371
D,Aina,4.4,4.4,Fulham,70,2.648
D,Ait Nouri,5.0,5.0,Wolves,48,1.159
F,Carlos Vinicius,6.9,6.9,Spurs,5,0.261
M,Diallo,4.5,4.5,Southampton,9,0.279
D,Godfrey,5.1,5.1,Everton,80,1.327
M,Partey,4.9,4.9,Arsenal,28,1.094
D,Telles,5.3,5.3,Man Utd,7,0.331
F,Cavani,8.0,8.0,Man Utd,19,1.149
M,Raphinha,5.5,5.5,Leeds,78,4.832
D,Andersen,4.5,4.5,Fulham,85,3.033
D,Adarabioyo,4.5,4.5,Fulham,85,3.03
G,Olsen,4.5,4.5,Everton,1,0.035
F,Zeqiri,5.0,5.0,Brighton,7,0.304
M,Pellistri,5.2,5.2,Man Utd,0,0
D,Dawson,4.5,4.5,West Ham,66,2.609
D,Clyne,4.5,4.5,Crystal Palace,10,0.12
G,Henderson,4.0,4.0,Crystal Palace,0,0
F,Slimani,4.9,4.9,Leicester,0,0
G,Verrips,4.0,4.0,Sheffield Utd,0,0
M,Otasowie,4.5,4.5,Wolves,8,0.259
F,Grant,5.6,5.6,West Brom,7,0.353
G,Norris,4.0,4.0,Burnley,0,0
D,Rodon,5.0,5.0,Spurs,15,0.475
D,Kongolo,4.3,4.3,Fulham,0,0
G,Butland,4.5,4.5,Crystal Palace,0,0
M,Benrahma,5.9,5.9,West Ham,53,2.923
F,Welbeck,5.5,5.5,Brighton,70,2.959
D,Phillips,4.1,4.1,Liverpool,82,4.172
F,N'Lundulu,4.5,4.5,Southampton,0,0
F,Thompson,4.5,4.5,Burnley,0,0
F,Richardson,4.5,4.5,Burnley,0,0
G,Ziger,4.0,4.0,Chelsea,0,0
D,Rhys Williams,4.0,4.0,Liverpool,56,2.826
G,Trafford,4.0,4.0,Man City,0,0
F,Simms,4.5,4.5,Everton,0,0
G,Sánchez,4.6,4.6,Brighton,88,3.259
D,Ramsay,4.0,4.0,Southampton,0,0
M,Jenkins,4.5,4.5,Leeds,1,0.049
D,Peltier,3.9,3.9,West Brom,1,0.019
M,Clarkson,4.5,4.5,Liverpool,0,0
M,Anderson,4.5,4.5,Newcastle,0,0
D,Bryan,3.9,3.9,Sheffield Utd,34,1.035
G,Grant,4.0,4.0,Man Utd,0,0
M,Anjorin,4.5,4.5,Chelsea,0,0
G,Langley,3.9,3.9,Newcastle,0,0
M,Cain,4.5,4.5,Liverpool,0,0
G,Carson,3.9,3.9,Man City,1,0.047
M,Nmecha,4.5,4.5,Man City,0,0
M,Corbeanu,4.4,4.4,Wolves,0,0
M,Perry,4.4,4.4,Wolves,1,0.037
M,Mancini,4.4,4.4,Burnley,1,0.042
F,Mumbongo,4.5,4.5,Burnley,0,0
M,Cundle,4.5,4.5,Wolves,2,0.075
D,Richards,4.0,4.0,Wolves,0,0
D,Marques,3.9,3.9,Wolves,0,0
G,Söndergaard,4.0,4.0,Wolves,0,0
F,Hackford,4.4,4.4,Sheffield Utd,2,0.103
F,Huggins,4.5,4.5,Leeds,0,0
D,Cresswell,4.0,4.0,Leeds,1,0.04
F,Diaby,4.5,4.5,West Brom,0,0
D,Mbete,4.0,4.0,Man City,0,0
D,Harwood-Bellis,4.0,4.0,Man City,0,0
M,Chauke,4.4,4.4,Southampton,0,0
G,Lewis,4.0,4.0,Southampton,0,0
F,Cutrone,5.9,5.9,Wolves,0,0
M,Tau,4.9,4.9,Brighton,3,0.13
M,Moder,5.0,5.0,Brighton,41,1.353
D,Lonwijk,3.9,3.9,Wolves,0,0
M,Khadra,4.5,4.5,Brighton,0,0
M,Jenks,4.5,4.5,Brighton,0,0
M,Sanders,4.5,4.5,Brighton,0,0
M,Weir,4.5,4.5,Brighton,0,0
M,Ferry,4.5,4.5,Southampton,0,0
D,Tchaptchet,4.0,4.0,Southampton,0,0
M,Watts,4.5,4.5,Southampton,0,0
D,Alves,4.0,4.0,West Ham,0,0
F,Odubeko,4.5,4.5,West Ham,0,0
G,Lonergan,4.0,4.0,West Brom,0,0
M,Diallo,5.4,5.4,Man Utd,4,0.2
F,Mateta,5.3,5.3,Crystal Palace,4,0.169
F,Willian José,6.8,6.8,Wolves,34,1.429
M,Jankewitz,4.5,4.5,Southampton,0,0
M,Onyango,4.5,4.5,Everton,0,0
M,Ødegaard,5.7,5.7,Arsenal,50,2.524
D,Gordon,4.0,4.0,Sheffield Utd,0,0
M,Sanson,5.5,5.5,Aston Villa,17,0.593
F,Diagne,6.0,6.0,West Brom,44,2.103
D,Bueno,4.0,4.0,Wolves,0,0
M,Devine,4.4,4.4,Spurs,0,0
F,King,5.1,5.1,Everton,10,0.422
D,Kabak,5.0,5.0,Liverpool,0,0
D,Davies,4.7,4.7,Liverpool,0,0
M,Yokuslu,4.5,4.5,West Brom,77,2.146
M,Finnigan,4.5,4.5,Southampton,0,0
M,Ndiaye,4.5,4.5,Sheffield Utd,5,0.176
M,Brunt,4.5,4.5,Sheffield Utd,3,0.109
D,Nartey,4.0,4.0,Burnley,3,0.118
M,Gomes,4.5,4.5,Man City,0,0
D,Daley-Campbell,4.0,4.0,Leicester,0,0
M,Leshabela,4.4,4.4,Leicester,0,0
G,McGill,3.9,3.9,Brighton,0,0
D,Karbownik,4.5,4.5,Brighton,4,0.109
M,Caicedo,5.0,5.0,Brighton,0,0
F,Maja,5.1,5.1,Fulham,34,1.956
F,Scarlett,4.5,4.5,Spurs,0,0
F,Gelhardt,4.5,4.5,Leeds,0,0
