Pos,Name,BV,SV,Team,38_xMins,38_Pts
M,Thiago,5.5,5.5,Liverpool,78,3.052
G,Caprile,4.0,4.0,Leeds,0,0
M,Bogusz,4.3,4.3,Leeds,0,0
D,Inniss,4.0,4.0,Crystal Palace,0,0
M,Benson,4.4,4.4,Burnley,2,0.077
D,Driscoll-Glennon,3.9,3.9,Burnley,0,0
M,Bernabé,4.5,4.5,Man City,0,0
G,Steffen,4.4,4.4,Man City,0,0
F,Delap,4.2,4.2,Man City,0,0
M,Traoré,5.8,5.8,Aston Villa,67,2.49
M,Ünder,5.7,5.7,Leicester,1,0.053
D,Reguilón,5.5,5.5,Spurs,80,2.117
M,Bale,9.2,9.2,Spurs,55,2.593
M,Gallagher,5.5,5.5,West Brom,70,2.155
D,Hoever,4.4,4.4,Wolves,7,0.228
D,Semedo,5.2,5.2,Wolves,71,2.47
G,Rúnarsson,4.4,4.4,Arsenal,0,0
G,Mendy,5.2,5.2,Chelsea,86,3.937
D,Llorente,4.4,4.4,Leeds,20,0.869
M,Molumby,4.5,4.5,Brighton,0,0
M,Goodridge,4.5,4.5,Burnley,0,0
M,Palmer,4.4,4.4,Man City,0,0
M,Shabani,4.4,4.4,Wolves,0,0
M,Ramsey,4.5,4.5,Aston Villa,27,0.903
M,Krovinovic,4.9,4.9,West Brom,0,0
D,Dias,5.9,5.9,Man City,50,2.25
M,Lookman,4.7,4.7,Fulham,76,4.443
D,Coufal,4.8,4.7,West Ham,82,3.542
D,Nkounkou,4.0,4.0,Everton,0,0
G,Kelleher,4.5,4.5,Liverpool,0,0
D,Fofana,5.0,5.0,Leicester,86,2.788
D,Aina,4.3,4.3,Fulham,55,1.988
D,Ait Nouri,5.0,5.0,Wolves,62,2.137
F,Carlos Vinicius,6.9,6.9,Spurs,2,0.103
M,Diallo,4.5,4.5,Southampton,18,0.561
D,Godfrey,5.1,5.1,Everton,78,1.414
M,Partey,4.9,4.9,Arsenal,41,1.645
D,Telles,5.3,5.3,Man Utd,29,1.007
F,Cavani,8.0,8.0,Man Utd,43,2.189
M,Raphinha,5.5,5.5,Leeds,80,5.27
D,Andersen,4.5,4.5,Fulham,86,2.938
D,Adarabioyo,4.5,4.5,Fulham,87,2.923
G,Olsen,4.5,4.5,Everton,0,0
F,Zeqiri,5.0,5.0,Brighton,30,1.284
M,Pellistri,5.2,5.2,Man Utd,0,0
D,Dawson,4.5,4.5,West Ham,74,2.994
D,Clyne,4.5,4.5,Crystal Palace,6,0.078
G,Henderson,4.0,4.0,Crystal Palace,0,0
F,Slimani,4.9,4.9,Leicester,0,0
G,Verrips,4.0,4.0,Sheffield Utd,0,0
M,Otasowie,4.5,4.5,Wolves,5,0.215
F,Grant,5.6,5.6,West Brom,7,0.346
G,Norris,4.0,4.0,Burnley,11,0.442
D,Rodon,4.9,4.9,Spurs,8,0.197
D,Kongolo,4.3,4.3,Fulham,0,0
G,Butland,4.5,4.5,Crystal Palace,0,0
M,Benrahma,5.9,5.9,West Ham,67,3.813
F,Welbeck,5.5,5.5,Brighton,10,0.439
D,Phillips,4.2,4.2,Liverpool,86,4.418
F,N'Lundulu,4.5,4.5,Southampton,0,0
F,Thompson,4.5,4.5,Burnley,0,0
F,Richardson,4.5,4.5,Burnley,0,0
G,Ziger,4.0,4.0,Chelsea,0,0
D,Rhys Williams,4.0,4.0,Liverpool,78,3.982
G,Trafford,4.0,4.0,Man City,0,0
F,Simms,4.5,4.5,Everton,0,0
G,Sánchez,4.5,4.5,Brighton,88,3.188
D,Ramsay,4.0,4.0,Southampton,0,0
M,Jenkins,4.5,4.5,Leeds,0,0
D,Peltier,3.9,3.9,West Brom,1,0.017
M,Clarkson,4.5,4.5,Liverpool,0,0
M,Anderson,4.5,4.5,Newcastle,0,0
D,Bryan,3.9,3.9,Sheffield Utd,20,0.63
G,Grant,4.0,4.0,Man Utd,0,0
M,Anjorin,4.5,4.5,Chelsea,0,0
G,Langley,3.9,3.9,Newcastle,11,0.41
M,Cain,4.5,4.5,Liverpool,0,0
G,Carson,3.9,3.9,Man City,0,0
M,Nmecha,4.5,4.5,Man City,0,0
M,Corbeanu,4.4,4.4,Wolves,0,0
M,Perry,4.4,4.4,Wolves,1,0.044
M,Mancini,4.4,4.4,Burnley,2,0.083
F,Mumbongo,4.5,4.5,Burnley,0,0
M,Cundle,4.5,4.5,Wolves,1,0.042
D,Richards,4.0,4.0,Wolves,0,0
D,Marques,3.9,3.9,Wolves,0,0
G,Söndergaard,4.0,4.0,Wolves,0,0
F,Hackford,4.4,4.4,Sheffield Utd,2,0.109
F,Huggins,4.5,4.5,Leeds,0,0
D,Cresswell,4.0,4.0,Leeds,0,0
F,Diaby,4.5,4.5,West Brom,0,0
D,Mbete,4.0,4.0,Man City,0,0
D,Harwood-Bellis,4.0,4.0,Man City,0,0
M,Chauke,4.4,4.4,Southampton,0,0
G,Lewis,4.0,4.0,Southampton,0,0
F,Cutrone,5.9,5.9,Wolves,0,0
M,Tau,4.9,4.9,Brighton,6,0.238
M,Moder,5.0,5.0,Brighton,54,1.866
D,Lonwijk,3.9,3.9,Wolves,0,0
M,Khadra,4.5,4.5,Brighton,0,0
M,Jenks,4.5,4.5,Brighton,0,0
M,Sanders,4.5,4.5,Brighton,0,0
M,Weir,4.5,4.5,Brighton,0,0
M,Ferry,4.5,4.5,Southampton,0,0
D,Tchaptchet,4.0,4.0,Southampton,0,0
M,Watts,4.5,4.5,Southampton,0,0
D,Alves,4.0,4.0,West Ham,0,0
F,Odubeko,4.5,4.5,West Ham,0,0
G,Lonergan,4.0,4.0,West Brom,0,0
M,Diallo,5.4,5.4,Man Utd,17,0.74
F,Mateta,5.3,5.3,Crystal Palace,9,0.39
F,Willian José,6.8,6.8,Wolves,56,2.806
M,Jankewitz,4.5,4.5,Southampton,0,0
M,Onyango,4.5,4.5,Everton,0,0
M,Ødegaard,5.6,5.6,Arsenal,44,2.332
D,Gordon,4.0,4.0,Sheffield Utd,0,0
M,Sanson,5.5,5.5,Aston Villa,0,0
F,Diagne,6.0,6.0,West Brom,39,1.8
D,Bueno,4.0,4.0,Wolves,0,0
M,Devine,4.4,4.4,Spurs,0,0
F,King,5.0,5.0,Everton,6,0.264
D,Kabak,5.0,5.0,Liverpool,0,0
D,Davies,4.7,4.7,Liverpool,0,0
M,Yokuslu,4.5,4.5,West Brom,79,2.279
M,Finnigan,4.5,4.5,Southampton,0,0
M,Ndiaye,4.5,4.5,Sheffield Utd,2,0.074
M,Brunt,4.5,4.5,Sheffield Utd,1,0.045
D,Nartey,4.0,4.0,Burnley,0,0
M,Gomes,4.5,4.5,Man City,0,0
D,Daley-Campbell,4.0,4.0,Leicester,0,0
M,Leshabela,4.4,4.4,Leicester,0,0
G,McGill,3.9,3.9,Brighton,0,0
D,Karbownik,4.5,4.5,Brighton,5,0.115
M,Caicedo,5.0,5.0,Brighton,0,0
F,Maja,5.1,5.1,Fulham,34,2.095
F,Scarlett,4.5,4.5,Spurs,0,0
F,Gelhardt,4.5,4.5,Leeds,0,0
M,Coventry,4.5,4.5,West Ham,0,0
D,Baptiste,4.0,4.0,West Ham,0,0
M,Maguire,4.4,4.4,Sheffield Utd,0,0
M,Hayden,4.5,4.5,Aston Villa,0,0
M,Chukwuemeka,4.5,4.5,Aston Villa,3,0.112
M,Shoretire,4.4,4.4,Man Utd,0,0
G,Trott,4.0,4.0,West Ham,0,0
D,Hannam,4.0,4.0,Crystal Palace,0,0
M,Tavares,4.4,4.4,Leicester,0,0
G,Hughes,4.0,4.0,Liverpool,0,0
G,Ojrzynski,4.0,4.0,Liverpool,0,0
D,John,4.0,4.0,Everton,0,0
M,Broadhead,4.5,4.5,Everton,0,0
D,Astley,4.0,4.0,Everton,0,0
G,Tyrer,4.0,4.0,Everton,0,0
M,Philogene-Bidace,4.4,4.4,Aston Villa,3,0.111
M,Flynn,4.5,4.5,Leicester,0,0
D,Berardi,4.0,4.0,Leeds,10,0.397
G,Bishop,4.0,4.0,Man Utd,0,0
M,Suengchitthawon,4.5,4.5,Leicester,0,0
M,Rak-Sakyi,4.5,4.5,Crystal Palace,5,0.159
M,Azeez,4.5,4.5,Arsenal,0,0
D,Welch,4.0,4.0,Everton,0,0
M,Price,4.5,4.5,Everton,0,0
F,Greenwood,4.5,4.5,Leeds,0,0
M,Summerville,4.4,4.4,Leeds,1,0.054
D,Drameh,4.0,4.0,Leeds,3,0.131
M,Carvalho,4.5,4.5,Fulham,22,1.263
M,Woodburn,4.5,4.5,Liverpool,0,0
D,Koumetio,4.0,4.0,Liverpool,2,0.102
D,Livramento,4.0,4.0,Chelsea,0,0
F,Jebbison,4.5,4.5,Sheffield Utd,38,1.916
D,Taylor,4.0,4.0,West Brom,1,0.018
M,Gardner-Hickman,4.5,4.5,West Brom,2,0.076
M,Elanga,4.5,4.5,Man Utd,1,0.046
M,Maswanhise,4.5,4.5,Leicester,1,0.046
D,Boyes,4.0,4.0,Sheffield Utd,1,0.03
M,Seriki,4.5,4.5,Sheffield Utd,10,0.472
M,King,4.5,4.5,West Brom,6,0.221
M,King,4.5,4.5,West Brom,6,0.221
