Pos,ID,Name,BV,SV,Team,32_xMins,33_xMins,34_xMins,35_xMins,36_xMins,37_xMins,38_xMins,32_Pts,33_Pts,34_Pts,35_Pts,36_Pts,37_Pts,38_Pts
D,257,Lacroix,5.1,5.1,Crystal Palace,86.10,86.10,86.10,86.10,172.20,86.10,86.10,3.78,4.28,3.37,3.94,7.76,4.06,3.54
D,258,Mitchell,5.0,5.0,Crystal Palace,85.20,85.20,85.20,85.20,170.40,85.20,85.20,3.09,3.66,2.51,3.06,6.10,3.19,2.73
D,259,Sosa,4.8,4.8,Crystal Palace,5.40,5.40,5.40,5.40,10.80,5.40,5.40,0.22,0.22,0.20,0.21,0.42,0.21,0.19
D,260,Guéhi,5.1,5.1,Man City,85.05,159.00,0.00,79.50,162.15,79.50,79.50,3.43,8.10,0.00,4.13,8.91,3.82,3.95
D,261,Richards,4.4,4.4,Crystal Palace,84.60,84.60,84.60,84.60,169.20,84.60,84.60,3.55,4.00,3.13,3.68,7.21,3.80,3.33
D,262,Chadi Riad,4.0,4.0,Crystal Palace,10.05,10.05,10.05,10.05,56.55,10.05,10.05,0.37,0.40,0.36,0.39,1.80,0.39,0.35
D,263,Clyne,3.8,3.8,Crystal Palace,2.25,2.25,2.25,2.25,5.40,2.25,2.25,0.09,0.10,0.08,0.10,0.22,0.09,0.09
D,265,Kporha,4.0,4.0,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,266,Eze,7.2,7.2,Arsenal,22.65,41.40,41.40,41.40,41.40,41.40,41.40,1.42,1.92,2.46,2.54,2.42,2.90,2.32
M,267,Sarr,6.3,6.3,Crystal Palace,85.35,85.35,85.35,85.35,167.55,85.35,85.35,4.51,4.68,3.63,4.09,7.75,3.98,3.46
M,268,Doucouré,4.9,4.9,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,270,Hughes,4.7,4.7,Crystal Palace,36.60,36.60,36.60,36.60,70.35,36.60,36.60,1.25,1.28,1.16,1.23,2.32,1.19,1.13
M,271,Kamada,5.0,5.0,Crystal Palace,40.95,40.95,40.95,40.95,81.90,40.95,40.95,1.65,1.66,1.49,1.62,3.14,1.54,1.43
M,272,Lerma,4.9,4.9,Crystal Palace,56.70,56.70,56.70,56.70,125.40,56.70,56.70,2.19,2.16,2.04,2.19,4.65,2.09,1.94
M,273,Wharton,5.0,5.0,Crystal Palace,80.25,80.25,80.25,80.25,162.75,80.25,80.25,3.49,3.42,3.15,3.45,6.73,3.27,2.95
M,274,Agbinone,4.3,4.3,Crystal Palace,0.30,0.30,0.30,0.30,0.60,0.30,0.30,0.01,0.01,0.01,0.01,0.03,0.01,0.01
M,276,Devenny,4.3,4.3,Crystal Palace,9.15,9.15,9.15,9.15,18.30,9.15,9.15,0.41,0.43,0.38,0.40,0.76,0.39,0.37
M,281,Rodney,4.4,4.4,Crystal Palace,0.30,0.30,0.30,0.30,0.60,0.30,0.30,0.01,0.01,0.01,0.01,0.02,0.01,0.01
F,283,Mateta,7.5,7.5,Crystal Palace,9.00,48.90,48.90,48.90,85.35,48.90,48.90,0.58,2.85,2.28,2.55,4.30,2.40,2.13
F,284,Nketiah,5.4,5.4,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,286,Marsh,4.4,4.4,Crystal Palace,0.30,0.30,0.30,0.30,0.60,0.30,0.30,0.02,0.02,0.01,0.02,0.03,0.02,0.01
G,287,Pickford,5.6,5.6,Everton,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.13,2.84,3.28,2.93,3.50,4.01,3.22
G,288,Travers,4.3,4.3,Everton,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.03,0.04,0.03
D,290,Branthwaite,5.3,5.3,Everton,81.30,81.30,81.30,81.30,81.30,81.30,81.30,3.32,3.04,3.32,2.55,3.62,3.98,3.49
D,291,Tarkowski,5.7,5.7,Everton,87.45,87.45,87.45,87.45,87.45,87.45,87.45,4.16,3.82,4.19,3.23,4.53,4.93,4.37
D,292,Mykolenko,4.9,4.9,Everton,79.20,79.20,79.20,79.20,79.20,79.20,79.20,3.11,2.85,3.17,2.48,3.39,3.93,3.28
D,293,O'Brien,4.9,4.9,Everton,83.70,83.70,83.70,83.70,83.70,83.70,83.70,3.00,2.71,3.08,2.34,3.31,3.84,3.16
D,294,Coleman,4.2,4.2,Everton,2.40,2.40,2.40,2.40,2.40,2.40,2.40,0.09,0.09,0.09,0.09,0.09,0.09,0.09
D,295,Keane,4.6,4.6,Everton,12.75,12.75,12.75,12.75,12.75,12.75,12.75,0.63,0.61,0.62,0.53,0.66,0.69,0.65
D,296,Patterson,4.4,4.4,Everton,5.25,5.25,5.25,5.25,5.25,5.25,5.25,0.22,0.20,0.22,0.20,0.21,0.23,0.21
D,298,Welch,3.8,3.8,Everton,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.02,0.02,0.03,0.02,0.02,0.02,0.02
M,299,Ndiaye,6.2,6.2,Everton,83.25,83.25,83.25,83.25,83.25,83.25,83.25,4.26,4.39,4.38,4.02,4.32,4.72,4.53
M,300,McNeil,5.5,5.5,Everton,51.00,47.25,47.25,47.25,47.25,47.25,47.25,2.17,2.06,2.07,1.89,2.04,2.24,2.12
M,301,Alcaraz,5.2,5.2,Everton,0.00,12.45,12.45,12.45,12.45,12.45,12.45,0.00,0.55,0.57,0.53,0.54,0.60,0.58
M,302,Gana,5.4,5.4,Everton,80.40,80.40,80.40,80.40,80.40,80.40,80.40,2.79,2.82,2.86,2.74,2.81,2.97,3.02
M,303,Garner,5.3,5.3,Everton,87.00,87.00,87.00,87.00,87.00,87.00,87.00,4.19,4.26,4.24,4.04,4.27,4.49,4.46
M,304,Iroegbunam,4.8,4.8,Everton,15.60,15.60,15.60,15.60,15.60,15.60,15.60,0.55,0.55,0.56,0.54,0.57,0.58,0.58
M,305,Armstrong,4.5,4.5,Everton,37.80,34.05,34.05,34.05,34.05,34.05,34.05,1.49,1.37,1.38,1.27,1.36,1.50,1.39
M,306,Bates,4.3,4.3,Everton,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01
M,307,Ebere,4.4,4.4,Everton,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01
F,310,Barry,5.7,5.7,Everton,36.15,36.15,36.15,36.15,36.15,36.15,36.15,1.67,1.74,1.75,1.61,1.68,1.89,1.69
F,311,Beto,5.0,5.0,Everton,62.85,62.85,62.85,62.85,62.85,62.85,62.85,2.87,3.03,2.99,2.73,2.87,3.23,2.96
G,314,Leno,4.9,4.9,Fulham,89.10,89.10,89.10,89.10,89.10,89.10,89.10,2.43,2.93,3.32,2.43,3.24,3.54,3.09
D,316,Robinson,4.9,4.9,Fulham,62.25,62.25,62.25,62.25,62.25,62.25,62.25,2.21,2.63,2.71,2.01,2.80,3.00,2.59
D,317,Andersen,4.6,4.6,Fulham,85.05,85.05,85.05,85.05,85.05,85.05,85.05,3.21,3.79,3.73,3.02,3.99,4.20,3.63
D,318,Bassey,4.4,4.4,Fulham,81.00,81.00,81.00,81.00,81.00,81.00,81.00,2.27,2.81,2.86,2.15,2.98,3.24,2.70
D,319,Castagne,4.3,4.3,Fulham,86.70,86.70,14.40,14.40,14.40,14.40,14.40,2.92,3.55,0.58,0.49,0.61,0.64,0.57
D,320,Diop,4.3,4.3,Fulham,7.05,7.05,7.05,7.05,7.05,7.05,7.05,0.26,0.28,0.28,0.25,0.30,0.30,0.28
D,321,J.Cuenca,4.3,4.3,Fulham,19.50,19.50,11.25,11.25,11.25,11.25,11.25,0.80,0.91,0.51,0.44,0.53,0.55,0.49
D,322,Tete,4.5,4.5,Fulham,0.00,0.00,82.20,82.20,82.20,82.20,82.20,0.00,0.00,3.41,2.59,3.59,3.83,3.26
D,323,Amissah,3.8,3.8,Fulham,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.06,0.06,0.06,0.06,0.06,0.06,0.06
M,324,Iwobi,6.4,6.4,Fulham,84.00,84.00,84.00,84.00,84.00,84.00,84.00,3.12,3.30,3.47,2.75,3.62,3.63,3.51
M,325,Smith Rowe,5.6,5.6,Fulham,53.10,53.10,53.10,53.10,53.10,53.10,53.10,2.31,2.47,2.53,2.01,2.66,2.64,2.60
M,326,Adama,5.1,5.1,West Ham,15.30,15.30,15.30,15.30,15.30,15.30,15.30,0.78,0.68,0.70,0.68,0.62,0.65,0.70
M,328,Sessegnon,5.4,5.4,Fulham,36.45,36.45,36.45,36.45,36.45,36.45,36.45,1.56,1.58,1.51,1.40,1.63,1.60,1.54
M,329,Wilson,6.1,6.1,Fulham,80.40,80.40,80.40,80.40,80.40,80.40,80.40,3.79,4.02,4.22,3.09,4.59,4.51,4.31
M,330,Berge,4.9,4.9,Fulham,83.25,83.25,83.25,83.25,83.25,83.25,83.25,2.54,2.58,2.74,2.34,2.79,2.80,2.75
M,331,Cairney,4.8,4.8,Fulham,7.20,7.20,7.20,7.20,7.20,7.20,7.20,0.29,0.28,0.30,0.27,0.31,0.30,0.29
M,332,Lukić,4.9,4.9,Fulham,21.00,21.00,21.00,21.00,21.00,21.00,21.00,0.77,0.79,0.83,0.72,0.85,0.85,0.83
M,335,King,4.4,4.4,Fulham,45.60,45.60,45.60,45.60,45.60,45.60,45.60,1.85,1.92,2.02,1.62,2.11,2.12,2.05
M,336,Reed,4.3,4.3,Fulham,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.06,0.06,0.06,0.05,0.06,0.06,0.06
F,337,Raúl,6.2,6.2,Fulham,71.70,71.70,71.70,71.70,71.70,71.70,71.70,3.44,3.57,3.77,2.82,4.10,3.97,3.90
F,338,Muniz,5.3,5.3,Fulham,23.85,23.85,23.85,23.85,23.85,23.85,23.85,1.16,1.20,1.23,0.99,1.32,1.29,1.27
G,339,Meslier,4.1,4.1,Leeds United,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,340,Cairns,3.9,3.9,Leeds United,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,341,Darlow,3.9,3.9,Leeds United,88.20,176.40,0.00,88.20,88.20,88.20,88.20,2.74,6.83,0.00,3.84,3.09,3.41,3.09
D,342,Bogle,4.4,4.4,Leeds United,84.75,169.50,0.00,82.50,82.50,82.50,82.50,2.41,7.04,0.00,4.32,3.20,3.34,3.19
D,343,Struijk,4.3,4.3,Leeds United,86.85,173.70,0.00,86.85,86.85,86.85,86.85,3.24,8.43,0.00,4.86,4.00,3.93,3.82
D,344,Bijol,3.9,3.9,Leeds United,62.25,168.90,0.00,30.75,30.75,30.75,30.75,2.52,8.52,0.00,1.77,1.50,1.46,1.44
D,345,Bornauw,3.8,3.8,Leeds United,71.40,40.20,0.00,3.00,3.00,3.00,3.00,2.43,1.78,0.00,0.11,0.11,0.10,0.10
D,346,Byram,3.7,3.7,Leeds United,1.50,3.00,0.00,1.50,1.50,1.50,1.50,0.05,0.10,0.00,0.05,0.05,0.05,0.05
D,347,Gudmundsson,3.8,3.8,Leeds United,61.50,169.50,0.00,83.25,83.25,83.25,83.25,2.03,7.56,0.00,4.54,3.44,3.54,3.40
D,348,Rodon,3.9,3.9,Leeds United,0.00,0.00,0.00,86.85,86.85,86.85,86.85,0.00,0.00,0.00,4.61,3.80,3.73,3.59
M,350,Aaronson,5.4,5.4,Leeds United,74.40,148.80,0.00,74.40,74.40,77.10,74.40,3.33,7.97,0.00,4.38,3.69,3.82,3.61
M,351,Gnonto,5.1,5.1,Leeds United,9.15,18.30,0.00,9.15,9.15,9.15,9.15,0.44,0.96,0.00,0.53,0.45,0.46,0.46
M,353,James,5.2,5.2,Leeds United,0.00,0.00,0.00,12.15,12.15,12.15,12.15,0.00,0.00,0.00,0.73,0.62,0.67,0.64
M,354,Ampadu,4.9,4.9,Leeds United,86.70,173.40,0.00,86.70,86.70,86.70,86.70,3.44,7.40,0.00,3.83,3.70,3.51,3.45
M,356,Gruev,4.7,4.7,Leeds United,72.60,145.20,0.00,24.00,24.00,24.00,24.00,2.30,5.14,0.00,0.93,0.85,0.84,0.83
M,358,Tanaka,4.8,4.8,Leeds United,73.20,139.20,0.00,55.20,55.20,55.20,55.20,2.89,6.39,0.00,2.71,2.39,2.38,2.31
F,362,Piroe,4.9,4.9,Leeds United,1.50,3.00,0.00,1.50,1.50,1.50,1.50,0.08,0.17,0.00,0.10,0.08,0.08,0.08
F,365,Nmecha,5.0,5.0,Leeds United,53.70,91.20,0.00,18.15,18.15,18.15,18.15,2.55,5.32,0.00,1.26,1.05,1.11,1.05
G,366,A.Becker,5.4,5.4,Liverpool,0.00,0.00,36.00,89.10,89.10,89.10,89.10,0.00,0.00,1.49,2.92,3.24,3.21,3.52
G,367,Mamardashvili,4.1,4.1,Liverpool,89.10,89.10,54.00,0.90,0.90,0.90,0.90,3.21,3.14,2.21,0.03,0.03,0.03,0.03
G,368,Pécsi,3.8,3.8,Liverpool,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,369,Woodman,3.9,3.9,Liverpool,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,0.00,0.00,0.00
D,370,Frimpong,5.7,5.7,Liverpool,29.55,61.35,61.35,61.35,61.35,61.35,61.35,1.50,2.86,3.45,2.33,2.77,2.68,3.18
D,371,Kerkez,5.6,5.6,Liverpool,25.80,67.20,67.20,67.20,67.20,67.20,67.20,1.19,3.03,3.58,2.45,2.86,2.78,3.35
D,372,Robertson,5.7,5.7,Liverpool,68.40,26.10,26.10,26.10,26.10,26.10,26.10,3.29,1.18,1.33,1.02,1.14,1.10,1.26
D,373,Virgil,6.3,6.3,Liverpool,87.45,87.45,87.45,87.45,87.45,87.45,87.45,4.13,4.28,4.80,3.59,3.71,3.85,4.52
D,374,Konaté,5.5,5.5,Liverpool,83.85,83.85,83.85,83.85,83.85,83.85,83.85,3.85,3.98,4.44,3.29,3.41,3.54,4.21
D,375,Bradley,4.9,4.9,Liverpool,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,376,Gomez,4.9,4.9,Liverpool,7.50,18.45,18.45,18.45,18.45,18.45,18.45,0.31,0.81,0.88,0.71,0.74,0.75,0.85
D,378,Nallo,3.7,3.7,Liverpool,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01
D,379,R.Williams,3.7,3.7,Liverpool,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01
D,380,Ramsay,3.7,3.7,Liverpool,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01
M,381,M.Salah,14.0,14.0,Liverpool,79.05,72.90,72.90,72.90,72.90,72.90,72.90,5.31,4.34,5.09,4.04,4.55,4.20,4.95
M,382,Wirtz,8.3,8.3,Liverpool,72.30,78.45,78.45,78.45,78.45,78.45,78.45,4.24,4.11,4.73,3.85,4.32,4.01,4.65
M,384,Gakpo,7.3,7.3,Liverpool,73.05,66.90,66.90,66.90,66.90,66.90,66.90,4.26,3.47,3.98,3.30,3.67,3.43,3.92
M,385,Chiesa,6.3,6.3,Liverpool,7.35,7.35,7.35,7.35,7.35,7.35,7.35,0.46,0.37,0.43,0.38,0.39,0.37,0.43
M,386,Mac Allister,6.3,6.3,Liverpool,79.50,69.75,69.75,69.75,69.75,69.75,69.75,3.38,2.81,3.08,2.70,2.86,2.76,3.03
M,387,Szoboszlai,7.1,7.1,Liverpool,85.35,86.85,86.85,86.85,86.85,86.85,86.85,4.31,4.27,4.59,4.01,4.29,4.28,4.51
M,388,C.Jones,5.4,5.4,Liverpool,42.90,26.25,26.25,26.25,26.25,26.25,26.25,2.01,1.17,1.25,1.14,1.15,1.16,1.21
M,389,Elliott,5.1,5.1,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,390,Gravenberch,5.5,5.5,Liverpool,84.75,84.75,84.75,84.75,84.75,84.75,84.75,3.07,3.04,3.16,2.88,2.96,3.04,3.10
M,391,Gannon-Doak,4.8,4.8,Bournemouth,10.95,21.90,0.00,10.95,10.95,10.95,10.95,0.46,1.12,0.00,0.58,0.56,0.56,0.56
M,392,Endo,4.9,4.9,Liverpool,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,393,Bajcetic,4.2,4.2,Liverpool,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.02,0.01,0.01,0.01,0.01
M,396,Nyoni,4.3,4.3,Liverpool,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01
F,398,Danns,4.3,4.3,Liverpool,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.02,0.02,0.02,0.02,0.02,0.02,0.02
G,400,Ortega Moreno,4.7,4.7,Nott'm Forest,18.00,18.00,18.00,18.00,18.00,18.00,18.00,0.64,0.73,0.70,0.54,0.62,0.53,0.63
G,401,Bettinelli,3.8,3.8,Man City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,402,Aït-Nouri,5.7,5.7,Man City,52.80,140.40,0.00,70.20,148.05,70.20,70.20,2.29,7.80,0.00,3.89,8.73,3.58,3.91
D,403,Gvardiol,5.9,5.9,Man City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,405,Aké,5.2,5.2,Man City,17.25,27.00,0.00,13.50,29.70,13.50,13.50,0.72,1.28,0.00,0.65,1.45,0.60,0.62
D,406,Khusanov,5.4,5.4,Man City,79.20,96.00,0.00,32.40,52.95,32.40,32.40,2.91,4.53,0.00,1.53,2.56,1.43,1.48
D,407,Matheus N.,5.3,5.3,Man City,80.85,161.70,0.00,80.85,165.60,80.85,80.85,2.98,7.73,0.00,3.84,8.47,3.53,3.83
D,408,Rúben,5.5,5.5,Man City,0.00,117.00,0.00,76.50,158.55,76.50,76.50,0.00,5.22,0.00,3.48,7.53,3.14,3.35
D,409,Stones,5.4,5.4,Man City,3.00,6.00,0.00,3.00,6.00,3.00,3.00,0.11,0.24,0.00,0.12,0.24,0.11,0.13
D,410,Lewis,4.6,4.6,Man City,5.40,10.80,0.00,5.40,10.80,5.40,5.40,0.23,0.46,0.00,0.23,0.50,0.23,0.24
D,411,O'Reilly,5.0,5.0,Man City,79.65,159.30,0.00,79.65,156.90,79.65,79.65,3.31,8.63,0.00,4.19,9.32,3.97,4.45
M,413,Marmoush,8.3,8.3,Man City,27.60,55.20,0.00,27.60,68.40,27.60,27.60,1.65,3.56,0.00,1.67,4.73,1.76,1.81
M,414,Foden,8.0,8.0,Man City,23.40,46.80,0.00,23.40,41.40,23.40,23.40,1.38,2.97,0.00,1.40,2.80,1.51,1.53
M,415,Savinho,6.9,6.9,Man City,15.45,30.90,0.00,15.45,22.95,15.45,15.45,0.76,1.67,0.00,0.78,1.31,0.85,0.86
M,416,Bernardo,6.2,6.2,Man City,73.20,146.40,0.00,73.20,153.15,73.20,73.20,2.73,5.98,0.00,2.88,6.63,3.00,3.05
M,417,Cherki,6.3,6.3,Man City,62.25,118.80,0.00,59.40,99.60,59.40,59.40,3.54,7.46,0.00,3.54,6.59,3.76,3.78
M,418,Doku,6.4,6.4,Man City,63.30,65.70,0.00,32.85,58.65,32.85,32.85,3.07,3.56,0.00,1.70,3.37,1.79,1.83
M,419,Grealish,6.3,6.3,Everton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,421,Rodrigo,6.3,6.3,Man City,79.50,159.00,0.00,79.50,159.75,79.50,79.50,3.51,7.63,0.00,3.86,7.94,3.95,3.95
M,422,Kovačić,5.8,5.8,Man City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,423,N.Gonzalez,5.9,5.9,Man City,14.85,29.70,0.00,14.85,31.35,14.85,14.85,0.55,1.15,0.00,0.57,1.25,0.58,0.59
M,424,Bobb,5.1,5.1,Fulham,35.40,35.40,35.40,35.40,35.40,35.40,35.40,1.45,1.53,1.59,1.29,1.69,1.66,1.63
M,426,McAtee,5.0,5.0,Nott'm Forest,8.25,8.25,8.25,8.25,8.25,8.25,8.25,0.40,0.44,0.37,0.36,0.41,0.35,0.40
M,427,Reijnders,5.0,5.0,Man City,24.60,49.20,0.00,24.60,46.80,24.60,24.60,1.22,2.65,0.00,1.22,2.63,1.31,1.34
M,428,Nypan,5.0,5.0,Man City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,430,Haaland,14.4,14.4,Man City,80.10,160.20,0.00,80.10,162.60,80.10,80.10,5.18,11.37,0.00,5.24,12.43,5.73,5.87
G,431,Bayindir,4.7,4.7,Man Utd,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.04,0.03,0.03,0.03,0.04,0.04,0.03
G,434,Heaton,3.8,3.8,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,435,Mee,3.9,3.9,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,436,De Ligt,4.9,4.9,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,437,Martinez,4.8,4.8,Man Utd,64.95,80.55,80.55,80.55,80.55,80.55,80.55,3.07,2.54,3.59,2.99,3.69,3.65,3.12
D,438,Mazraoui,4.9,4.9,Man Utd,43.80,22.80,22.80,22.80,22.80,22.80,22.80,2.21,0.84,0.99,0.92,1.01,0.99,0.92
D,439,D.Leon,4.1,4.1,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,440,Dalot,4.6,4.6,Man Utd,79.80,81.90,81.90,81.90,81.90,81.90,81.90,3.93,2.61,3.74,3.07,3.88,3.88,3.14
D,441,Dorgu,4.1,4.1,Man Utd,18.30,18.30,18.30,18.30,18.30,18.30,18.30,0.95,0.76,0.93,0.86,0.92,0.94,0.83
D,442,Maguire,4.4,4.4,Man Utd,0.00,79.80,79.80,79.80,79.80,79.80,79.80,0.00,2.67,3.71,3.12,3.84,3.77,3.20
D,443,Shaw,4.5,4.5,Man Utd,81.75,81.75,81.75,81.75,81.75,81.75,81.75,3.54,2.33,3.30,2.69,3.47,3.48,2.83
D,444,Yoro,4.1,4.1,Man Utd,84.45,23.40,23.40,23.40,23.40,23.40,23.40,3.82,0.84,1.05,0.92,1.07,1.06,0.95
D,446,Fredricson,3.7,3.7,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,447,Heaven,3.7,3.7,Man Utd,28.20,9.60,9.60,9.60,9.60,9.60,9.60,1.40,0.34,0.37,0.34,0.37,0.39,0.36
D,448,Malacia,3.7,3.7,Man Utd,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.02,0.02,0.02,0.02,0.02,0.02,0.02
M,449,B.Fernandes,10.3,10.3,Man Utd,87.60,87.60,87.60,87.60,87.60,87.60,87.60,6.04,5.12,6.00,5.54,5.77,6.13,5.34
M,450,Cunha,8.0,8.0,Man Utd,77.70,77.70,77.70,77.70,77.70,77.70,77.70,4.80,4.01,4.77,4.34,4.49,4.70,4.22
M,452,Amad,6.2,6.2,Man Utd,67.80,67.80,67.80,67.80,67.80,67.80,67.80,3.75,3.19,3.72,3.46,3.59,3.77,3.39
M,453,Garnacho,6.4,6.4,Chelsea,48.90,79.80,0.00,39.90,39.90,39.90,39.90,2.40,4.13,0.00,2.21,1.89,2.36,2.13
M,455,Mount,5.9,5.9,Man Utd,12.45,12.45,12.45,12.45,12.45,12.45,12.45,0.66,0.65,0.66,0.63,0.62,0.63,0.59
M,456,Sancho,5.8,5.8,Aston Villa,6.30,39.60,39.60,39.60,39.60,39.60,39.60,0.29,2.08,1.83,2.04,2.06,1.82,1.61
M,457,Casemiro,5.7,5.7,Man Utd,81.00,81.00,81.00,81.00,81.00,81.00,81.00,4.11,3.76,4.16,3.92,4.05,4.23,3.87
M,458,Mainoo,4.6,4.6,Man Utd,80.70,80.70,80.70,80.70,80.70,80.70,80.70,3.21,2.99,3.21,3.08,3.19,3.35,3.07
M,459,Ugarte,4.7,4.7,Man Utd,18.15,18.15,18.15,18.15,18.15,18.15,18.15,0.71,0.68,0.73,0.71,0.71,0.73,0.70
M,461,Fitzgerald,4.3,4.3,Man Utd,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01
M,462,J.Fletcher,4.3,4.3,Man Utd,1.20,1.20,1.20,1.20,1.20,1.20,1.20,0.06,0.05,0.05,0.06,0.05,0.06,0.05
F,466,Zirkzee,5.8,5.8,Man Utd,3.00,3.00,3.00,3.00,3.00,3.00,3.00,0.17,0.15,0.17,0.16,0.16,0.16,0.16
F,467,Obi,4.2,4.2,Man Utd,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.03,0.03,0.03,0.03,0.04,0.03,0.03
G,469,Pope,5.0,5.0,Newcastle,9.00,9.00,9.00,9.00,9.00,9.00,9.00,0.31,0.30,0.25,0.32,0.31,0.33,0.28
G,470,Dúbravka,4.0,4.0,Burnley,89.10,178.20,0.00,89.10,89.10,89.10,89.10,3.01,5.31,0.00,2.85,3.05,2.14,3.56
G,471,Gillespie,3.9,3.9,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,473,Hall,5.4,5.4,Newcastle,83.25,83.25,83.25,81.15,81.15,81.15,81.15,3.95,3.89,2.65,3.72,3.55,4.07,3.38
D,474,Schär,5.2,5.2,Newcastle,0.00,0.00,0.00,22.20,22.20,22.20,22.20,0.00,0.00,0.00,0.94,0.89,0.98,0.87
D,475,Botman,4.9,4.9,Newcastle,27.00,27.00,27.00,29.10,29.10,29.10,29.10,1.27,1.24,0.99,1.37,1.33,1.44,1.31
D,476,Burn,5.0,5.0,Newcastle,80.85,80.85,80.85,70.05,70.05,70.05,70.05,3.78,3.62,2.79,3.09,2.98,3.24,2.86
D,477,Livramento,4.9,4.9,Newcastle,71.70,71.70,71.70,71.70,71.70,71.70,71.70,2.89,2.89,1.96,2.94,2.80,3.25,2.67
D,478,Trippier,4.9,4.9,Newcastle,38.55,38.55,38.55,29.25,29.25,29.25,29.25,1.65,1.67,1.20,1.39,1.32,1.52,1.27
D,479,Krafth,4.3,4.3,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,481,A.Murphy,3.8,3.8,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,483,Pivas,3.8,3.8,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
