Pos,ID,Name,BV,SV,Team,6_xMins,7_xMins,8_xMins,9_xMins,10_xMins,11_xMins,12_xMins,13_xMins,14_xMins,15_xMins,16_xMins,17_xMins,6_Pts,7_Pts,8_Pts,9_Pts,10_Pts,11_Pts,12_Pts,13_Pts,14_Pts,15_Pts,16_Pts,17_Pts
D,118,Meghoma,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,119,Mbeumo,8.1,8.1,Man Utd,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,0.00,4.85,5.31,3.78,4.76,4.39,4.20,4.56,4.16,5.41,4.72,4.67,0.00
M,120,Schade,7.0,7.0,Brentford,73.35,73.35,73.35,73.35,73.35,73.35,73.35,73.35,76.05,73.35,73.35,74.25,4.04,3.61,4.08,3.53,3.59,3.82,3.60,4.71,3.08,3.59,4.32,4.23
M,121,Damsgaard,5.9,5.9,Brentford,75.30,75.30,75.30,75.30,75.30,75.30,75.30,75.30,75.30,75.30,75.30,76.35,3.54,2.98,3.49,3.21,3.16,3.49,3.31,3.83,3.22,3.14,3.74,3.87
M,122,Milambo,5.3,5.3,Brentford,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,0.72,0.66,0.71,0.67,0.67,0.69,0.67,0.77,0.62,0.66,0.74,0.73
M,123,Carvalho,4.9,4.9,Brentford,27.15,27.15,27.15,27.15,27.15,27.15,27.15,27.15,46.80,27.15,27.15,43.80,1.56,1.39,1.55,1.39,1.38,1.46,1.41,1.76,2.03,1.39,1.62,2.52
M,124,Henderson,5.0,5.0,Brentford,69.60,69.60,69.60,69.60,69.60,69.60,69.60,69.60,69.60,69.60,69.60,69.60,2.63,2.39,2.66,2.59,2.41,2.77,2.52,2.88,2.25,2.58,2.90,2.95
M,125,Janelt,4.9,4.9,Brentford,34.05,34.05,34.05,34.05,34.05,34.05,34.05,34.05,34.05,34.05,34.05,34.05,1.31,1.23,1.31,1.25,1.22,1.30,1.27,1.44,1.14,1.27,1.37,1.38
M,126,Jensen,4.9,4.9,Brentford,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,1.33,1.25,1.35,1.25,1.25,1.31,1.28,1.45,1.13,1.26,1.40,1.37
M,127,Nunes,4.9,4.9,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,128,Onyeka,5.0,5.0,Brentford,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,0.00,0.37,0.35,0.38,0.36,0.35,0.36,0.36,0.40,0.32,0.36,0.38,0.00
M,129,Yarmoliuk,5.0,5.0,Brentford,74.10,74.10,74.10,74.10,74.10,74.10,74.10,74.10,74.10,74.10,74.10,74.10,3.02,2.67,3.03,2.94,2.79,2.99,2.87,3.32,2.52,3.02,3.16,3.33
M,130,Donovan,4.5,4.5,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,131,Konak,4.4,4.4,Brentford,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,0.08,0.07,0.08,0.08,0.07,0.08,0.07,0.09,0.07,0.08,0.08,0.08
M,132,Maghoma,4.5,4.5,Brentford,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.07,0.08,0.09,0.09
M,133,Peart-Harris,4.5,4.5,Brentford,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03
M,134,Trevitt,4.5,4.5,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,135,Wissa,7.4,7.4,Newcastle,0.00,0.00,52.65,52.65,52.65,52.65,52.65,52.65,52.65,52.65,52.65,0.00,0.00,0.00,2.96,3.24,3.34,3.16,2.92,2.76,3.20,3.85,3.25,0.00
F,136,Thiago,6.0,6.0,Brentford,78.75,78.75,78.75,78.75,78.75,78.75,78.75,78.75,78.75,78.75,78.75,79.80,4.15,3.66,4.19,3.64,3.66,3.82,3.72,4.81,2.98,3.69,4.44,4.23
F,137,Morgan,4.4,4.4,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,138,Steele,4.4,4.4,Brighton,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.04,0.03,0.04
G,139,Verbruggen,4.5,4.5,Brighton,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,2.56,3.32,3.41,2.91,3.80,3.03,3.69,3.08,3.43,3.73,2.39,3.79
G,140,McGill,4.0,4.0,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,141,Rushworth,4.0,4.0,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,142,Scherpen,4.0,4.0,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,143,Boscagli,4.4,4.4,Brighton,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,0.47,0.59,0.51,0.49,0.57,0.50,0.56,0.50,0.54,0.58,0.46,0.61
D,144,Coppola,4.4,4.4,Brighton,8.70,8.70,8.70,8.70,8.70,8.70,8.70,8.70,8.70,8.70,8.70,8.70,0.28,0.33,0.30,0.29,0.33,0.30,0.33,0.30,0.31,0.33,0.29,0.34
D,145,De Cuyper,4.4,4.4,Brighton,73.95,73.95,73.95,73.95,73.95,73.95,73.95,73.95,73.95,73.95,73.95,73.95,2.12,3.28,2.77,2.45,3.52,2.60,3.43,2.73,3.03,3.53,2.11,3.82
D,146,Dunk,4.5,4.5,Brighton,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,2.31,3.81,2.88,2.53,3.61,2.70,3.46,2.82,3.14,3.62,2.33,4.01
D,147,Estupiñan,4.5,4.5,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,148,F.Kadıoğlu,4.4,4.4,Brighton,27.45,27.45,27.45,27.45,27.45,27.45,27.45,27.45,27.45,27.45,27.45,27.45,0.97,1.29,1.15,1.05,1.37,1.09,1.31,1.11,1.22,1.37,1.00,1.46
D,149,Igor,4.5,4.5,West Ham,32.40,32.40,32.40,32.40,32.40,32.40,32.40,32.40,32.40,0.00,32.40,32.40,1.11,1.03,1.26,1.19,1.14,1.39,1.24,1.09,1.05,0.00,1.18,0.72
D,150,Lamptey,4.4,4.4,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,151,Van Hecke,4.4,4.4,Brighton,86.70,86.70,86.70,86.70,86.70,86.70,86.70,86.70,86.70,86.70,86.70,86.70,2.66,4.22,3.13,2.89,3.83,3.05,3.79,3.01,3.41,3.86,2.67,4.35
D,152,Veltman,4.4,4.4,Brighton,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,1.59,2.30,2.04,1.82,2.46,1.84,2.34,1.96,2.20,2.41,1.60,2.70
D,153,Webster,4.4,4.4,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,154,Cashin,4.0,4.0,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,155,Slater,4.0,4.0,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,156,Tasker,4.0,4.0,Brighton,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
M,157,Mitoma,6.4,6.4,Brighton,76.80,76.80,76.80,76.80,76.80,76.80,76.80,76.80,76.80,76.80,76.80,76.80,3.65,4.42,4.06,3.92,4.47,3.79,4.65,4.06,4.40,4.96,3.53,4.89
M,158,Georginio,5.8,5.8,Brighton,69.00,66.60,66.60,66.60,66.60,66.60,66.60,66.60,66.60,66.60,66.60,66.60,3.43,3.96,3.62,3.48,4.16,3.38,4.12,3.60,3.93,4.36,3.13,4.39
M,159,March,5.8,5.8,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,160,Minteh,5.9,5.9,Brighton,59.40,74.10,74.10,74.10,74.10,74.10,74.10,74.10,74.10,74.10,74.10,74.10,2.84,4.18,3.84,3.68,4.36,3.57,4.41,3.75,4.19,4.58,3.27,4.63
M,161,Enciso,5.4,5.4,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,162,Gruda,5.4,5.4,Brighton,32.10,43.80,43.80,43.80,43.80,43.80,43.80,43.80,43.80,43.80,43.80,43.80,1.51,2.39,2.23,2.17,2.50,2.13,2.53,2.19,2.42,2.67,1.93,2.66
M,163,Hinshelwood,5.2,5.2,Brighton,0.00,0.00,40.20,40.20,40.20,40.20,40.20,40.20,40.20,40.20,40.20,58.35,0.00,0.00,1.62,1.62,1.65,1.53,1.78,1.60,1.68,1.67,1.58,2.55
M,164,O'Riley,5.5,5.5,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,165,Sima,5.4,5.4,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,166,Ayari,4.9,4.9,Brighton,70.20,70.20,68.40,68.40,68.40,68.40,68.40,68.40,68.40,68.40,68.40,71.25,3.08,3.37,3.03,2.95,3.11,2.92,3.33,2.98,3.29,3.45,2.93,3.52
M,167,Baleba,4.8,4.8,Brighton,66.00,66.00,55.80,55.80,55.80,55.80,55.80,55.80,55.80,55.80,55.80,0.00,2.69,2.95,2.31,2.31,2.35,2.29,2.51,2.26,2.47,2.57,2.31,0.00
M,168,Buonanotte,4.8,4.8,Chelsea,0.00,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,0.00,0.25,0.26,0.31,0.25,0.31,0.29,0.23,0.27,0.26,0.27,0.24
M,169,Gomez,4.9,4.9,Brighton,45.60,34.95,34.95,34.95,34.95,34.95,34.95,34.95,34.95,34.95,34.95,42.90,1.74,1.54,1.46,1.44,1.58,1.43,1.60,1.46,1.52,1.65,1.34,2.05
M,170,Milner,5.0,5.0,Brighton,42.45,42.45,19.80,19.80,19.80,19.80,19.80,19.80,19.80,19.80,19.80,30.45,1.74,1.94,0.84,0.81,0.89,0.81,0.93,0.83,0.91,0.95,0.81,1.45
M,171,Sarmiento,4.9,4.9,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,172,Watson,4.9,4.9,Brighton,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,0.17,0.19,0.18,0.18,0.19,0.18,0.19,0.18,0.19,0.20,0.17,0.20
M,173,Wieffer,4.9,4.9,Brighton,45.30,45.30,45.30,45.30,45.30,45.30,45.30,45.30,45.30,45.30,45.30,45.30,1.61,1.89,1.76,1.81,1.84,1.71,1.98,1.75,1.88,1.84,1.73,1.95
M,174,Yalcouye,5.0,5.0,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,175,Knight,4.5,4.5,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,176,Mazilu,4.5,4.5,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,177,Moran,4.5,4.5,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,178,Welbeck,6.3,6.3,Brighton,64.20,64.20,64.20,64.20,64.20,64.20,64.20,64.20,64.20,64.20,64.20,64.20,3.32,3.95,3.58,3.48,4.15,3.48,4.22,3.62,3.95,4.49,3.08,4.37
F,179,Ferguson,5.5,5.5,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,180,Tzimas,5.4,5.4,Brighton,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,0.53,0.60,0.57,0.55,0.65,0.55,0.64,0.57,0.62,0.68,0.51,0.68
F,181,Kostoulas,4.9,4.9,Brighton,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,0.24,0.28,0.26,0.25,0.29,0.25,0.29,0.26,0.28,0.31,0.23,0.30
G,182,Trafford,4.8,4.8,Man City,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,0.08,0.07,0.08,0.06,0.07,0.06,0.06,0.08,0.07,0.08,0.07,0.08
G,183,Weiss,4.4,4.4,Burnley,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.02,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.03,0.02
G,184,Green,4.0,4.0,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,185,Hladký,4.0,4.0,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,186,Roberts,4.4,4.4,Burnley,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,0.32,0.35,0.40,0.39,0.33,0.38,0.35,0.37,0.37,0.34,0.38,0.35
D,187,Walker,4.5,4.5,Burnley,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,1.54,2.16,3.11,2.75,1.88,2.53,2.10,2.60,2.62,1.96,2.95,1.98
D,189,Dodgson,4.0,4.0,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,190,Ekdal,4.0,4.0,Burnley,84.60,84.60,84.60,84.60,84.60,84.60,84.60,84.60,84.60,84.60,84.60,84.60,1.94,2.56,3.06,3.67,2.18,3.00,2.38,3.04,3.07,2.19,3.47,2.50
D,191,Estève,4.0,4.0,Burnley,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,1.95,2.62,3.07,3.68,2.20,3.04,2.41,3.00,3.14,2.17,3.47,2.57
D,192,Hartman,4.0,4.0,Burnley,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,1.59,2.32,3.26,3.31,2.10,2.79,2.29,2.74,2.78,2.07,3.06,2.17
D,193,Humphreys,4.0,4.0,Burnley,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.55,0.25,0.27,0.31,0.32,0.27,0.30,0.27,0.29,0.29,0.27,0.31,0.27
D,194,Jordan,4.0,4.0,Burnley,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,0.10,0.10,0.10,0.11,0.10,0.10,0.10,0.10,0.10,0.10,0.11,0.10
D,196,Sambo,4.0,4.0,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,197,Sonne,4.0,4.0,Burnley,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,0.14,0.16,0.18,0.17,0.14,0.16,0.15,0.16,0.16,0.15,0.17,0.15
D,199,Worrall,4.0,4.0,Burnley,4.80,4.80,4.80,4.80,4.80,4.80,4.80,4.80,4.80,4.80,4.80,4.80,0.16,0.17,0.17,0.19,0.16,0.18,0.16,0.17,0.18,0.16,0.18,0.17
M,200,Anthony,5.6,5.6,Burnley,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,2.73,3.15,3.68,3.53,2.78,3.44,3.13,3.28,3.42,2.98,3.38,3.09
M,201,Benson,5.4,5.4,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,202,Bruun Larsen,5.4,5.4,Burnley,32.40,32.40,32.40,32.40,32.40,32.40,32.40,32.40,32.40,32.40,32.40,32.40,1.34,1.47,1.70,1.64,1.33,1.59,1.46,1.56,1.57,1.41,1.59,1.47
M,203,Boateng,4.9,4.9,Burnley,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,0.05,0.05,0.06,0.06,0.05,0.06,0.05,0.05,0.06,0.05,0.06,0.05
M,204,Churlinov,4.9,4.9,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,205,Cullen,5.0,5.0,Burnley,78.45,78.45,78.45,78.45,78.45,78.45,78.45,78.45,78.45,78.45,78.45,80.40,2.26,2.70,2.60,3.25,2.24,2.67,2.56,2.78,2.61,2.81,2.62,2.49
M,206,Edwards,4.8,4.8,Burnley,15.30,15.30,15.30,15.30,15.30,15.30,15.30,15.30,15.30,15.30,15.30,15.30,0.65,0.70,0.78,0.76,0.64,0.77,0.71,0.73,0.76,0.66,0.74,0.69
M,207,Hannibal,5.0,5.0,Burnley,44.70,44.70,44.70,44.70,44.70,44.70,44.70,44.70,44.70,44.70,44.70,0.00,1.53,1.60,1.81,1.71,1.52,1.70,1.62,1.71,1.69,1.53,1.73,0.00
M,208,Koleosho,5.0,5.0,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,209,Laurent,4.9,4.9,Burnley,36.45,36.45,36.45,36.45,36.45,36.45,36.45,36.45,36.45,36.45,36.45,45.45,1.17,1.31,1.31,1.46,1.18,1.30,1.27,1.31,1.28,1.30,1.28,1.49
M,210,Tchaouna,4.9,4.9,Burnley,63.90,63.90,63.90,63.90,63.90,63.90,63.90,63.90,63.90,63.90,63.90,63.90,2.33,2.59,2.92,2.83,2.31,2.77,2.55,2.75,2.67,2.44,2.76,2.53
M,211,A.Ramsey,4.4,4.4,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,212,Adewumi,4.5,4.5,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,213,Banel,4.5,4.5,Burnley,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0.04,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.04,0.05,0.05
M,214,Trésor,4.4,4.4,Burnley,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,0.07,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.08,0.07
F,215,Flemming,5.4,5.4,Burnley,15.60,15.60,15.60,15.60,15.60,15.60,15.60,15.60,15.60,15.60,15.60,30.00,0.72,0.79,0.88,0.86,0.72,0.85,0.79,0.80,0.83,0.74,0.82,1.38
F,216,Amdouni,4.9,4.9,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,217,Foster,5.0,5.0,Burnley,69.00,69.00,69.00,69.00,69.00,69.00,69.00,69.00,69.00,69.00,69.00,0.00,2.72,3.02,3.44,3.31,2.65,3.27,3.03,3.12,3.21,2.79,3.23,0.00
F,218,Barnes,4.4,4.4,Burnley,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,0.42,0.46,0.53,0.49,0.41,0.50,0.47,0.48,0.49,0.42,0.47,0.45
F,219,Obafemi,4.4,4.4,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,220,Sánchez,4.9,4.9,Chelsea,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,3.16,3.03,3.14,3.87,2.89,3.79,3.62,2.98,3.44,2.90,3.78,2.91
G,221,Jörgensen,4.4,4.4,Chelsea,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,0.15,0.14,0.16,0.19,0.15,0.19,0.18,0.14,0.17,0.15,0.18,0.14
G,222,Penders,4.0,4.0,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,223,Slonina,4.0,4.0,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,224,Cucurella,6.2,6.2,Chelsea,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,3.43,2.96,3.42,4.58,3.40,4.64,4.19,2.95,3.77,3.29,3.99,2.97
D,225,James,5.4,5.4,Chelsea,36.30,36.30,36.30,36.30,36.30,36.30,36.30,36.30,36.30,36.30,36.30,36.30,1.74,1.49,1.66,2.09,1.64,2.11,1.98,1.49,1.81,1.61,1.94,1.52
D,226,Chalobah,5.2,5.2,Chelsea,83.25,83.25,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,3.50,2.89,3.46,4.40,3.35,5.06,4.08,3.04,3.77,3.42,4.08,3.02
D,227,Colwill,4.8,4.8,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,228,Gusto,4.9,4.9,Chelsea,60.45,60.45,60.45,60.45,60.45,60.45,60.45,60.45,60.45,60.45,60.45,60.45,2.48,2.10,2.43,3.18,2.38,3.13,2.91,2.13,2.64,2.37,2.89,2.20
D,229,B.Badiashile,4.4,4.4,Chelsea,12.45,21.30,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,0.52,0.77,0.31,0.35,0.31,0.40,0.34,0.29,0.32,0.31,0.34,0.29
D,230,Fofana,4.4,4.4,Chelsea,0.00,0.00,28.05,28.05,28.05,28.05,28.05,28.05,28.05,28.05,28.05,28.05,0.00,0.00,1.12,1.35,1.11,1.55,1.27,1.04,1.21,1.11,1.26,1.01
D,231,M.Sarr,4.5,4.5,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,232,Tosin,4.5,4.5,Chelsea,0.00,0.00,68.55,68.55,68.55,68.55,68.55,68.55,68.55,68.55,68.55,68.55,0.00,0.00,2.85,3.63,2.77,4.16,3.33,2.53,3.08,2.84,3.30,2.51
D,233,Acheampong,4.0,4.0,Chelsea,73.35,69.30,13.35,13.35,13.35,13.35,13.35,13.35,13.35,13.35,13.35,13.35,2.92,2.38,0.54,0.65,0.54,0.64,0.61,0.51,0.57,0.53,0.59,0.51
D,234,Anselmino,4.0,4.0,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,235,Palmer,10.4,10.4,Chelsea,0.00,0.00,50.10,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,0.00,0.00,3.37,6.77,5.07,6.83,6.14,4.54,5.57,5.29,5.65,4.72
M,236,Neto,7.0,7.0,Chelsea,81.00,81.00,81.00,75.30,75.30,75.30,75.30,75.30,75.30,75.30,75.30,75.30,4.27,3.73,3.98,4.44,3.56,4.54,4.14,3.26,3.78,3.66,3.84,3.33
