Pos,Name,BV,SV,Team,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
D,Valery,4.7,4.7,Southampton,0,0,0,0,0,0
M,Smallbone,4.3,4.3,Southampton,0,0,0,0,0,0
D,Vokins,3.9,3.9,Southampton,0,0,0,0,0,0
F,Obafemi,4.6,4.6,Southampton,8,0.43,9,0.482,9,0.422
M,Djenepo,5.4,5.4,Southampton,35,1.347,36,1.327,37,1.242
G,Lloris,5.6,5.6,Spurs,87,4.17,88,3.84,87,3.446
D,Rose,4.7,4.7,Spurs,0,0,0,0,0,0
M,Sissoko,4.7,4.7,Spurs,13,0.501,15,0.56,13,0.439
D,Alderweireld,5.4,5.4,Spurs,78,3.668,79,3.173,78,2.398
M,Lamela,5.7,5.7,Spurs,30,1.543,32,1.592,32,1.32
F,Kane,11.8,11.7,Spurs,82,6.095,83,6.113,82,4.761
D,Aurier,5.2,5.2,Spurs,61,3.388,63,3.028,64,2.282
M,Son,9.5,9.2,Spurs,80,4.951,79,4.727,78,3.768
D,Dier,4.6,4.6,Spurs,78,3.717,78,3.182,77,2.393
M,Lucas Moura,6.5,6.6,Spurs,43,2.335,42,2.217,44,1.921
G,Gazzaniga,4.3,4.3,Spurs,0,0,0,0,0,0
M,Alli,7.4,7.4,Spurs,35,2.031,33,1.869,34,1.568
D,Davies,4.5,4.5,Spurs,0,0,0,0,0,0
M,Højbjerg,4.9,4.9,Spurs,82,2.681,81,2.536,81,2.253
M,Winks,5.1,5.1,Spurs,7,0.239,7,0.233,6,0.183
D,Sánchez,5.2,5.2,Spurs,15,0.668,15,0.572,14,0.42
D,Sessegnon,4.7,4.7,Spurs,0,0,0,0,0,0
M,Bergwijn,7.0,7.0,Spurs,5,0.239,5,0.233,5,0.201
M,Fernandes,4.7,4.7,Spurs,0,0,0,0,0,0
D,Tanganga,4.9,4.9,Spurs,0,0,1,0.038,2,0.06
M,Lo Celso,6.9,6.9,Spurs,53,2.257,53,2.153,55,1.901
M,Skipp,4.4,4.4,Spurs,0,0,0,0,0,0
M,Ndombele,5.9,5.9,Spurs,44,1.818,46,1.817,46,1.593
D,Foyth,4.3,4.3,Spurs,0,0,0,0,0,0
D,Gibbs,4.3,4.3,West Brom,4,0.069,7,0.186,8,0.198
F,Robson-Kanu,5.2,5.2,West Brom,16,0.704,15,0.748,16,0.799
M,Livermore,4.7,4.7,West Brom,7,0.215,9,0.293,10,0.324
M,Grosicki,5.2,5.2,West Brom,0,0,0,0,0,0
M,Phillips,5.1,5.1,West Brom,59,1.972,61,2.268,62,2.286
D,Bartley,4.4,4.4,West Brom,83,1.223,81,2.06,79,1.849
M,Sawyers,4.6,4.6,West Brom,3,0.089,3,0.094,3,0.093
D,Hegazi,4.1,4.1,West Brom,0,0,0,0,0,0
F,Austin,5.1,5.1,West Brom,0,0,0,0,0,0
F,Zohore,4.8,4.8,West Brom,0,0,0,0,0,0
G,Johnstone,4.6,4.6,West Brom,87,3.101,88,3.302,87,3.209
D,Townsend,4.4,4.4,West Brom,85,1.263,83,2.119,83,1.948
D,Ajayi,4.8,4.8,West Brom,66,1.1,67,1.833,67,1.702
M,Leko,4.5,4.5,West Brom,0,0,0,0,0,0
M,Edwards,4.6,4.6,West Brom,0,0,0,0,0,0
D,Furlong,4.5,4.5,West Brom,84,1.276,82,2.116,81,1.929
M,Field,4.8,4.8,West Brom,0,0,0,0,0,0
M,Burke,4.1,4.1,Sheffield Utd,46,1.876,48,2.23,48,2.317
D,O'Shea,4.2,4.2,West Brom,53,0.706,53,1.23,54,1.151
M,Harper,4.3,4.3,West Brom,0,0,0,0,0,0
M,Noble,4.5,4.5,West Ham,18,0.706,41,1.804,19,0.852
M,Snodgrass,5.6,5.6,West Brom,0,0,0,0,0,0
G,Martin,3.9,3.9,West Ham,0,0,0,0,0,0
G,Randolph,4.3,4.3,West Ham,1,0.041,2,0.088,1,0.042
G,Fabianski,5.0,5.0,West Ham,87,3.544,87,3.786,87,3.669
D,Ogbonna,4.7,4.7,West Ham,28,0.915,69,2.717,78,2.89
G,Roberto,4.5,4.5,West Ham,0,0,0,0,0,0
M,Wilshere,4.9,4.9,West Ham,0,0,0,0,0,0
D,Cresswell,5.6,5.6,West Ham,57,2.163,74,3.457,63,2.797
M,Yarmolenko,5.5,5.5,West Ham,26,1.195,25,1.324,26,1.378
F,Antonio,6.4,6.4,West Ham,77,3.951,78,4.699,77,4.688
D,Fredericks,4.2,4.2,West Ham,13,0.442,8,0.337,9,0.36
M,Lanzini,6.4,6.4,West Ham,19,0.737,29,1.262,20,0.876
M,Felipe Anderson,6.1,6.1,West Ham,0,0,0,0,0,0
F,Haller,6.1,6.1,West Ham,0,0,0,0,0,0
D,Masuaku,4.3,4.3,West Ham,5,0.172,22,0.929,47,1.869
D,Balbuena,4.1,4.1,West Ham,3,0.101,2,0.08,3,0.115
F,Hugill,5.5,5.5,West Ham,0,0,0,0,0,0
M,Bowen,5.9,5.9,West Ham,49,2.577,50,3.08,49,3.019
M,Diangana,5.0,5.0,West Brom,6,0.233,8,0.342,8,0.341
F,Ajeti,5.5,5.5,West Ham,0,0,0,0,0,0
M,Rice,4.7,4.7,West Ham,20,0.676,32,1.247,59,2.223
M,Soucek,5.2,5.2,West Ham,83,2.822,82,3.16,81,3.101
M,Fornals,5.8,5.8,West Ham,65,2.494,59,2.617,58,2.567
D,Diop,4.3,4.3,West Ham,73,2.303,69,2.666,52,1.904
D,Johnson,3.9,3.9,West Ham,19,0.701,10,0.446,10,0.425
G,Ruddy,4.3,4.3,Wolves,1,0.036,1,0.038,1,0.037
M,Moutinho,5.1,5.1,Wolves,75,2.189,74,2.267,73,2.198
G,Patrício,5.3,5.3,Wolves,87,3.119,88,3.344,87,3.193
D,Bennett,4.4,4.4,Wolves,0,0,0,0,0,0
D,Doherty,5.6,5.6,Spurs,23,1.168,24,1.051,22,0.738
D,Boly,5.4,5.4,Wolves,34,0.802,55,1.621,65,1.692
D,Coady,4.9,4.9,Wolves,79,1.665,76,2.057,78,1.855
F,Jiménez,8.1,8.1,Wolves,0,0,0,0,21,1.094
D,Saïss,4.9,4.9,Wolves,69,1.615,64,1.926,60,1.605
D,Jonny,5.4,5.4,Wolves,0,0,0,0,0,0
F,Bonatini,4.8,4.8,Wolves,0,0,0,0,0,0
M,Dendoncker,4.6,4.6,Wolves,66,1.999,59,1.9,64,2.006
M,Traoré,6.0,6.0,Wolves,77,2.581,78,2.791,74,2.602
M,Neves,5.1,5.1,Wolves,68,2.314,67,2.45,67,2.386
D,Buur,3.9,3.9,Wolves,0,0,0,0,0,0
M,Jota,7.0,6.9,Liverpool,55,4.3,58,4.144,58,4.477
M,Podence,5.3,5.3,Wolves,57,2.184,56,2.311,53,2.14
D,Kilman,3.9,3.9,Wolves,8,0.184,7,0.2,7,0.179
D,Vinagre,4.1,4.1,Wolves,0,0,0,0,0,0
G,Sarkic,4.4,4.4,Wolves,0,0,0,0,0,0
M,Gibbs-White,4.9,4.9,Wolves,35,1.3,35,1.39,33,1.284
M,Neto,5.5,5.5,Wolves,0,0,0,0,0,0
M,Jordao,4.3,4.3,Wolves,0,0,0,0,0,0
F,Campana,4.7,4.7,Wolves,0,0,0,0,0,0
M,Freeman,5.0,5.0,Sheffield Utd,0,0,0,0,0,0
M,Willian,7.5,7.5,Arsenal,0,0,37,2.012,36,1.9
D,Salisu,4.3,4.3,Southampton,41,1.693,40,1.284,25,0.65
M,Sean Longstaff,4.6,4.6,Newcastle,50,1.525,51,2.054,52,1.815
M,Pereira,5.4,5.4,West Brom,75,3.02,75,3.552,74,3.492
G,Hart,4.2,4.2,Spurs,1,0.048,1,0.043,1,0.039
G,Ramsdale,4.6,4.6,Sheffield Utd,87,3.134,88,3.336,87,3.453
D,Robinson,4.4,4.4,Fulham,72,2.086,73,1.476,71,2.759
M,Hendrick,4.5,4.5,Newcastle,10,0.322,11,0.445,11,0.395
D,Dann,4.2,4.2,Crystal Palace,14,0.464,15,0.431,14,0.244
M,Matty Longstaff,4.8,4.8,Newcastle,0,0,1,0.039,0,0
G,Gillespie,4.3,4.3,Newcastle,0,0,0,0,0,0
M,Eze,5.8,5.8,Crystal Palace,70,2.859,68,2.593,67,2.234
D,Thiago Silva,5.6,5.6,Chelsea,0,0,62,2.687,58,2.561
D,Koch,4.3,4.3,Leeds,47,1.723,28,0.922,23,1.045
F,Rodrigo,5.7,5.7,Leeds,33,1.641,35,1.74,36,2.02
M,Lemina,4.5,4.5,Fulham,0,0,49,1.379,48,1.6
D,Gabriel,4.9,4.9,Arsenal,0,0,48,2.03,47,1.934
M,van de Beek,6.6,6.6,Man Utd,0,0,8,0.405,9,0.423
D,Cash,5.0,5.0,Aston Villa,82,3.038,80,1.831,81,2.101
M,Murphy,4.9,4.9,Newcastle,81,2.272,79,2.967,78,2.544
D,Castagne,5.8,5.7,Leicester,0,0,64,1.973,74,2.731
D,Kipre,4.3,4.3,West Brom,0,0,0,0,0,0
M,Havertz,8.3,8.3,Chelsea,0,0,57,3.229,60,3.582
M,Ceballos,4.7,4.7,Arsenal,0,0,45,1.65,42,1.522
M,Allan,5.2,5.2,Everton,69,2.558,66,2.25,65,1.763
G,Walton,4.0,4.0,Brighton,0,0,0,0,0,0
F,Fabio Silva,5.2,5.2,Wolves,56,2.347,53,2.439,46,2.095
D,Marçal,4.7,4.7,Wolves,2,0.045,12,0.334,17,0.419
F,Wilson,6.5,6.5,Newcastle,0,0,0,0,0,0
M,Fraser,5.6,5.6,Newcastle,0,0,0,0,0,0
M,Rodríguez,7.7,7.7,Everton,21,1.339,45,2.484,52,1.966
D,Ampadu,4.3,4.3,Sheffield Utd,10,0.229,33,0.934,41,1.294
D,Bogle,4.3,4.3,Sheffield Utd,14,0.373,17,0.574,15,0.563
D,Lowe,4.2,4.2,Sheffield Utd,0,0,0,0,0,0
M,Doucouré,5.1,5.1,Everton,55,2.415,62,2.424,65,1.89
D,Lewis,4.1,4.1,Newcastle,2,0.034,4,0.16,2,0.061
F,Watkins,6.5,6.5,Aston Villa,80,4.197,84,3.632,83,3.455
M,Vitinha,4.7,4.7,Wolves,40,1.417,39,1.471,38,1.404
G,Areola,4.5,4.5,Fulham,86,3.272,87,3.11,86,3.658
D,Tete,4.3,4.3,Fulham,51,1.56,51,1.092,52,2.134
M,Mendy,4.2,4.2,Leicester,0,0,6,0.181,7,0.221
D,Dunne,3.8,3.8,Burnley,2,0.064,2,0.042,3,0.124
D,Thomas,3.9,3.9,Burnley,0,0,0,0,0,0
D,Carter-Vickers,3.9,3.9,Spurs,0,0,0,0,0,0
D,Woods,4.0,4.0,Crystal Palace,0,0,0,0,0,0
G,Forster,4.0,4.0,Southampton,20,0.858,30,1.16,40,1.465
M,Tella,4.3,4.3,Southampton,31,1.57,31,1.522,31,1.319
D,Odoi,4.2,4.2,Fulham,0,0,1,0.02,1,0.035
M,Elneny,4.2,4.2,Arsenal,0,0,39,1.318,38,1.27
G,Macey,4.0,4.0,Arsenal,0,0,0,0,0,0
G,Steele,3.9,3.9,Brighton,0,0,0,0,0,0
D,Jagielka,3.9,3.9,Sheffield Utd,1,0.023,0,0,2,0.062
D,Ivanovic,4.4,4.4,West Brom,0,0,0,0,0,0
M,Thiago,5.5,5.5,Liverpool,69,2.606,69,2.484,63,2.398
G,Caprile,4.0,4.0,Leeds,0,0,0,0,0,0
M,Bogusz,4.3,4.3,Leeds,0,0,0,0,0,0
D,Inniss,4.0,4.0,Crystal Palace,0,0,0,0,0,0
M,Benson,4.4,4.4,Burnley,0,0,1,0.034,1,0.039
D,Driscoll-Glennon,3.9,3.9,Burnley,0,0,2,0.042,1,0.042
M,Bernabé,4.5,4.5,Man City,0,0,0,0,0,0
G,Steffen,4.4,4.4,Man City,0,0,0,0,0,0
F,Delap,4.3,4.3,Man City,0,0,0,0,0,0
M,Traoré,5.8,5.8,Aston Villa,65,3.136,65,2.606,65,2.57
M,Ünder,5.7,5.7,Leicester,0,0,2,0.082,2,0.095
D,Reguilón,5.6,5.6,Spurs,75,3.845,75,3.322,74,2.446
M,Bale,9.2,9.1,Spurs,67,4.015,68,3.959,67,3.147
M,Gallagher,5.5,5.5,West Brom,65,1.924,64,2.114,66,2.148
D,Hoever,4.4,4.4,Wolves,6,0.14,6,0.173,8,0.206
D,Semedo,5.2,5.2,Wolves,74,1.676,75,2.19,72,1.856
G,Rúnarsson,4.4,4.4,Arsenal,0,0,0,0,0,0
G,Mendy,5.2,5.2,Chelsea,0,0,81,3.66,87,3.946
D,Llorente,4.4,4.4,Leeds,75,2.598,73,2.25,72,3.149
M,Molumby,4.5,4.5,Brighton,0,0,0,0,0,0
M,Goodridge,4.5,4.5,Burnley,0,0,0,0,0,0
M,Palmer,4.4,4.4,Man City,0,0,0,0,0,0
M,Shabani,4.4,4.4,Wolves,0,0,0,0,0,0
M,Ramsey,4.5,4.5,Aston Villa,25,1.029,25,0.909,25,0.904
M,Krovinovic,4.9,4.9,West Brom,0,0,0,0,0,0
D,Dias,6.0,6.0,Man City,72,3.501,73,3.323,73,3.487
M,Lookman,4.8,4.8,Fulham,75,3.343,76,2.871,73,3.87
D,Coufal,4.7,4.7,West Ham,78,2.808,79,3.519,78,3.288
D,Nkounkou,4.0,4.0,Everton,0,0,0,0,1,0.02
G,Kelleher,4.5,4.5,Liverpool,0,0,0,0,0,0
D,Fofana,5.0,5.0,Leicester,0,0,82,2.148,78,2.415
D,Aina,4.4,4.4,Fulham,61,1.825,59,1.248,59,2.394
D,Ait Nouri,5.0,5.0,Wolves,80,1.707,71,1.994,62,1.537
F,Carlos Vinicius,6.9,6.9,Spurs,5,0.279,7,0.389,7,0.331
M,Diallo,4.5,4.5,Southampton,34,1.129,25,0.804,26,0.785
D,Godfrey,5.0,5.0,Everton,76,3.77,77,3.271,76,1.346
M,Partey,4.9,4.9,Arsenal,0,0,27,0.93,31,1.049
D,Telles,5.3,5.3,Man Utd,0,0,3,0.163,7,0.346
F,Cavani,8.0,8.0,Man Utd,0,0,53,3.293,43,2.497
M,Raphinha,5.4,5.4,Leeds,56,2.87,75,3.728,75,4.411
D,Andersen,4.5,4.5,Fulham,84,2.398,83,1.631,82,3.169
D,Adarabioyo,4.5,4.5,Fulham,82,2.381,82,1.664,81,3.137
G,Olsen,4.5,4.5,Everton,0,0,1,0.045,2,0.07
F,Zeqiri,5.0,5.0,Brighton,16,0.763,14,0.57,7,0.312
M,Pellistri,5.2,5.2,Man Utd,0,0,0,0,0,0
D,Dawson,4.5,4.5,West Ham,77,2.583,72,2.975,69,2.693
D,Clyne,4.5,4.5,Crystal Palace,11,0.352,9,0.251,4,0.07
G,Henderson,4.0,4.0,Crystal Palace,0,0,0,0,0,0
F,Slimani,4.9,4.9,Leicester,0,0,0,0,0,0
G,Verrips,4.0,4.0,Sheffield Utd,0,0,0,0,0,0
M,Otasowie,4.5,4.5,Wolves,4,0.141,6,0.22,3,0.109
F,Grant,5.6,5.6,West Brom,3,0.133,3,0.148,4,0.198
G,Norris,4.0,4.0,Burnley,0,0,0,0,0,0
D,Rodon,5.0,5.0,Spurs,16,0.731,18,0.704,20,0.61
D,Kongolo,4.3,4.3,Fulham,0,0,0,0,0,0
G,Butland,4.5,4.5,Crystal Palace,0,0,0,0,0,0
M,Benrahma,5.9,5.9,West Ham,51,2.366,49,2.643,50,2.684
F,Welbeck,5.5,5.5,Brighton,72,3.515,72,2.827,68,3.031
D,Phillips,4.1,4.1,Liverpool,81,3.694,82,3.507,81,3.87
F,N'Lundulu,4.5,4.5,Southampton,0,0,0,0,0,0
F,Thompson,4.5,4.5,Burnley,0,0,0,0,0,0
F,Richardson,4.5,4.5,Burnley,0,0,0,0,0,0
G,Ziger,4.0,4.0,Chelsea,0,0,0,0,0,0
D,Rhys Williams,4.0,4.0,Liverpool,18,0.838,20,0.875,20,0.972
G,Trafford,4.0,4.0,Man City,0,0,0,0,0,0
F,Simms,4.5,4.5,Everton,0,0,0,0,0,0
G,Sánchez,4.6,4.6,Brighton,87,3.531,88,3.24,87,3.34
D,Ramsay,4.0,4.0,Southampton,0,0,0,0,0,0
M,Jenkins,4.5,4.5,Leeds,0,0,0,0,0,0
D,Peltier,3.9,3.9,West Brom,0,0,2,0.048,2,0.044
M,Clarkson,4.5,4.5,Liverpool,0,0,0,0,0,0
M,Anderson,4.5,4.5,Newcastle,0,0,0,0,0,0
D,Bryan,3.9,3.9,Sheffield Utd,40,0.891,39,1.093,40,1.253
G,Grant,4.0,4.0,Man Utd,0,0,0,0,0,0
M,Anjorin,4.5,4.5,Chelsea,0,0,0,0,0,0
G,Langley,3.9,3.9,Newcastle,0,0,0,0,0,0
M,Cain,4.5,4.5,Liverpool,0,0,0,0,0,0
G,Carson,3.9,3.9,Man City,0,0,0,0,0,0
M,Nmecha,4.5,4.5,Man City,0,0,0,0,0,0
M,Corbeanu,4.4,4.4,Wolves,0,0,0,0,0,0
M,Perry,4.4,4.4,Wolves,0,0,0,0,0,0
M,Mancini,4.4,4.4,Burnley,0,0,0,0,1,0.042
F,Mumbongo,4.5,4.5,Burnley,0,0,0,0,0,0
M,Cundle,4.5,4.5,Wolves,0,0,0,0,0,0
D,Richards,4.0,4.0,Wolves,0,0,0,0,0,0
D,Marques,3.9,3.9,Wolves,0,0,0,0,0,0
G,Söndergaard,4.0,4.0,Wolves,0,0,0,0,0,0
F,Hackford,4.4,4.4,Sheffield Utd,0,0,0,0,0,0
F,Huggins,4.5,4.5,Leeds,0,0,0,0,0,0
D,Cresswell,4.0,4.0,Leeds,0,0,0,0,0,0
F,Diaby,4.5,4.5,West Brom,0,0,0,0,0,0
D,Mbete,4.0,4.0,Man City,0,0,0,0,0,0
D,Harwood-Bellis,4.0,4.0,Man City,0,0,0,0,0,0
M,Chauke,4.4,4.4,Southampton,0,0,0,0,0,0
G,Lewis,4.0,4.0,Southampton,0,0,0,0,0,0
F,Cutrone,5.9,5.9,Wolves,0,0,0,0,0,0
M,Tau,4.9,4.9,Brighton,3,0.15,4,0.167,2,0.091
M,Moder,5.0,5.0,Brighton,65,2.386,55,1.775,35,1.254
D,Lonwijk,3.9,3.9,Wolves,0,0,0,0,0,0
M,Khadra,4.5,4.5,Brighton,0,0,0,0,0,0
M,Jenks,4.5,4.5,Brighton,0,0,0,0,0,0
M,Sanders,4.5,4.5,Brighton,0,0,0,0,0,0
M,Weir,4.5,4.5,Brighton,0,0,0,0,0,0
M,Ferry,4.5,4.5,Southampton,0,0,0,0,0,0
D,Tchaptchet,4.0,4.0,Southampton,0,0,0,0,1,0.027
M,Watts,4.5,4.5,Southampton,0,0,0,0,0,0
D,Alves,4.0,4.0,West Ham,0,0,0,0,0,0
F,Odubeko,4.5,4.5,West Ham,0,0,0,0,0,0
G,Lonergan,4.0,4.0,West Brom,0,0,0,0,1,0.036
M,Diallo,5.4,5.4,Man Utd,0,0,2,0.111,2,0.103
F,Mateta,5.4,5.4,Crystal Palace,5,0.263,5,0.244,4,0.173
F,Willian José,6.8,6.8,Wolves,43,1.688,46,1.934,38,1.588
M,Jankewitz,4.5,4.5,Southampton,0,0,0,0,0,0
M,Onyango,4.5,4.5,Everton,0,0,0,0,0,0
M,Ødegaard,5.7,5.7,Arsenal,0,0,45,2.178,46,2.172
D,Gordon,4.0,4.0,Sheffield Utd,0,0,0,0,0,0
M,Sanson,5.5,5.5,Aston Villa,9,0.397,23,0.875,35,1.291
F,Diagne,6.0,6.0,West Brom,67,2.654,68,3.095,67,3.061
D,Bueno,4.0,4.0,Wolves,0,0,0,0,0,0
M,Devine,4.4,4.4,Spurs,0,0,0,0,0,0
F,King,5.1,5.1,Everton,11,0.573,10,0.476,13,0.501
D,Kabak,5.0,5.0,Liverpool,51,2.421,35,1.535,53,2.584
D,Davies,4.7,4.7,Liverpool,0,0,6,0.263,6,0.289
M,Yokuslu,4.5,4.5,West Brom,78,2.018,76,2.185,76,2.177
M,Finnigan,4.5,4.5,Southampton,0,0,0,0,0,0
M,Ndiaye,4.5,4.5,Sheffield Utd,0,0,0,0,0,0
M,Brunt,4.5,4.5,Sheffield Utd,0,0,0,0,0,0
D,Nartey,4.0,4.0,Burnley,0,0,0,0,1,0.042
M,Gomes,4.5,4.5,Man City,0,0,0,0,0,0
D,Daley-Campbell,4.0,4.0,Leicester,0,0,0,0,0,0
M,Leshabela,4.4,4.4,Leicester,0,0,0,0,0,0
G,McGill,3.9,3.9,Brighton,0,0,0,0,0,0
D,Karbownik,4.5,4.5,Brighton,6,0.204,4,0.099,2,0.06
M,Caicedo,5.0,5.0,Brighton,0,0,0,0,0,0
F,Maja,5.1,5.1,Fulham,43,2.08,42,1.738,40,2.232
F,Scarlett,4.5,4.5,Spurs,0,0,0,0,0,0
F,Gelhardt,4.5,4.5,Leeds,0,0,0,0,0,0
