Pos,Name,BV,SV,Team,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
D,Dummett,4.4,4.4,Newcastle,81,1.51,80,1.144,77,3.184,56,1.584
D,Manquillo,4.2,4.2,Newcastle,6,0.125,10,0.162,10,0.433,8,0.237
D,Krafth,4.2,4.2,Newcastle,11,0.238,15,0.259,15,0.677,6,0.187
D,Schär,4.8,4.8,Newcastle,0,0,0,0,0,0,69,1.936
D,Yedlin,4.3,4.3,Newcastle,0,0,0,0,0,0,0,0
M,Hayden,4.6,4.6,Newcastle,0,0,0,0,0,0,0,0
M,Aarons,4.8,4.8,Newcastle,0,0,0,0,0,0,0,0
M,Saint-Maximin,5.1,5.1,Newcastle,65,2.596,66,2.486,65,3.832,68,3.05
M,Almirón,5.6,5.6,Newcastle,73,2.484,70,2.299,71,3.379,68,2.607
F,Joelinton,5.7,5.7,Newcastle,55,1.989,53,1.869,52,2.586,53,2.11
F,Muto,4.8,4.8,Newcastle,0,0,0,0,0,0,0,0
D,Watts,3.9,3.9,Newcastle,0,0,0,0,0,0,0,0
F,Sharp,5.5,5.5,Sheffield Utd,0,0,0,0,0,0,0,0
F,McGoldrick,5.2,5.2,Sheffield Utd,72,3.371,68,2.588,67,2.879,66,3.04
D,Basham,4.6,4.6,Sheffield Utd,82,2.774,79,1.615,76,2.013,77,2.391
M,Fleck,5.6,5.6,Sheffield Utd,73,2.498,74,2.138,74,2.317,71,2.357
D,Stevens,5.0,5.0,Sheffield Utd,83,3.18,81,1.874,79,2.372,78,2.749
G,Moore,4.3,4.3,Sheffield Utd,0,0,0,0,0,0,0,0
M,Norwood,4.5,4.5,Sheffield Utd,61,2.479,62,2.074,58,2.161,58,2.278
G,Foderingham,4.3,4.3,Sheffield Utd,0,0,0,0,0,0,0,0
D,Baldock,4.9,4.9,Sheffield Utd,76,2.786,72,1.6,73,2.101,70,2.369
D,Jack Robinson,4.2,4.2,Sheffield Utd,0,0,0,0,0,0,0,0
D,Egan,4.7,4.7,Sheffield Utd,88,3.053,83,1.753,81,2.221,80,2.577
D,O'Connell,4.7,4.7,Sheffield Utd,0,0,0,0,0,0,0,0
M,Lundstram,4.9,4.9,Sheffield Utd,18,0.723,19,0.668,24,0.908,21,0.833
M,Osborn,4.7,4.7,Sheffield Utd,36,1.419,33,1.125,33,1.213,39,1.481
F,McBurnie,5.6,5.6,Sheffield Utd,0,0,0,0,0,0,0,0
F,Callum Robinson,5.2,5.2,West Brom,52,2.018,44,1.736,45,2.055,45,1.96
F,Mousset,5.8,5.8,Sheffield Utd,21,1.07,24,1.012,26,1.207,26,1.285
M,Berge,4.9,4.9,Sheffield Utd,80,2.667,75,2.217,74,2.361,73,2.45
F,Long,5.1,5.1,Southampton,0,0,0,0,0,0,0,0
D,Bertrand,5.0,5.0,Southampton,0,0,0,0,0,0,0,0
G,McCarthy,4.4,4.4,Southampton,26,1.97,67,2.766,67,2.546,33,1.226
M,Oriol Romeu,4.5,4.5,Southampton,0,0,0,0,0,0,0,0
M,Redmond,6.4,6.4,Southampton,71,5.865,69,3.167,69,3.234,68,2.888
F,Ings,8.4,8.4,Southampton,0,0,0,0,0,0,0,0
D,Stephens,4.6,4.6,Southampton,3,0.153,6,0.214,9,0.266,7,0.193
M,Armstrong,5.5,5.5,Southampton,72,5.411,74,3.064,70,2.965,69,2.685
D,Vestergaard,4.7,4.7,Southampton,76,4.036,79,3.008,80,2.526,80,2.321
M,Ward-Prowse,5.8,5.8,Southampton,81,6.818,79,3.785,80,3.926,79,3.447
G,Gunn,4.3,4.3,Southampton,0,0,0,0,0,0,0,0
M,Boufal,5.4,5.4,Southampton,0,0,0,0,0,0,0,0
M,Reed,4.4,4.4,Fulham,65,2.11,64,1.956,65,1.793,64,2.123
M,Sims,4.3,4.3,Southampton,0,0,0,0,0,0,0,0
D,Walker-Peters,4.7,4.7,Southampton,81,4.014,78,2.807,77,2.272,76,2.068
D,Bednarek,4.7,4.7,Southampton,85,3.994,82,2.821,80,2.232,80,2.061
F,Adams,5.7,5.7,Southampton,60,5.718,57,3.003,61,3.356,55,2.75
D,Valery,4.7,4.7,Southampton,0,0,0,0,0,0,0,0
M,Smallbone,4.3,4.3,Southampton,0,0,0,0,0,0,0,0
D,Vokins,3.9,3.9,Southampton,0,0,0,0,0,0,0,0
F,Obafemi,4.6,4.6,Southampton,0,0,4,0.207,6,0.322,6,0.295
M,Djenepo,5.4,5.4,Southampton,46,3.217,51,1.938,55,2.097,55,1.95
G,Lloris,5.6,5.6,Spurs,88,3.542,86,3.875,87,3.748,87,3.379
D,Rose,4.7,4.7,Spurs,0,0,0,0,0,0,0,0
M,Sissoko,4.7,4.7,Spurs,15,0.535,16,0.595,17,0.633,16,0.537
D,Alderweireld,5.4,5.4,Spurs,72,2.374,72,3.06,72,2.838,72,2.131
M,Lamela,5.7,5.7,Spurs,31,1.46,34,1.663,37,1.835,32,1.322
F,Kane,11.9,11.7,Spurs,82,5.701,80,5.62,81,5.949,80,4.624
D,Aurier,5.2,5.2,Spurs,54,2.17,55,2.786,54,2.586,53,1.842
M,Son,9.6,9.3,Spurs,80,4.468,74,4.309,75,4.464,74,3.572
D,Dier,4.6,4.6,Spurs,72,2.393,69,2.958,70,2.798,66,1.971
M,Lucas Moura,6.6,6.6,Spurs,43,2.09,46,2.307,44,2.256,46,1.95
G,Gazzaniga,4.3,4.3,Spurs,0,0,0,0,0,0,0,0
M,Alli,7.4,7.4,Spurs,29,1.535,29,1.592,29,1.633,33,1.507
D,Davies,4.5,4.5,Spurs,0,0,0,0,0,0,0,0
M,Højbjerg,4.9,4.9,Spurs,85,2.428,82,2.58,80,2.506,79,2.197
M,Winks,5.1,5.1,Spurs,6,0.191,7,0.233,7,0.232,7,0.213
D,Sánchez,5.2,5.2,Spurs,15,0.478,19,0.765,18,0.674,22,0.631
D,Sessegnon,4.7,4.7,Spurs,0,0,0,0,0,0,0,0
M,Bergwijn,7.0,7.0,Spurs,3,0.139,4,0.192,5,0.244,5,0.208
M,Fernandes,4.7,4.7,Spurs,0,0,0,0,0,0,0,0
D,Tanganga,4.9,4.9,Spurs,1,0.032,2,0.081,3,0.113,4,0.115
M,Lo Celso,6.9,6.9,Spurs,51,1.959,50,2.042,52,2.127,51,1.778
M,Skipp,4.4,4.4,Spurs,0,0,0,0,0,0,0,0
M,Ndombele,5.9,5.9,Spurs,44,1.639,47,1.839,46,1.798,46,1.576
D,Foyth,4.3,4.3,Spurs,0,0,0,0,0,0,0,0
D,Gibbs,4.3,4.3,West Brom,7,0.153,9,0.18,10,0.295,14,0.338
F,Robson-Kanu,5.2,5.2,West Brom,7,0.309,7,0.31,9,0.462,9,0.443
M,Livermore,4.7,4.7,West Brom,15,0.457,8,0.245,9,0.297,10,0.32
M,Grosicki,5.2,5.2,West Brom,0,0,0,0,0,0,0,0
M,Phillips,5.1,5.1,West Brom,67,2.288,51,1.781,51,2.037,51,1.948
D,Bartley,4.4,4.4,West Brom,83,1.702,80,1.515,81,2.419,79,1.891
M,Sawyers,4.6,4.6,West Brom,8,0.242,4,0.121,4,0.128,5,0.155
D,Hegazi,4.1,4.1,West Brom,0,0,0,0,0,0,0,0
F,Austin,5.1,5.1,West Brom,0,0,0,0,0,0,0,0
F,Zohore,4.8,4.8,West Brom,0,0,0,0,0,0,0,0
G,Johnstone,4.6,4.6,West Brom,89,3.234,88,3.164,88,3.44,88,3.259
D,Townsend,4.4,4.4,West Brom,85,1.763,83,1.579,81,2.416,81,1.938
D,Ajayi,4.8,4.8,West Brom,61,1.391,63,1.326,61,1.963,58,1.53
M,Leko,4.5,4.5,West Brom,0,0,0,0,0,0,0,0
M,Edwards,4.7,4.7,West Brom,0,0,0,0,0,0,0,0
D,Furlong,4.5,4.5,West Brom,85,1.795,81,1.568,79,2.388,79,1.927
M,Field,4.8,4.8,West Brom,0,0,0,0,0,0,0,0
M,Burke,4.1,4.1,Sheffield Utd,36,1.775,43,1.703,40,1.777,43,2.03
D,O'Shea,4.2,4.2,West Brom,69,1.308,66,1.127,68,1.838,67,1.445
M,Harper,4.3,4.3,West Brom,0,0,0,0,0,0,0,0
M,Noble,4.5,4.5,West Ham,23,0.938,36,1.309,25,1.034,16,0.684
M,Snodgrass,5.6,5.6,West Brom,17,0.609,21,0.747,18,0.728,21,0.811
G,Martin,3.9,3.9,West Ham,0,0,0,0,0,0,0,0
G,Randolph,4.3,4.3,West Ham,0,0,1,0.039,2,0.084,2,0.083
G,Fabianski,5.0,5.0,West Ham,87,3.571,85,3.324,86,3.602,86,3.563
D,Ogbonna,4.7,4.7,West Ham,54,1.817,78,2.261,75,2.647,78,2.707
G,Roberto,4.5,4.5,West Ham,0,0,0,0,0,0,0,0
M,Wilshere,4.9,4.9,West Ham,0,0,0,0,0,0,0,0
D,Cresswell,5.6,5.6,West Ham,81,3.175,69,2.281,70,2.894,67,2.762
M,Yarmolenko,5.5,5.5,West Ham,34,1.599,34,1.425,32,1.551,33,1.65
F,Antonio,6.4,6.4,West Ham,76,4.177,75,3.593,74,4.167,75,4.407
D,Fredericks,4.2,4.2,West Ham,8,0.296,7,0.224,4,0.158,5,0.198
M,Lanzini,6.4,6.4,West Ham,35,1.464,22,0.853,17,0.74,12,0.536
M,Felipe Anderson,6.1,6.1,West Ham,0,0,0,0,0,0,0,0
F,Haller,6.1,6.1,West Ham,0,0,0,0,0,0,0,0
D,Masuaku,4.3,4.3,West Ham,1,0.033,22,0.64,31,1.091,40,1.384
D,Balbuena,4.1,4.1,West Ham,1,0.035,0,0,2,0.073,1,0.036
F,Hugill,5.5,5.5,West Ham,0,0,0,0,0,0,0,0
M,Bowen,6.0,6.0,West Ham,57,3.109,56,2.625,56,3.078,56,3.186
M,Diangana,5.0,5.0,West Brom,3,0.121,1,0.04,1,0.045,1,0.043
F,Ajeti,5.5,5.5,West Ham,0,0,0,0,0,0,0,0
M,Rice,4.7,4.7,West Ham,19,0.728,40,1.378,59,2.168,80,2.889
M,Soucek,5.2,5.2,West Ham,83,2.964,79,2.581,78,2.872,75,2.839
M,Fornals,5.8,5.8,West Ham,60,2.295,54,1.914,51,2.024,49,1.989
D,Diop,4.3,4.3,West Ham,58,1.903,47,1.349,45,1.572,45,1.551
D,Johnson,3.9,3.9,West Ham,24,0.941,15,0.493,15,0.61,12,0.487
G,Ruddy,4.3,4.3,Wolves,0,0,0,0,0,0,1,0.037
M,Moutinho,5.1,5.1,Wolves,52,1.761,73,2.241,74,2.336,72,2.232
G,Patrício,5.3,5.3,Wolves,89,3.583,88,3.229,88,3.398,87,3.248
D,Bennett,4.4,4.4,Wolves,0,0,0,0,0,0,0,0
D,Doherty,5.6,5.6,Spurs,33,1.237,36,1.662,36,1.569,36,1.168
D,Boly,5.4,5.4,Wolves,34,1.19,58,1.512,59,1.798,62,1.705
D,Coady,5.0,5.0,Wolves,81,2.54,76,1.806,76,2.138,71,1.799
F,Jiménez,8.1,8.1,Wolves,18,0.964,37,1.766,55,2.645,74,3.328
D,Saïss,5.0,5.0,Wolves,82,2.932,70,1.856,72,2.245,69,1.944
D,Jonny,5.4,5.4,Wolves,0,0,0,0,0,0,0,0
F,Bonatini,4.8,4.8,Wolves,0,0,0,0,0,0,0,0
M,Dendoncker,4.6,4.6,Wolves,74,2.423,62,1.975,65,2.119,64,2.05
M,Traoré,6.1,6.1,Wolves,80,3.024,78,2.795,75,2.81,76,2.767
M,Neves,5.1,5.1,Wolves,78,2.869,65,2.296,66,2.426,66,2.364
D,Buur,3.9,3.9,Wolves,0,0,0,0,0,0,0,0
M,Jota,7.0,6.9,Liverpool,59,7.6,58,4.04,59,4.055,59,4.298
M,Podence,5.3,5.3,Wolves,58,2.562,60,2.451,54,2.325,49,2.058
D,Kilman,3.9,3.9,Wolves,12,0.425,4,0.11,2,0.063,2,0.058
D,Vinagre,4.1,4.1,Wolves,0,0,0,0,0,0,0,0
G,Sarkic,4.4,4.4,Wolves,0,0,0,0,0,0,0,0
M,Gibbs-White,4.9,4.9,Wolves,21,0.871,20,0.78,16,0.647,19,0.75
M,Neto,5.6,5.6,Wolves,0,0,0,0,0,0,0,0
M,Jordao,4.3,4.3,Wolves,0,0,0,0,0,0,0,0
F,Campana,4.7,4.7,Wolves,0,0,0,0,0,0,0,0
M,Freeman,5.0,5.0,Sheffield Utd,0,0,0,0,0,0,0,0
M,Willian,7.5,7.5,Arsenal,18,1.847,0,0,20,1.068,19,0.977
D,Salisu,4.3,4.3,Southampton,70,3.609,67,2.489,66,2.041,67,1.9
M,Sean Longstaff,4.6,4.6,Newcastle,59,1.818,61,1.792,62,2.428,62,2.04
M,Pereira,5.5,5.5,West Brom,80,3.214,77,3.13,76,3.843,74,3.48
G,Hart,4.2,4.2,Spurs,0,0,0,0,0,0,0,0
G,Ramsdale,4.6,4.6,Sheffield Utd,84,3.468,87,3.13,87,3.303,87,3.5
D,Robinson,4.4,4.4,Fulham,63,2.455,64,2.121,63,1.456,64,2.693
M,Hendrick,4.5,4.5,Newcastle,2,0.066,4,0.13,4,0.163,5,0.176
D,Dann,4.2,4.2,Crystal Palace,31,2.265,23,0.79,21,0.616,22,0.409
M,Matty Longstaff,4.8,4.8,Newcastle,0,0,0,0,0,0,0,0
G,Gillespie,4.3,4.3,Newcastle,0,0,0,0,1,0.045,0,0
M,Eze,5.8,5.8,Crystal Palace,73,6.085,71,2.881,72,2.72,72,2.348
D,Thiago Silva,5.6,5.6,Chelsea,72,5.029,0,0,69,2.896,64,2.766
D,Koch,4.3,4.3,Leeds,28,0.821,26,1.04,27,0.947,25,1.143
F,Rodrigo,5.7,5.7,Leeds,40,1.807,38,1.91,37,1.826,40,2.155
M,Lemina,4.5,4.5,Fulham,57,1.942,59,1.894,58,1.682,58,2.036
D,Gabriel,4.9,4.9,Arsenal,52,3.753,0,0,45,1.813,40,1.494
M,van de Beek,6.6,6.6,Man Utd,9,1.08,0,0,13,0.56,13,0.533
D,Cash,5.0,5.0,Aston Villa,79,4.697,79,2.966,76,1.787,73,1.751
M,Murphy,4.9,4.9,Newcastle,80,2.331,76,2.158,77,2.932,78,2.484
D,Castagne,5.8,5.7,Leicester,78,6.795,0,0,68,2.001,76,2.984
D,Kipre,4.3,4.3,West Brom,0,0,0,0,0,0,0,0
M,Havertz,8.3,8.3,Chelsea,60,6.535,0,0,65,4.087,59,3.946
M,Ceballos,4.7,4.7,Arsenal,52,3.628,0,0,51,1.84,48,1.68
M,Allan,5.2,5.2,Everton,75,4.547,71,2.637,71,2.359,67,1.812
G,Walton,4.0,4.0,Brighton,0,0,0,0,0,0,0,0
F,Fabio Silva,5.2,5.2,Wolves,53,2.431,45,1.946,45,2.017,42,1.854
D,Marçal,4.7,4.7,Wolves,5,0.171,16,0.422,25,0.764,34,0.938
F,Wilson,6.5,6.5,Newcastle,66,2.871,64,2.658,65,4.206,62,3.113
M,Fraser,5.6,5.6,Newcastle,0,0,0,0,0,0,0,0
M,Rodríguez,7.7,7.7,Everton,32,3.266,50,3.298,53,2.97,57,2.214
D,Ampadu,4.3,4.3,Sheffield Utd,16,0.552,44,0.939,46,1.256,48,1.528
D,Bogle,4.3,4.3,Sheffield Utd,24,1.019,24,0.627,25,0.837,27,1.053
D,Lowe,4.2,4.2,Sheffield Utd,0,0,0,0,0,0,0,0
M,Doucouré,5.1,5.1,Everton,0,0,0,0,0,0,31,0.983
D,Lewis,4.1,4.1,Newcastle,5,0.101,5,0.08,8,0.329,2,0.058
F,Watkins,6.5,6.5,Aston Villa,79,7.657,80,4.079,80,3.512,78,3.245
M,Vitinha,4.7,4.7,Wolves,47,1.828,38,1.41,37,1.424,36,1.356
G,Areola,4.6,4.6,Fulham,88,3.757,87,3.487,88,3.209,87,3.829
D,Tete,4.3,4.3,Fulham,50,2.064,51,1.774,54,1.306,54,2.39
M,Mendy,4.2,4.2,Leicester,5,0.322,0,0,7,0.207,6,0.188
D,Dunne,3.8,3.8,Burnley,0,0,1,0.03,1,0.022,3,0.123
D,Thomas,3.9,3.9,Burnley,0,0,0,0,0,0,0,0
D,Carter-Vickers,3.9,3.9,Spurs,0,0,0,0,0,0,0,0
D,Woods,4.0,4.0,Crystal Palace,0,0,0,0,0,0,0,0
G,Forster,4.0,4.0,Southampton,77,5.834,10,0.413,12,0.457,45,1.679
M,Tella,4.3,4.3,Southampton,47,3.982,48,2.241,47,2.25,49,2.116
D,Odoi,4.2,4.2,Fulham,0,0,1,0.031,2,0.044,1,0.038
M,Elneny,4.2,4.2,Arsenal,25,1.648,0,0,23,0.772,23,0.757
G,Macey,4.0,4.0,Arsenal,0,0,0,0,0,0,0,0
G,Steele,3.9,3.9,Brighton,0,0,0,0,0,0,0,0
D,Jagielka,3.9,3.9,Sheffield Utd,6,0.217,7,0.161,10,0.286,9,0.296
D,Ivanovic,4.4,4.4,West Brom,0,0,0,0,0,0,0,0
M,Thiago,5.5,5.5,Liverpool,65,4.41,64,2.292,64,2.294,61,2.286
G,Caprile,4.0,4.0,Leeds,0,0,0,0,0,0,0,0
M,Bogusz,4.3,4.3,Leeds,0,0,0,0,0,0,0,0
D,Inniss,4.0,4.0,Crystal Palace,0,0,0,0,0,0,0,0
M,Benson,4.4,4.4,Burnley,1,0.035,1,0.037,1,0.034,1,0.038
D,Driscoll-Glennon,3.9,3.9,Burnley,0,0,1,0.03,1,0.022,2,0.083
M,Bernabé,4.5,4.5,Man City,0,0,0,0,0,0,0,0
G,Steffen,4.4,4.4,Man City,0,0,0,0,0,0,0,0
F,Delap,4.3,4.3,Man City,0,0,0,0,0,0,0,0
M,Traoré,5.8,5.8,Aston Villa,67,5.913,65,3.131,65,2.655,65,2.559
M,Ünder,5.7,5.7,Leicester,6,0.576,0,0,8,0.315,9,0.407
D,Reguilón,5.6,5.6,Spurs,78,2.791,74,3.415,72,3.124,73,2.32
M,Bale,9.1,9.1,Spurs,68,3.691,67,3.785,67,3.877,66,3.097
M,Gallagher,5.5,5.5,West Brom,80,2.302,61,1.832,62,2.108,63,2.044
D,Hoever,4.4,4.4,Wolves,6,0.201,3,0.078,3,0.09,3,0.083
D,Semedo,5.3,5.3,Wolves,73,2.5,69,1.805,66,2.025,67,1.852
G,Rúnarsson,4.4,4.4,Arsenal,0,0,0,0,0,0,0,0
G,Mendy,5.2,5.2,Chelsea,84,6.988,0,0,88,3.934,85,3.829
D,Llorente,4.4,4.4,Leeds,63,1.629,61,2.246,61,1.945,62,2.619
M,Molumby,4.5,4.5,Brighton,0,0,0,0,0,0,0,0
M,Goodridge,4.5,4.5,Burnley,0,0,0,0,0,0,0,0
M,Palmer,4.4,4.4,Man City,0,0,0,0,0,0,0,0
M,Shabani,4.4,4.4,Wolves,0,0,0,0,0,0,0,0
M,Ramsey,4.5,4.5,Aston Villa,33,2.546,28,1.144,26,0.957,25,0.901
M,Krovinovic,4.9,4.9,West Brom,0,0,0,0,0,0,0,0
D,Dias,6.1,6.1,Man City,71,2.927,66,3.28,65,2.921,65,3.074
M,Lookman,4.8,4.8,Fulham,74,3.984,72,3.528,72,2.876,71,3.94
D,Coufal,4.7,4.7,West Ham,76,2.94,72,2.347,74,3.004,73,2.953
D,Nkounkou,4.0,4.0,Everton,0,0,0,0,0,0,0,0
G,Kelleher,4.5,4.5,Liverpool,0,0,0,0,0,0,0,0
D,Fofana,5.0,5.0,Leicester,71,5.148,0,0,73,1.781,70,2.237
D,Aina,4.4,4.4,Fulham,69,2.755,69,2.355,67,1.589,69,3.002
D,Ait Nouri,5.0,5.0,Wolves,52,1.736,67,1.676,60,1.778,51,1.364
F,Carlos Vinicius,6.9,6.9,Spurs,9,0.472,10,0.526,13,0.704,11,0.512
M,Diallo,4.5,4.5,Southampton,76,4.151,72,2.149,71,2.071,72,2.01
D,Godfrey,5.0,5.0,Everton,78,4.57,76,3.77,74,2.981,73,1.222
M,Partey,4.9,4.9,Arsenal,40,2.772,0,0,39,1.39,42,1.44
D,Telles,5.3,5.3,Man Utd,19,2.308,0,0,20,1.039,23,1.09
F,Cavani,7.9,7.9,Man Utd,60,9.508,0,0,63,3.545,57,3.06
M,Raphinha,5.4,5.4,Leeds,20,0.982,43,2.347,66,3.399,75,4.348
D,Andersen,4.5,4.5,Fulham,86,3.351,83,2.717,81,1.823,80,3.354
D,Adarabioyo,4.5,4.5,Fulham,85,3.384,82,2.714,81,1.871,82,3.437
G,Olsen,4.5,4.5,Everton,0,0,1,0.049,2,0.088,2,0.07
F,Zeqiri,5.0,5.0,Brighton,0,0,0,0,0,0,0,0
M,Pellistri,5.2,5.2,Man Utd,0,0,0,0,0,0,0,0
D,Dawson,4.5,4.5,West Ham,66,2.334,62,1.888,64,2.389,61,2.252
D,Clyne,4.5,4.5,Crystal Palace,18,1.261,15,0.494,14,0.397,14,0.256
G,Henderson,4.0,4.0,Crystal Palace,0,0,0,0,0,0,0,0
F,Slimani,4.9,4.9,Leicester,0,0,0,0,0,0,0,0
G,Verrips,4.0,4.0,Sheffield Utd,0,0,0,0,0,0,0,0
M,Otasowie,4.5,4.5,Wolves,11,0.44,7,0.265,8,0.311,11,0.419
F,Grant,5.6,5.6,West Brom,5,0.228,3,0.135,4,0.209,6,0.3
G,Norris,4.0,4.0,Burnley,0,0,0,0,0,0,0,0
D,Rodon,5.0,5.0,Spurs,29,0.95,28,1.165,30,1.157,29,0.849
D,Kongolo,4.3,4.3,Fulham,0,0,0,0,0,0,0,0
G,Butland,4.5,4.5,Crystal Palace,0,0,0,0,0,0,0,0
M,Benrahma,5.9,5.9,West Ham,51,2.407,45,1.886,47,2.264,44,2.19
F,Welbeck,5.5,5.5,Brighton,70,3.281,66,3.255,66,2.548,65,2.833
D,Phillips,4.1,4.1,Liverpool,77,5.744,74,3.331,77,3.423,74,3.665
F,N'Lundulu,4.5,4.5,Southampton,5,0.505,5,0.275,5,0.287,6,0.314
F,Thompson,4.5,4.5,Burnley,0,0,0,0,0,0,0,0
F,Richardson,4.5,4.5,Burnley,0,0,0,0,0,0,0,0
G,Ziger,4.0,4.0,Chelsea,0,0,0,0,0,0,0,0
D,Rhys Williams,4.0,4.0,Liverpool,4,0.312,5,0.231,5,0.228,4,0.201
G,Trafford,4.0,4.0,Man City,0,0,0,0,0,0,0,0
F,Simms,4.5,4.5,Everton,0,0,0,0,0,0,0,0
G,Sánchez,4.6,4.6,Brighton,87,3.86,85,3.649,85,3.114,83,3.25
D,Ramsay,4.0,4.0,Southampton,0,0,2,0.072,2,0.061,2,0.057
M,Jenkins,4.5,4.5,Leeds,0,0,0,0,0,0,0,0
D,Peltier,3.9,3.9,West Brom,1,0.021,3,0.056,2,0.056,6,0.134
M,Clarkson,4.5,4.5,Liverpool,0,0,0,0,0,0,0,0
M,Anderson,4.5,4.5,Newcastle,0,0,0,0,0,0,0,0
D,Bryan,3.9,3.9,Sheffield Utd,59,2.079,48,1.043,49,1.366,47,1.531
G,Grant,4.0,4.0,Man Utd,0,0,0,0,0,0,0,0
M,Anjorin,4.5,4.5,Chelsea,0,0,0,0,0,0,0,0
G,Langley,3.9,3.9,Newcastle,0,0,0,0,0,0,0,0
M,Cain,4.5,4.5,Liverpool,0,0,0,0,0,0,0,0
G,Carson,3.9,3.9,Man City,0,0,0,0,0,0,1,0.047
M,Nmecha,4.5,4.5,Man City,0,0,0,0,0,0,0,0
M,Corbeanu,4.4,4.4,Wolves,2,0.076,1,0.037,1,0.037,0,0
M,Perry,4.4,4.4,Wolves,1,0.039,1,0.037,0,0,0,0
M,Mancini,4.4,4.4,Burnley,0,0,0,0,0,0,0,0
F,Mumbongo,4.5,4.5,Burnley,0,0,0,0,0,0,0,0
M,Cundle,4.5,4.5,Wolves,1,0.036,1,0.035,1,0.036,1,0.036
D,Richards,4.0,4.0,Wolves,0,0,0,0,0,0,0,0
D,Marques,3.9,3.9,Wolves,0,0,0,0,0,0,0,0
G,Söndergaard,4.0,4.0,Wolves,0,0,0,0,0,0,0,0
F,Hackford,4.4,4.4,Sheffield Utd,0,0,0,0,0,0,0,0
F,Huggins,4.5,4.5,Leeds,0,0,0,0,0,0,0,0
D,Cresswell,4.0,4.0,Leeds,0,0,0,0,0,0,0,0
F,Diaby,4.5,4.5,West Brom,0,0,0,0,0,0,0,0
D,Mbete,4.0,4.0,Man City,0,0,0,0,0,0,0,0
D,Harwood-Bellis,4.0,4.0,Man City,0,0,0,0,0,0,0,0
M,Chauke,4.4,4.4,Southampton,1,0.066,0,0,1,0.035,1,0.033
G,Lewis,4.0,4.0,Southampton,0,0,0,0,0,0,0,0
F,Cutrone,5.9,5.9,Wolves,0,0,0,0,0,0,0,0
M,Tau,4.9,4.9,Brighton,0,0,1,0.053,0,0,0,0
M,Moder,5.0,5.0,Brighton,35,1.394,35,1.417,35,1.177,33,1.205
D,Lonwijk,3.9,3.9,Wolves,0,0,0,0,0,0,0,0
M,Khadra,4.5,4.5,Brighton,0,0,0,0,0,0,0,0
M,Jenks,4.5,4.5,Brighton,0,0,0,0,0,0,0,0
M,Sanders,4.5,4.5,Brighton,0,0,0,0,0,0,0,0
M,Weir,4.5,4.5,Brighton,0,0,0,0,0,0,0,0
M,Ferry,4.5,4.5,Southampton,1,0.076,0,0,1,0.041,1,0.038
D,Tchaptchet,4.0,4.0,Southampton,1,0.053,2,0.073,3,0.093,4,0.115
M,Watts,4.5,4.5,Southampton,4,0.265,3,0.105,4,0.139,3,0.1
D,Alves,4.0,4.0,West Ham,0,0,0,0,0,0,0,0
F,Odubeko,4.5,4.5,West Ham,0,0,0,0,0,0,0,0
G,Lonergan,4.0,4.0,West Brom,0,0,0,0,0,0,0,0
M,Diallo,5.4,5.4,Man Utd,3,0.347,0,0,2,0.082,3,0.119
F,Mateta,5.4,5.4,Crystal Palace,6,0.701,7,0.397,8,0.419,8,0.357
F,Willian José,6.8,6.8,Wolves,42,1.882,37,1.565,30,1.331,24,1.056
M,Jankewitz,4.5,4.5,Southampton,2,0.148,2,0.079,2,0.08,3,0.113
M,Onyango,4.5,4.5,Everton,0,0,0,0,0,0,0,0
M,Ødegaard,5.7,5.7,Arsenal,65,5.853,0,0,65,3.043,60,2.713
D,Gordon,4.0,4.0,Sheffield Utd,0,0,0,0,0,0,0,0
M,Sanson,5.5,5.5,Aston Villa,0,0,17,0.707,24,0.889,31,1.103
F,Diagne,6.0,6.0,West Brom,78,2.996,72,2.915,70,3.427,71,3.315
D,Bueno,4.0,4.0,Wolves,0,0,0,0,0,0,0,0
M,Devine,4.4,4.4,Spurs,0,0,0,0,0,0,0,0
F,King,5.1,5.1,Everton,12,1.085,13,0.679,14,0.663,15,0.582
D,Kabak,5.0,5.0,Liverpool,82,6.358,78,3.586,80,3.63,79,3.986
D,Davies,4.7,4.7,Liverpool,0,0,0,0,0,0,0,0
M,Yokuslu,4.5,4.5,West Brom,86,2.238,79,2.035,80,2.308,74,2.072
M,Finnigan,4.5,4.5,Southampton,1,0.075,1,0.04,1,0.041,1,0.039
M,Ndiaye,4.5,4.5,Sheffield Utd,0,0,0,0,0,0,0,0
M,Brunt,4.5,4.5,Sheffield Utd,0,0,0,0,0,0,0,0
D,Nartey,4.0,4.0,Burnley,0,0,1,0.03,1,0.022,2,0.084
M,Gomes,4.5,4.5,Man City,0,0,0,0,0,0,0,0
D,Daley-Campbell,4.0,4.0,Leicester,0,0,0,0,0,0,0,0
M,Leshabela,4.4,4.4,Leicester,0,0,0,0,1,0.037,1,0.041
G,McGill,3.9,3.9,Brighton,0,0,0,0,0,0,0,0
D,Karbownik,4.5,4.5,Brighton,1,0.039,1,0.038,1,0.024,1,0.031
M,Caicedo,5.0,5.0,Brighton,1,0.042,1,0.043,1,0.036,1,0.039
F,Maja,5.2,5.2,Fulham,44,2.455,46,2.348,44,1.878,48,2.704
