Pos,Name,BV,SV,Team,38_xMins,38_Pts
G,Caprile,4.0,4.0,Leeds,0,0
M,Bogusz,4.3,4.3,Leeds,0,0
D,Inniss,4.0,4.0,Crystal Palace,0,0
M,Benson,4.4,4.4,Burnley,2,0.077
D,Driscoll-Glennon,3.9,3.9,Burnley,0,0
M,Bernabé,4.5,4.5,Man City,0,0
G,Steffen,4.4,4.4,Man City,0,0
F,Delap,4.2,4.2,Man City,0,0
M,Traoré,5.8,5.8,Aston Villa,67,2.495
M,Ünder,5.7,5.7,Leicester,1,0.053
D,Reguilón,5.5,5.5,Spurs,81,2.065
M,Bale,9.2,9.2,Spurs,54,2.529
M,Gallagher,5.5,5.5,West Brom,73,2.291
D,Hoever,4.4,4.4,Wolves,13,0.424
D,Semedo,5.1,5.1,Wolves,71,2.473
G,Rúnarsson,4.4,4.4,Arsenal,0,0
G,Mendy,5.3,5.3,Chelsea,87,3.958
D,Llorente,4.4,4.4,Leeds,0,0
M,Molumby,4.5,4.5,Brighton,0,0
M,Goodridge,4.5,4.5,Burnley,0,0
M,Palmer,4.4,4.4,Man City,0,0
M,Shabani,4.4,4.4,Wolves,0,0
M,Ramsey,4.5,4.5,Aston Villa,27,0.898
M,Krovinovic,4.9,4.9,West Brom,0,0
D,Dias,5.9,5.9,Man City,45,2.019
M,Lookman,4.7,4.7,Fulham,21,1.332
D,Coufal,4.8,4.7,West Ham,84,3.631
D,Nkounkou,4.0,4.0,Everton,0,0
G,Kelleher,4.5,4.5,Liverpool,0,0
D,Fofana,5.0,5.0,Leicester,85,2.732
D,Aina,4.3,4.3,Fulham,58,2.154
D,Ait Nouri,5.0,5.0,Wolves,62,2.182
F,Carlos Vinicius,6.9,6.9,Spurs,2,0.102
M,Diallo,4.5,4.5,Southampton,14,0.444
D,Godfrey,5.1,5.1,Everton,80,1.389
M,Partey,4.9,4.9,Arsenal,42,1.636
D,Telles,5.3,5.3,Man Utd,40,1.356
F,Cavani,8.0,8.0,Man Utd,44,2.261
M,Raphinha,5.6,5.5,Leeds,83,5.551
D,Andersen,4.5,4.5,Fulham,86,3.006
D,Adarabioyo,4.5,4.5,Fulham,86,2.956
G,Olsen,4.5,4.5,Everton,1,0.035
F,Zeqiri,5.0,5.0,Brighton,44,1.861
M,Pellistri,5.2,5.2,Man Utd,0,0
D,Dawson,4.5,4.5,West Ham,81,3.252
D,Clyne,4.5,4.5,Crystal Palace,5,0.066
G,Henderson,4.0,4.0,Crystal Palace,0,0
F,Slimani,4.9,4.9,Leicester,0,0
G,Verrips,4.0,4.0,Sheffield Utd,0,0
M,Otasowie,4.5,4.5,Wolves,4,0.142
F,Grant,5.6,5.6,West Brom,8,0.416
G,Norris,4.0,4.0,Burnley,19,0.759
D,Rodon,4.9,4.9,Spurs,5,0.122
D,Kongolo,4.3,4.3,Fulham,0,0
G,Butland,4.5,4.5,Crystal Palace,0,0
M,Benrahma,5.9,5.9,West Ham,68,3.865
F,Welbeck,5.5,5.5,Brighton,1,0.049
D,Phillips,4.2,4.2,Liverpool,86,4.45
F,N'Lundulu,4.5,4.5,Southampton,0,0
F,Thompson,4.5,4.5,Burnley,0,0
F,Richardson,4.5,4.5,Burnley,0,0
G,Ziger,4.0,4.0,Chelsea,0,0
D,Rhys Williams,4.0,4.0,Liverpool,78,3.991
G,Trafford,4.0,4.0,Man City,0,0
F,Simms,4.5,4.5,Everton,0,0
G,Sánchez,4.5,4.5,Brighton,88,3.19
D,Ramsay,4.0,4.0,Southampton,0,0
M,Jenkins,4.5,4.5,Leeds,0,0
D,Peltier,3.9,3.9,West Brom,0,0
M,Clarkson,4.5,4.5,Liverpool,0,0
M,Anderson,4.5,4.5,Newcastle,0,0
D,Bryan,3.9,3.9,Sheffield Utd,22,0.686
G,Grant,4.0,4.0,Man Utd,0,0
M,Anjorin,4.5,4.5,Chelsea,0,0
G,Langley,3.9,3.9,Newcastle,9,0.332
M,Cain,4.5,4.5,Liverpool,0,0
G,Carson,3.9,3.9,Man City,0,0
M,Nmecha,4.5,4.5,Man City,0,0
M,Corbeanu,4.4,4.4,Wolves,0,0
M,Perry,4.4,4.4,Wolves,1,0.044
M,Mancini,4.4,4.4,Burnley,0,0
F,Mumbongo,4.5,4.5,Burnley,0,0
M,Cundle,4.5,4.5,Wolves,1,0.043
D,Richards,4.0,4.0,Wolves,0,0
D,Marques,3.9,3.9,Wolves,0,0
G,Söndergaard,4.0,4.0,Wolves,0,0
F,Hackford,4.4,4.4,Sheffield Utd,1,0.054
F,Huggins,4.5,4.5,Leeds,0,0
D,Cresswell,4.0,4.0,Leeds,0,0
F,Diaby,4.5,4.5,West Brom,0,0
D,Mbete,4.0,4.0,Man City,0,0
D,Harwood-Bellis,4.0,4.0,Man City,0,0
M,Chauke,4.4,4.4,Southampton,0,0
G,Lewis,4.0,4.0,Southampton,0,0
F,Cutrone,5.9,5.9,Wolves,0,0
M,Tau,4.9,4.9,Brighton,6,0.267
M,Moder,5.0,5.0,Brighton,58,2.046
D,Lonwijk,3.9,3.9,Wolves,0,0
M,Khadra,4.5,4.5,Brighton,0,0
M,Jenks,4.5,4.5,Brighton,0,0
M,Sanders,4.5,4.5,Brighton,0,0
M,Weir,4.5,4.5,Brighton,0,0
M,Ferry,4.5,4.5,Southampton,0,0
D,Tchaptchet,4.0,4.0,Southampton,0,0
M,Watts,4.5,4.5,Southampton,0,0
D,Alves,4.0,4.0,West Ham,0,0
F,Odubeko,4.5,4.5,West Ham,0,0
G,Lonergan,4.0,4.0,West Brom,0,0
M,Diallo,5.4,5.4,Man Utd,17,0.705
F,Mateta,5.3,5.3,Crystal Palace,7,0.303
F,Willian José,6.8,6.8,Wolves,47,2.438
M,Jankewitz,4.5,4.5,Southampton,0,0
M,Onyango,4.5,4.5,Everton,0,0
M,Ødegaard,5.6,5.6,Arsenal,46,2.365
D,Gordon,4.0,4.0,Sheffield Utd,0,0
M,Sanson,5.5,5.5,Aston Villa,0,0
F,Diagne,6.0,6.0,West Brom,35,1.661
D,Bueno,4.0,4.0,Wolves,0,0
M,Devine,4.4,4.4,Spurs,0,0
F,King,5.0,5.0,Everton,13,0.52
D,Kabak,5.0,5.0,Liverpool,0,0
D,Davies,4.7,4.7,Liverpool,0,0
M,Yokuslu,4.5,4.5,West Brom,79,2.277
M,Finnigan,4.5,4.5,Southampton,0,0
M,Ndiaye,4.5,4.5,Sheffield Utd,0,0
M,Brunt,4.5,4.5,Sheffield Utd,0,0
D,Nartey,4.0,4.0,Burnley,0,0
M,Gomes,4.5,4.5,Man City,0,0
D,Daley-Campbell,4.0,4.0,Leicester,0,0
M,Leshabela,4.4,4.4,Leicester,0,0
G,McGill,3.9,3.9,Brighton,0,0
D,Karbownik,4.5,4.5,Brighton,4,0.102
M,Caicedo,5.0,5.0,Brighton,0,0
F,Maja,5.1,5.1,Fulham,37,2.27
F,Scarlett,4.5,4.5,Spurs,0,0
F,Gelhardt,4.5,4.5,Leeds,0,0
M,Coventry,4.5,4.5,West Ham,0,0
D,Baptiste,4.0,4.0,West Ham,0,0
M,Maguire,4.4,4.4,Sheffield Utd,0,0
M,Hayden,4.5,4.5,Aston Villa,0,0
M,Chukwuemeka,4.5,4.5,Aston Villa,2,0.074
M,Shoretire,4.4,4.4,Man Utd,0,0
G,Trott,4.0,4.0,West Ham,0,0
D,Hannam,4.0,4.0,Crystal Palace,0,0
M,Tavares,4.4,4.4,Leicester,0,0
G,Hughes,4.0,4.0,Liverpool,0,0
G,Ojrzynski,4.0,4.0,Liverpool,0,0
D,John,4.0,4.0,Everton,0,0
M,Broadhead,4.5,4.5,Everton,0,0
D,Astley,4.0,4.0,Everton,0,0
G,Tyrer,4.0,4.0,Everton,0,0
M,Philogene-Bidace,4.4,4.4,Aston Villa,3,0.108
M,Flynn,4.5,4.5,Leicester,0,0
D,Berardi,4.0,4.0,Leeds,14,0.554
G,Bishop,4.0,4.0,Man Utd,0,0
M,Suengchitthawon,4.5,4.5,Leicester,0,0
M,Rak-Sakyi,4.5,4.5,Crystal Palace,4,0.135
M,Azeez,4.5,4.5,Arsenal,0,0
D,Welch,4.0,4.0,Everton,0,0
M,Price,4.5,4.5,Everton,0,0
F,Greenwood,4.5,4.5,Leeds,0,0
M,Summerville,4.4,4.4,Leeds,2,0.104
D,Drameh,4.0,4.0,Leeds,3,0.132
M,Carvalho,4.5,4.5,Fulham,25,1.448
M,Woodburn,4.5,4.5,Liverpool,0,0
D,Koumetio,4.0,4.0,Liverpool,2,0.108
D,Livramento,4.0,4.0,Chelsea,0,0
F,Jebbison,4.5,4.5,Sheffield Utd,60,2.908
D,Taylor,4.0,4.0,West Brom,0,0
M,Gardner-Hickman,4.5,4.5,West Brom,1,0.033
M,Elanga,4.5,4.5,Man Utd,1,0.046
M,Maswanhise,4.5,4.5,Leicester,1,0.044
D,Boyes,4.0,4.0,Sheffield Utd,1,0.031
M,Seriki,4.5,4.5,Sheffield Utd,8,0.384
M,King,4.5,4.5,West Brom,4,0.133
M,King,4.5,4.5,West Brom,4,0.133
