Pos,Name,BV,SV,Team,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
M,Saint-Maximin,5.1,5.1,Newcastle,62,2.523,61,2.292,62,3.596,59,2.648
M,Almirón,5.6,5.6,Newcastle,74,2.618,72,2.38,71,3.437,71,2.747
F,Joelinton,5.7,5.7,Newcastle,56,2.065,56,1.947,57,2.779,53,2.098
F,Muto,4.8,4.8,Newcastle,0,,0,,0,,0,
D,Watts,3.9,3.9,Newcastle,0,,0,,0,,0,
F,Sharp,5.5,5.5,Sheffield Utd,0,,0,,0,,0,
F,McGoldrick,5.2,5.2,Sheffield Utd,71,3.14,67,2.549,67,2.866,65,2.987
D,Basham,4.6,4.6,Sheffield Utd,78,2.53,77,1.576,76,2.013,72,2.239
M,Fleck,5.6,5.6,Sheffield Utd,70,2.29,73,2.092,68,2.129,70,2.297
D,Stevens,5.0,5.0,Sheffield Utd,82,2.958,80,1.84,79,2.355,79,2.765
G,Moore,4.3,4.3,Sheffield Utd,0,,0,,0,,0,
M,Norwood,4.5,4.5,Sheffield Utd,59,2.264,55,1.846,58,2.134,58,2.248
G,Foderingham,4.3,4.3,Sheffield Utd,0,0,2,0.072,1,0.038,2,0.08
D,Baldock,4.9,4.9,Sheffield Utd,70,2.415,70,1.538,69,1.961,70,2.332
D,Jack Robinson,4.2,4.2,Sheffield Utd,0,,0,,0,,0,
D,Egan,4.7,4.7,Sheffield Utd,81,2.714,79,1.674,78,2.142,79,2.546
D,O'Connell,4.7,4.7,Sheffield Utd,0,,0,,0,,0,
M,Lundstram,4.9,4.9,Sheffield Utd,26,1.005,29,0.994,31,1.148,30,1.163
M,Osborn,4.7,4.7,Sheffield Utd,30,1.134,32,1.083,34,1.234,30,1.14
F,McBurnie,5.6,5.6,Sheffield Utd,0,,0,,0,,0,
F,Callum Robinson,5.2,5.2,West Brom,49,1.993,47,1.855,49,2.221,49,2.125
F,Mousset,5.8,5.8,Sheffield Utd,18,0.875,17,0.725,17,0.796,19,0.945
M,Berge,4.9,4.9,Sheffield Utd,77,2.605,75,2.256,74,2.407,73,2.5
F,Long,5.1,5.1,Southampton,0,,0,,0,,0,
D,Bertrand,5.0,5.0,Southampton,0,,0,,0,,0,
G,McCarthy,4.4,4.4,Southampton,44,3.439,43,1.772,43,1.631,46,1.703
M,Oriol Romeu,4.5,4.5,Southampton,0,,0,,0,,0,
M,Redmond,6.4,6.4,Southampton,68,5.851,69,3.2,68,3.223,67,2.869
F,Ings,8.4,8.4,Southampton,0,,0,,0,,0,
D,Stephens,4.6,4.6,Southampton,5,0.291,5,0.179,7,0.209,9,0.248
M,Armstrong,5.5,5.5,Southampton,72,5.483,71,2.889,68,2.817,69,2.626
D,Vestergaard,4.7,4.7,Southampton,85,5.177,84,3.201,83,2.618,83,2.401
M,Ward-Prowse,5.8,5.8,Southampton,85,7.419,81,3.884,84,4.107,80,3.486
G,Gunn,4.3,4.3,Southampton,0,,0,,0,,0,
M,Boufal,5.4,5.4,Southampton,0,,0,,0,,0,
M,Reed,4.4,4.4,Fulham,70,2.3,71,2.141,74,1.997,71,2.328
M,Sims,4.3,4.3,Southampton,0,,0,,0,,0,
D,Walker-Peters,4.7,4.7,Southampton,83,4.751,82,2.949,80,2.354,79,2.141
D,Bednarek,4.7,4.7,Southampton,85,4.626,83,2.861,83,2.317,81,2.085
F,Adams,5.7,5.7,Southampton,65,6.238,63,3.289,62,3.408,61,2.998
D,Valery,4.7,4.7,Southampton,0,,0,,0,,0,
M,Smallbone,4.3,4.3,Southampton,0,,0,,0,,0,
D,Vokins,3.9,3.9,Southampton,0,,0,,0,,0,
F,Obafemi,4.6,4.6,Southampton,3,0.293,7,0.361,7,0.375,7,0.341
M,Djenepo,5.4,5.4,Southampton,50,3.638,53,2.038,50,1.95,53,1.906
G,Lloris,5.6,5.6,Spurs,88,3.483,89,4.018,87,3.746,87,3.379
D,Rose,4.7,4.7,Spurs,0,,0,,0,,0,
M,Sissoko,4.7,4.7,Spurs,23,0.808,24,0.892,20,0.747,24,0.8
D,Alderweireld,5.4,5.4,Spurs,53,1.676,56,2.383,57,2.249,58,1.725
M,Lamela,5.7,5.7,Spurs,35,1.609,37,1.792,36,1.774,34,1.393
F,Kane,11.9,11.7,Spurs,84,5.781,82,5.809,80,5.946,79,4.633
D,Aurier,5.2,5.2,Spurs,24,0.896,26,1.269,28,1.291,27,0.917
M,Son,9.6,9.3,Spurs,78,4.273,74,4.325,76,4.536,73,3.541
D,Dier,4.6,4.6,Spurs,57,1.835,56,2.403,59,2.366,54,1.625
M,Lucas Moura,6.6,6.7,Spurs,55,2.631,58,2.923,58,2.978,58,2.454
G,Gazzaniga,4.3,4.3,Spurs,0,,0,,0,,0,
M,Alli,7.4,7.4,Spurs,13,0.696,16,0.897,18,1.034,17,0.801
D,Davies,4.5,4.5,Spurs,0,,0,,0,,0,
M,Højbjerg,4.9,4.9,Spurs,82,2.39,79,2.527,80,2.53,79,2.214
M,Winks,5.1,5.1,Spurs,5,0.16,5,0.169,6,0.203,5,0.154
D,Sánchez,5.2,5.2,Spurs,43,1.294,36,1.459,32,1.204,37,1.061
D,Sessegnon,4.7,4.7,Spurs,0,,0,,0,,0,
M,Bergwijn,7.0,7.0,Spurs,4,0.185,5,0.24,4,0.195,5,0.209
M,Fernandes,4.7,4.7,Spurs,0,,0,,0,,0,
D,Tanganga,4.9,4.9,Spurs,3,0.096,5,0.209,4,0.157,6,0.179
M,Lo Celso,6.9,6.9,Spurs,44,1.739,44,1.862,46,1.956,44,1.587
M,Skipp,4.4,4.4,Spurs,0,,0,,0,,0,
M,Ndombele,5.9,5.9,Spurs,54,1.918,54,2.055,55,2.086,56,1.859
D,Foyth,4.3,4.3,Spurs,0,,0,,0,,0,
D,Gibbs,4.3,4.3,West Brom,11,0.268,11,0.234,14,0.437,15,0.387
F,Robson-Kanu,5.2,5.2,West Brom,12,0.571,14,0.639,13,0.697,16,0.823
M,Livermore,4.7,4.7,West Brom,12,0.39,15,0.475,15,0.518,13,0.436
M,Grosicki,5.2,5.2,West Brom,0,0,0,0,0,0,0,0
M,Phillips,5.1,5.1,West Brom,57,2.092,57,2.014,55,2.241,55,2.142
D,Bartley,4.4,4.4,West Brom,80,1.8,78,1.496,78,2.351,75,1.819
M,Sawyers,4.6,4.6,West Brom,4,0.127,6,0.187,6,0.2,8,0.26
D,Hegazi,4.1,4.1,West Brom,0,,0,,0,,0,
F,Austin,5.1,5.1,West Brom,0,,0,,0,,0,
F,Zohore,4.8,4.8,West Brom,0,,0,,0,,0,
G,Johnstone,4.6,4.6,West Brom,89,3.263,88,3.165,87,3.397,86,3.181
D,Townsend,4.4,4.4,West Brom,81,1.787,80,1.504,76,2.235,79,1.864
D,Ajayi,4.8,4.8,West Brom,48,1.185,46,0.982,48,1.55,48,1.272
M,Leko,4.5,4.5,West Brom,0,,0,,0,,0,
M,Edwards,4.7,4.7,West Brom,0,0,0,0,0,0,1,0.037
D,Furlong,4.5,4.5,West Brom,83,1.866,80,1.538,80,2.397,78,1.888
M,Field,4.8,4.8,West Brom,0,,0,,0,,0,
M,Burke,4.1,4.1,Sheffield Utd,43,2.009,46,1.82,43,1.91,44,2.088
D,O'Shea,4.2,4.2,West Brom,67,1.362,71,1.211,67,1.818,68,1.473
M,Harper,4.3,4.3,West Brom,0,,0,,0,,0,
M,Noble,4.5,4.5,West Ham,39,1.542,29,1.086,17,0.724,18,0.786
M,Snodgrass,5.6,5.6,West Brom,23,0.87,26,0.945,26,1.08,28,1.11
G,Martin,3.9,3.9,West Ham,0,,0,,0,,0,
G,Randolph,4.3,4.3,West Ham,2,0.081,4,0.157,3,0.126,2,0.083
G,Fabianski,5.0,5.0,West Ham,87,3.504,86,3.361,86,3.6,87,3.605
D,Ogbonna,4.7,4.7,West Ham,85,2.669,83,2.412,82,2.902,80,2.786
G,Roberto,4.5,4.5,West Ham,0,,0,,0,,0,
M,Wilshere,4.9,4.9,West Ham,0,,0,,0,,0,
D,Cresswell,5.6,5.6,West Ham,36,1.32,52,1.721,67,2.746,70,2.859
M,Yarmolenko,5.5,5.5,West Ham,47,2.275,44,1.939,41,2.111,41,2.187
F,Antonio,6.4,6.4,West Ham,40,2.331,56,2.863,73,4.238,74,4.489
D,Fredericks,4.2,4.2,West Ham,8,0.284,5,0.161,6,0.239,5,0.199
M,Lanzini,6.4,6.4,West Ham,19,0.851,16,0.667,11,0.519,13,0.635
M,Felipe Anderson,6.1,6.1,West Ham,0,,0,,0,,0,
F,Haller,6.1,6.1,West Ham,0,,0,,0,,0,
D,Masuaku,4.3,4.3,West Ham,24,0.857,31,1.005,42,1.687,39,1.561
D,Balbuena,4.1,4.1,West Ham,10,0.327,7,0.213,7,0.255,6,0.216
F,Hugill,5.5,5.5,West Ham,0,,0,,0,,0,
M,Bowen,6.0,6.0,West Ham,68,3.81,64,3.266,62,3.739,59,3.708
M,Diangana,5.0,5.0,West Brom,2,0.081,1,0.039,2,0.089,2,0.086
F,Ajeti,5.5,5.5,West Ham,0,,0,,0,,0,
M,Rice,4.7,4.7,West Ham,39,1.316,61,1.901,81,2.619,81,2.671
M,Soucek,5.2,5.3,West Ham,84,2.926,81,2.663,80,2.97,78,2.974
M,Fornals,5.8,5.8,West Ham,53,2.037,47,1.713,41,1.681,45,1.875
D,Diop,4.3,4.3,West Ham,50,1.575,47,1.367,43,1.524,42,1.472
D,Johnson,3.9,3.9,West Ham,28,1.028,22,0.733,16,0.659,16,0.659
G,Ruddy,4.3,4.3,Wolves,1,0.041,1,0.037,2,0.077,1,0.037
M,Moutinho,5.1,5.1,Wolves,74,2.471,75,2.3,73,2.323,72,2.244
G,Patrício,5.3,5.3,Wolves,87,3.605,88,3.229,87,3.367,87,3.248
D,Bennett,4.4,4.4,Wolves,0,,0,,0,,0,
D,Doherty,5.6,5.6,Spurs,46,1.622,46,2.117,48,2.084,46,1.49
D,Boly,5.4,5.4,Wolves,74,2.663,71,1.82,73,2.195,68,1.849
D,Coady,5.0,5.0,Wolves,76,2.558,76,1.805,76,2.137,73,1.845
F,Jiménez,8.1,8.1,Wolves,36,1.915,54,2.517,75,3.517,74,3.372
D,Saïss,5.0,5.0,Wolves,70,2.624,68,1.798,68,2.117,71,1.991
D,Jonny,5.4,5.4,Wolves,0,,0,,0,,0,
F,Bonatini,4.8,4.8,Wolves,0,,0,,0,,0,
M,Dendoncker,4.6,4.6,Wolves,64,2.228,65,2.089,64,2.123,64,2.086
M,Traoré,6.1,6.1,Wolves,79,3.109,76,2.753,73,2.766,76,2.785
M,Neves,5.1,5.1,Wolves,68,2.66,69,2.46,68,2.534,70,2.53
D,Buur,3.9,3.9,Wolves,0,,0,,0,,0,
M,Jota,7.0,6.9,Liverpool,54,3.863,55,3.774,51,3.466,55,3.951
M,Podence,5.3,5.3,Wolves,58,2.538,59,2.339,56,2.322,54,2.182
D,Kilman,3.9,3.9,Wolves,1,0.034,1,0.025,1,0.029,1,0.026
D,Vinagre,4.1,4.1,Wolves,0,,0,,0,,0,
G,Sarkic,4.4,4.4,Wolves,0,,0,,0,,0,
M,Gibbs-White,4.9,4.9,Wolves,16,0.68,13,0.518,14,0.575,16,0.642
M,Neto,5.6,5.6,Wolves,0,,0,,0,,0,
M,Jordao,4.3,4.3,Wolves,0,,0,,0,,0,
F,Campana,4.7,4.7,Wolves,0,0,0,0,0,0,0,0
M,Freeman,5.0,5.0,Sheffield Utd,0,,0,,0,,0,
M,Willian,7.5,7.5,Arsenal,3,0.283,0,0,6,0.298,6,0.289
D,Salisu,4.3,4.3,Southampton,67,3.995,66,2.457,67,2.073,69,1.953
M,Sean Longstaff,4.6,4.6,Newcastle,61,1.887,60,1.762,57,2.237,60,1.976
M,Pereira,5.5,5.5,West Brom,72,3.176,72,3.009,71,3.676,70,3.39
G,Hart,4.2,4.2,Spurs,1,0.039,0,0,2,0.085,1,0.038
G,Ramsdale,4.6,4.6,Sheffield Utd,88,3.582,87,3.13,87,3.3,87,3.5
D,Robinson,4.4,4.4,Fulham,67,2.85,67,2.215,65,1.497,66,2.767
M,Hendrick,4.5,4.5,Newcastle,9,0.311,8,0.265,11,0.466,9,0.326
D,Dann,4.2,4.2,Crystal Palace,5,0.374,3,0.104,4,0.119,4,0.078
M,Matty Longstaff,4.8,4.8,Newcastle,0,0,0,0,0,0,0,0
G,Gillespie,4.3,4.3,Newcastle,0,0,0,0,0,0,0,0
M,Eze,5.8,5.8,Crystal Palace,71,5.929,68,2.814,68,2.629,67,2.233
D,Thiago Silva,5.6,5.6,Chelsea,71,4.808,0,0,68,2.866,67,2.898
D,Koch,4.3,4.3,Leeds,26,0.773,26,1.005,28,0.949,25,1.102
F,Rodrigo,5.7,5.7,Leeds,45,2.092,42,2.118,38,1.892,43,2.331
M,Lemina,4.5,4.5,Fulham,56,1.975,56,1.816,56,1.639,58,2.051
D,Gabriel,4.9,4.9,Arsenal,12,0.8,0,0,13,0.518,14,0.516
M,van de Beek,6.6,6.6,Man Utd,11,1.05,0,0,13,0.661,14,0.67
D,Cash,5.0,5.0,Aston Villa,73,4.23,72,2.73,70,1.662,71,1.715
M,Murphy,4.9,4.9,Newcastle,73,2.222,73,2.098,72,2.791,68,2.226
D,Castagne,5.8,5.7,Leicester,60,5.096,0,0,61,1.805,58,2.295
D,Kipre,4.3,4.3,West Brom,0,,0,,0,,0,
M,Havertz,8.2,8.2,Chelsea,48,5.541,0,0,53,3.369,50,3.369
M,Ceballos,4.7,4.7,Arsenal,48,3.449,0,0,47,1.775,45,1.642
M,Allan,5.2,5.2,Everton,68,4.349,70,2.65,67,2.275,60,1.667
G,Walton,4.0,4.0,Brighton,0,0,0,0,0,0,0,0
F,Fabio Silva,5.2,5.2,Wolves,39,1.806,36,1.535,32,1.428,35,1.514
D,Marçal,4.7,4.7,Wolves,20,0.737,29,0.774,40,1.242,42,1.176
F,Wilson,6.5,6.5,Newcastle,65,2.926,65,2.694,64,4.151,63,3.165
M,Fraser,5.6,5.6,Newcastle,0,,0,,0,,0,
M,Rodríguez,7.7,7.7,Everton,60,6.238,61,4.01,61,3.412,59,2.294
D,Ampadu,4.3,4.3,Sheffield Utd,46,1.541,47,1.009,48,1.319,51,1.634
D,Bogle,4.3,4.3,Sheffield Utd,23,0.914,23,0.598,24,0.8,26,1.009
D,Lowe,4.2,4.2,Sheffield Utd,0,0,0,0,0,0,1,0.033
M,Doucouré,5.1,5.1,Everton,0,0,0,0,0,0,35,1.1
D,Lewis,4.1,4.1,Newcastle,1,0.023,2,0.033,3,0.125,2,0.059
F,Watkins,6.5,6.6,Aston Villa,77,7.337,78,4.008,77,3.418,75,3.147
M,Vitinha,4.7,4.7,Wolves,25,1.042,23,0.894,21,0.846,22,0.865
G,Areola,4.6,4.6,Fulham,89,3.975,87,3.493,88,3.212,88,3.884
D,Tete,4.3,4.3,Fulham,55,2.476,57,1.988,62,1.496,60,2.668
M,Mendy,4.2,4.2,Leicester,5,0.315,0,0,6,0.176,6,0.186
D,Dunne,3.8,3.8,Burnley,1,0.031,2,0.059,2,0.043,3,0.122
D,Thomas,3.9,3.9,Burnley,0,,0,,0,,0,
D,Carter-Vickers,3.9,3.9,Spurs,0,,0,,0,,0,
D,Woods,4.0,4.0,Crystal Palace,0,,0,,0,,0,
G,Forster,4.0,4.0,Southampton,45,3.534,46,1.905,46,1.754,42,1.563
M,Tella,4.3,4.3,Southampton,48,4.219,44,2.087,50,2.414,53,2.296
D,Odoi,4.2,4.2,Fulham,1,0.039,1,0.031,3,0.067,2,0.076
M,Elneny,4.2,4.2,Arsenal,12,0.787,0,0,15,0.507,15,0.497
G,Macey,4.0,4.0,Arsenal,0,,0,0,0,,0,
G,Steele,3.9,3.9,Brighton,0,0,0,0,0,0,0,0
D,Jagielka,3.9,3.9,Sheffield Utd,8,0.276,10,0.23,12,0.345,11,0.366
D,Ivanovic,4.4,4.4,West Brom,0,,0,,0,,0,
M,Thiago,5.5,5.5,Liverpool,67,2.4,66,2.343,66,2.346,59,2.206
G,Caprile,4.0,4.0,Leeds,0,0,1,0.041,0,0,0,0
M,Bogusz,4.3,4.3,Leeds,0,,0,,0,,0,
D,Inniss,4.0,4.0,Crystal Palace,0,,0,,0,,0,
M,Benson,4.4,4.4,Burnley,1,0.036,2,0.075,1,0.034,2,0.078
D,Driscoll-Glennon,3.9,3.9,Burnley,1,0.032,2,0.06,2,0.043,3,0.125
M,Bernabé,4.5,4.5,Man City,0,0,0,0,0,0,0,0
G,Steffen,4.4,4.4,Man City,0,0,0,0,0,0,0,0
F,Delap,4.3,4.3,Man City,0,0,0,0,0,0,0,0
M,Traoré,5.8,5.8,Aston Villa,66,5.801,67,3.233,66,2.703,65,2.564
M,Ünder,5.7,5.7,Leicester,7,0.659,0,0,10,0.396,10,0.457
D,Reguilón,5.6,5.6,Spurs,69,2.468,71,3.361,68,3.027,66,2.151
M,Bale,9.1,9.1,Spurs,55,2.95,53,3.022,52,3.033,52,2.471
M,Gallagher,5.5,5.5,West Brom,60,1.906,59,1.818,63,2.189,60,2.005
D,Hoever,4.4,4.4,Wolves,5,0.17,5,0.125,3,0.087,5,0.132
D,Semedo,5.3,5.3,Wolves,65,2.405,63,1.677,63,1.961,59,1.66
G,Rúnarsson,4.4,4.4,Arsenal,0,0,0,0,0,0,0,0
G,Mendy,5.2,5.2,Chelsea,83,6.767,0,0,85,3.787,82,3.685
D,Llorente,4.4,4.4,Leeds,61,1.695,65,2.39,60,1.914,63,2.659
M,Molumby,4.5,4.5,Brighton,0,,0,,0,,0,
M,Goodridge,4.5,4.5,Burnley,0,,0,,0,,0,
M,Palmer,4.4,4.4,Man City,0,0,0,0,0,0,0,0
M,Shabani,4.4,4.4,Wolves,0,,0,,0,,0,
M,Ramsey,4.5,4.5,Aston Villa,39,2.954,40,1.618,45,1.606,38,1.341
M,Krovinovic,4.9,4.9,West Brom,0,,0,,0,,0,
D,Dias,6.1,6.1,Man City,83,3.194,75,3.72,75,3.355,74,3.493
M,Lookman,4.8,4.8,Fulham,74,3.976,74,3.557,74,2.904,72,3.922
D,Coufal,4.7,4.7,West Ham,63,2.364,59,2,58,2.455,59,2.495
D,Nkounkou,4.0,4.0,Everton,0,0,0,0,1,0.041,1,0.019
G,Kelleher,4.5,4.5,Liverpool,0,,0,,0,,0,
D,Fofana,5.0,5.0,Leicester,79,5.504,0,0,76,1.849,74,2.361
D,Aina,4.4,4.4,Fulham,73,3.225,70,2.401,67,1.595,69,3.007
D,Ait Nouri,5.0,5.0,Wolves,63,2.262,57,1.456,46,1.39,44,1.196
F,Carlos Vinicius,6.9,6.9,Spurs,17,0.862,14,0.728,14,0.751,19,0.865
M,Diallo,4.5,4.5,Southampton,72,4.082,71,2.126,72,2.097,69,1.94
D,Godfrey,5.0,5.0,Everton,77,4.891,75,3.738,74,2.995,74,1.243
M,Partey,4.9,4.9,Arsenal,47,3.153,0,0,46,1.629,48,1.634
D,Telles,5.3,5.3,Man Utd,3,0.262,0,0,6,0.309,8,0.376
F,Cavani,7.9,7.9,Man Utd,61,6.597,0,0,59,3.357,64,3.401
M,Raphinha,5.4,5.4,Leeds,39,1.959,56,3.066,77,3.97,74,4.37
D,Andersen,4.5,4.5,Fulham,85,3.614,85,2.776,82,1.84,81,3.392
D,Adarabioyo,4.5,4.5,Fulham,84,3.564,83,2.734,81,1.861,79,3.298
G,Olsen,4.5,4.5,Everton,4,0.319,2,0.098,2,0.088,2,0.07
F,Zeqiri,5.0,5.0,Brighton,0,0,0,0,0,0,0,0
M,Pellistri,5.2,5.2,Man Utd,0,,0,0,0,,0,
D,Dawson,4.5,4.5,West Ham,73,2.468,67,2.071,60,2.284,60,2.268
D,Clyne,4.5,4.5,Crystal Palace,31,2.216,23,0.757,22,0.622,26,0.467
G,Henderson,4.0,4.0,Crystal Palace,0,0,0,0,0,0,0,0
F,Slimani,4.9,4.9,Leicester,0,,0,0,0,,0,
G,Verrips,4.0,4.0,Sheffield Utd,0,,0,,0,,0,
M,Otasowie,4.5,4.5,Wolves,1,0.038,1,0.035,0,0,1,0.036
F,Grant,5.6,5.6,West Brom,6,0.29,6,0.279,6,0.325,7,0.366
G,Norris,4.0,4.0,Burnley,0,0,0,0,0,0,0,0
D,Rodon,5.0,5.0,Spurs,45,1.384,48,2.001,47,1.813,48,1.399
D,Kongolo,4.3,4.3,Fulham,0,,0,,0,,0,
G,Butland,4.5,4.5,Crystal Palace,0,0,0,0,0,0,0,0
M,Benrahma,5.9,5.9,West Ham,50,2.46,45,2.031,39,2.054,38,2.068
F,Welbeck,5.5,5.5,Brighton,64,2.889,57,2.805,60,2.324,58,2.534
D,Phillips,4.1,4.1,Liverpool,37,1.661,58,2.637,78,3.499,74,3.699
F,N'Lundulu,4.5,4.5,Southampton,5,0.514,5,0.275,6,0.344,5,0.261
F,Thompson,4.5,4.5,Burnley,0,,0,,0,,0,
F,Richardson,4.5,4.5,Burnley,0,0,0,0,0,0,0,0
G,Ziger,4.0,4.0,Chelsea,0,,0,0,0,,0,
D,Rhys Williams,4.0,4.0,Liverpool,18,0.816,10,0.456,4,0.179,5,0.247
G,Trafford,4.0,4.0,Man City,0,0,0,0,0,0,1,0.047
F,Simms,4.5,4.5,Everton,0,,0,,0,,0,
G,Sánchez,4.6,4.6,Brighton,88,3.853,88,3.785,88,3.225,86,3.364
D,Ramsay,4.0,4.0,Southampton,1,0.059,2,0.072,3,0.091,2,0.057
M,Jenkins,4.5,4.5,Leeds,0,0,0,0,0,0,0,0
D,Peltier,3.9,3.9,West Brom,1,0.022,3,0.056,3,0.083,4,0.09
M,Clarkson,4.5,4.5,Liverpool,1,0.051,0,0,0,0,1,0.051
M,Anderson,4.5,4.5,Newcastle,0,0,0,0,0,0,0,0
D,Bryan,3.9,3.9,Sheffield Utd,58,1.962,57,1.231,57,1.585,58,1.887
G,Grant,4.0,4.0,Man Utd,0,,0,0,0,,0,
M,Anjorin,4.5,4.5,Chelsea,0,0,0,0,0,0,0,0
G,Langley,3.9,3.9,Newcastle,0,0,1,0.035,1,0.045,0,0
M,Cain,4.5,4.5,Liverpool,0,0,1,0.05,0,0,0,0
G,Carson,3.9,3.9,Man City,0,0,0,0,0,0,0,0
M,Nmecha,4.5,4.5,Man City,0,0,0,0,0,0,0,0
M,Corbeanu,4.4,4.5,Wolves,1,0.04,0,0,0,0,1,0.038
M,Perry,4.4,4.4,Wolves,1,0.039,0,0,0,0,0,0
M,Mancini,4.4,4.4,Burnley,1,0.037,1,0.039,2,0.07,2,0.082
F,Mumbongo,4.5,4.5,Burnley,1,0.046,1,0.051,1,0.044,2,0.106
M,Cundle,4.5,4.5,Wolves,1,0.04,1,0.038,0,0,0,0
D,Richards,4.0,4.0,Wolves,0,0,0,0,0,0,0,0
D,Marques,3.9,3.9,Wolves,0,0,0,0,0,0,0,0
G,Söndergaard,4.0,4.0,Wolves,0,0,0,0,0,0,0,0
F,Hackford,4.4,4.4,Sheffield Utd,0,,0,,0,,0,
F,Huggins,4.5,4.5,Leeds,0,,0,,0,,0,
D,Cresswell,4.0,4.0,Leeds,0,0,1,0.037,2,0.065,1,0.041
F,Diaby,4.5,4.5,West Brom,0,,0,,0,,0,
D,Mbete,4.0,4.0,Man City,0,0,0,0,0,0,0,0
D,Harwood-Bellis,4.0,4.0,Man City,0,,0,,0,,0,
M,Chauke,4.4,4.4,Southampton,0,0,0,0,1,0.041,1,0.039
G,Lewis,4.0,4.0,Southampton,0,0,0,0,0,0,0,0
F,Cutrone,5.9,5.9,Wolves,0,,0,,0,,0,
M,Tau,4.9,4.9,Brighton,0,0,0,0,0,0,1,0.047
M,Moder,5.0,5.0,Brighton,34,1.309,35,1.415,34,1.145,39,1.411
D,Lonwijk,3.9,3.9,Wolves,0,0,0,0,0,0,0,0
M,Khadra,4.5,4.5,Brighton,0,0,0,0,0,0,0,0
M,Jenks,4.5,4.5,Brighton,0,0,0,0,0,0,0,0
M,Sanders,4.5,4.5,Brighton,0,,0,,0,,0,
M,Weir,4.5,4.5,Brighton,0,0,0,0,0,0,0,0
M,Ferry,4.5,4.5,Southampton,0,0,1,0.04,1,0.041,1,0.038
D,Tchaptchet,4.0,4.0,Southampton,2,0.12,4,0.146,3,0.093,4,0.114
M,Watts,4.5,4.5,Southampton,3,0.201,4,0.14,4,0.14,5,0.167
D,Alves,4.0,4.0,West Ham,0,0,0,0,0,0,0,0
F,Odubeko,4.5,4.5,West Ham,0,0,0,0,0,0,0,0
G,Lonergan,4.0,4.0,West Brom,0,0,0,0,1,0.038,1,0.036
M,Diallo,5.4,5.4,Man Utd,1,0.101,0,0,2,0.106,3,0.151
F,Mateta,5.4,5.4,Crystal Palace,3,0.315,4,0.21,4,0.196,3,0.129
F,Willian José,6.8,6.8,Wolves,51,2.324,46,1.942,38,1.694,36,1.567
M,Jankewitz,4.5,4.5,Southampton,1,0.075,4,0.157,3,0.12,4,0.15
M,Onyango,4.5,4.5,Everton,0,0,0,0,0,0,0,0
M,Ødegaard,5.7,5.7,Arsenal,54,4.816,0,0,53,2.51,51,2.324
D,Gordon,4.0,4.0,Sheffield Utd,0,0,0,0,0,0,0,0
M,Sanson,5.5,5.5,Aston Villa,0,,0,,0,,0,
F,Diagne,6.0,6.0,West Brom,68,2.908,67,2.753,67,3.281,63,2.994
D,Bueno,4.0,4.0,Wolves,0,0,0,0,0,0,0,0
M,Devine,4.4,4.4,Spurs,0,0,0,0,0,0,0,0
F,King,5.1,5.1,Everton,10,0.886,13,0.645,12,0.544,13,0.493
D,Kabak,5.0,5.0,Liverpool,80,3.61,78,3.561,77,3.469,73,3.658
D,Davies,4.7,4.7,Liverpool,1,0.046,1,0.046,0,0,1,0.05
M,Yokuslu,4.5,4.5,West Brom,77,2.093,77,2.023,76,2.25,75,2.129
M,Finnigan,4.5,4.5,Southampton,1,0.077,1,0.04,1,0.041,1,0.039
M,Ndiaye,4.5,4.5,Sheffield Utd,0,0,1,0.034,0,0,0,0
M,Brunt,4.5,4.5,Sheffield Utd,0,0,0,0,0,0,0,0
D,Nartey,4.0,4.0,Burnley,1,0.032,2,0.061,4,0.087,6,0.251
M,Gomes,4.5,4.5,Man City,0,0,0,0,0,0,0,0
D,Daley-Campbell,4.0,4.0,Leicester,0,0,0,0,0,0,0,0
M,Leshabela,4.4,4.4,Leicester,0,0,0,0,1,0.037,1,0.041
G,McGill,3.9,3.9,Brighton,0,0,0,0,1,0.036,1,0.039
D,Karbownik,4.5,4.5,Brighton,1,0.039,1,0.038,1,0.024,2,0.062
M,Caicedo,5.0,5.0,Brighton,0,0,0,0,0,0,0,0
F,Maja,5.2,5.2,Fulham,41,2.272,45,2.271,42,1.777,43,2.409
F,Scarlett,4.5,4.5,Spurs,0,0,0,0,0,0,0,0
F,Gelhardt,4.5,4.5,Leeds,0,,0,,0,,0,
