Pos,Name,BV,SV,Team,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
F,Adams,5.7,5.7,Southampton,48,2.7,46,2.613,47,2.294
D,Valery,4.7,4.7,Southampton,0,0,0,0,0,0
M,Smallbone,4.3,4.3,Southampton,0,0,0,0,0,0
D,Vokins,3.9,3.9,Southampton,0,0,0,0,0,0
F,Obafemi,4.6,4.6,Southampton,4,0.215,3,0.163,3,0.143
M,Djenepo,5.4,5.4,Southampton,45,1.765,45,1.715,47,1.611
G,Lloris,5.6,5.6,Spurs,88,4.231,88,3.835,87,3.445
D,Rose,4.7,4.7,Spurs,0,0,0,0,0,0
M,Sissoko,4.7,4.7,Spurs,18,0.695,16,0.597,16,0.539
D,Alderweireld,5.4,5.4,Spurs,73,3.474,70,2.814,69,2.135
M,Lamela,5.7,5.7,Spurs,31,1.627,33,1.658,35,1.453
F,Kane,11.8,11.7,Spurs,84,6.343,80,5.948,82,4.811
D,Aurier,5.2,5.2,Spurs,50,2.794,47,2.261,48,1.718
M,Son,9.5,9.2,Spurs,78,4.921,77,4.668,76,3.736
D,Dier,4.6,4.6,Spurs,68,3.282,68,2.786,68,2.128
M,Lucas Moura,6.6,6.6,Spurs,43,2.358,46,2.426,46,2.009
G,Gazzaniga,4.3,4.3,Spurs,0,0,0,0,0,0
M,Alli,7.4,7.4,Spurs,27,1.587,32,1.817,29,1.355
D,Davies,4.5,4.5,Spurs,0,0,0,0,0,0
M,Højbjerg,4.9,4.9,Spurs,82,2.718,80,2.529,80,2.246
M,Winks,5.1,5.1,Spurs,8,0.274,8,0.266,8,0.245
D,Sánchez,5.2,5.2,Spurs,19,0.856,22,0.844,19,0.572
D,Sessegnon,4.7,4.7,Spurs,0,0,0,0,0,0
M,Bergwijn,7.0,7.0,Spurs,4,0.208,5,0.252,6,0.257
M,Fernandes,4.7,4.7,Spurs,0,0,0,0,0,0
D,Tanganga,4.9,4.9,Spurs,2,0.09,3,0.116,4,0.121
M,Lo Celso,6.9,6.9,Spurs,52,2.259,53,2.182,52,1.829
M,Skipp,4.4,4.4,Spurs,0,0,0,0,0,0
M,Ndombele,5.9,5.9,Spurs,46,1.907,46,1.817,45,1.563
D,Foyth,4.3,4.3,Spurs,0,0,0,0,0,0
D,Gibbs,4.3,4.3,West Brom,9,0.161,14,0.373,13,0.32
F,Robson-Kanu,5.2,5.2,West Brom,7,0.325,9,0.462,9,0.462
M,Livermore,4.7,4.7,West Brom,11,0.343,12,0.396,13,0.425
M,Grosicki,5.2,5.2,West Brom,0,0,1,0.043,1,0.043
M,Phillips,5.1,5.1,West Brom,52,1.814,55,2.098,54,2.044
D,Bartley,4.4,4.4,West Brom,82,1.381,82,2.201,77,1.896
M,Sawyers,4.6,4.6,West Brom,4,0.12,7,0.22,8,0.249
D,Hegazi,4.1,4.1,West Brom,0,0,0,0,0,0
F,Austin,5.1,5.1,West Brom,0,0,0,0,0,0
F,Zohore,4.8,4.8,West Brom,0,0,0,0,0,0
G,Johnstone,4.6,4.6,West Brom,89,3.178,88,3.349,87,3.24
D,Townsend,4.4,4.4,West Brom,84,1.415,80,2.145,80,1.964
D,Ajayi,4.8,4.8,West Brom,62,1.185,58,1.696,63,1.7
M,Leko,4.5,4.5,West Brom,0,0,0,0,0,0
M,Edwards,4.6,4.7,West Brom,0,0,1,0.038,1,0.037
D,Furlong,4.5,4.5,West Brom,83,1.439,79,2.157,80,2.005
M,Field,4.8,4.8,West Brom,0,0,0,0,0,0
M,Burke,4.1,4.1,Sheffield Utd,40,1.637,42,1.954,40,1.901
D,O'Shea,4.2,4.2,West Brom,71,1.056,68,1.65,66,1.467
M,Harper,4.3,4.3,West Brom,0,0,0,0,0,0
M,Noble,4.5,4.5,West Ham,33,1.239,24,1.03,15,0.662
M,Snodgrass,5.6,5.6,West Brom,0,0,0,0,0,0
G,Martin,3.9,3.9,West Ham,0,0,0,0,0,0
G,Randolph,4.3,4.3,West Ham,1,0.041,2,0.086,2,0.085
G,Fabianski,5.0,5.0,West Ham,88,3.556,87,3.738,87,3.688
D,Ogbonna,4.7,4.7,West Ham,78,2.468,75,2.856,78,2.914
G,Roberto,4.5,4.5,West Ham,0,0,0,0,0,0
M,Wilshere,4.9,4.9,West Ham,0,0,0,0,0,0
D,Cresswell,5.6,5.6,West Ham,69,2.511,66,2.976,67,2.982
M,Yarmolenko,5.5,5.5,West Ham,35,1.512,32,1.604,32,1.654
F,Antonio,6.4,6.4,West Ham,75,3.755,73,4.328,73,4.489
D,Fredericks,4.2,4.2,West Ham,6,0.212,4,0.174,6,0.259
M,Lanzini,6.4,6.4,West Ham,22,0.883,16,0.732,13,0.608
M,Felipe Anderson,6.1,6.1,West Ham,0,0,0,0,0,0
F,Haller,6.1,6.1,West Ham,0,0,0,0,0,0
D,Masuaku,4.3,4.3,West Ham,19,0.268,28,0.789,38,1.399
D,Balbuena,4.1,4.1,West Ham,0,0,1,0.04,3,0.119
F,Hugill,5.5,5.5,West Ham,0,0,0,0,0,0
M,Bowen,5.9,6.0,West Ham,62,3.043,61,3.519,60,3.56
M,Diangana,5.0,5.0,West Brom,2,0.08,3,0.131,4,0.173
F,Ajeti,5.5,5.5,West Ham,0,0,0,0,0,0
M,Rice,4.7,4.7,West Ham,41,0.863,60,1.859,81,3.004
M,Soucek,5.2,5.2,West Ham,84,2.815,82,3.131,80,3.119
M,Fornals,5.8,5.8,West Ham,53,1.948,51,2.113,50,2.114
D,Diop,4.3,4.3,West Ham,48,1.496,49,1.835,46,1.695
D,Johnson,3.9,3.9,West Ham,17,0.611,14,0.615,12,0.522
G,Ruddy,4.3,4.3,Wolves,1,0.036,1,0.038,1,0.037
M,Moutinho,5.1,5.1,Wolves,75,2.171,76,2.345,71,2.171
G,Patrício,5.3,5.3,Wolves,87,3.109,87,3.318,87,3.196
D,Bennett,4.4,4.4,Wolves,0,0,0,0,0,0
D,Doherty,5.6,5.6,Spurs,35,1.795,38,1.672,36,1.213
D,Boly,5.4,5.4,Wolves,29,0.243,43,0.931,61,1.57
D,Coady,4.9,5.0,Wolves,76,1.55,75,2.043,72,1.706
F,Jiménez,8.1,8.1,Wolves,0,0,0,0,35,1.167
D,Saïss,4.9,5.0,Wolves,77,1.712,72,2.163,65,1.712
D,Jonny,5.4,5.4,Wolves,0,0,0,0,0,0
F,Bonatini,4.8,4.8,Wolves,0,0,0,0,0,0
M,Dendoncker,4.6,4.6,Wolves,69,2.054,67,2.138,62,1.955
M,Traoré,6.0,6.1,Wolves,81,2.702,78,2.858,77,2.737
M,Neves,5.1,5.1,Wolves,70,2.288,68,2.442,66,2.305
D,Buur,3.9,3.9,Wolves,0,0,0,0,0,0
M,Jota,7.0,6.9,Liverpool,53,3.957,53,3.679,56,4.223
M,Podence,5.3,5.3,Wolves,58,2.195,58,2.408,52,2.108
D,Kilman,3.9,3.9,Wolves,4,0.094,4,0.12,1,0.027
D,Vinagre,4.1,4.1,Wolves,0,0,0,0,0,0
G,Sarkic,4.4,4.4,Wolves,0,0,0,0,0,0
M,Gibbs-White,4.9,4.9,Wolves,21,0.771,22,0.866,19,0.732
M,Neto,5.5,5.6,Wolves,0,0,0,0,0,0
M,Jordao,4.3,4.3,Wolves,0,0,0,0,0,0
F,Campana,4.7,4.7,Wolves,0,0,0,0,0,0
M,Freeman,5.0,5.0,Sheffield Utd,0,0,0,0,0,0
M,Willian,7.5,7.5,Arsenal,0,0,21,1.098,20,1.016
D,Salisu,4.3,4.3,Southampton,63,2.515,62,1.992,65,1.679
M,Sean Longstaff,4.6,4.6,Newcastle,62,1.816,60,2.331,60,2.021
M,Pereira,5.4,5.5,West Brom,74,3.083,74,3.542,73,3.462
G,Hart,4.2,4.2,Spurs,1,0.048,1,0.043,1,0.039
G,Ramsdale,4.6,4.6,Sheffield Utd,88,3.182,88,3.347,88,3.501
D,Robinson,4.4,4.4,Fulham,66,2.007,63,1.319,65,2.583
M,Hendrick,4.5,4.5,Newcastle,3,0.097,3,0.121,5,0.179
D,Dann,4.2,4.2,Crystal Palace,17,0.564,14,0.402,13,0.237
M,Matty Longstaff,4.8,4.8,Newcastle,0,0,0,0,0,0
G,Gillespie,4.3,4.3,Newcastle,0,0,0,0,0,0
M,Eze,5.8,5.8,Crystal Palace,67,2.773,62,2.412,62,2.134
D,Thiago Silva,5.6,5.6,Chelsea,0,0,65,2.739,69,2.934
D,Koch,4.3,4.3,Leeds,31,1.166,31,1.076,29,1.325
F,Rodrigo,5.7,5.7,Leeds,37,1.761,38,1.843,39,2.085
M,Lemina,4.5,4.5,Fulham,50,1.594,46,1.349,46,1.623
D,Gabriel,4.9,4.9,Arsenal,0,0,43,1.729,40,1.551
M,van de Beek,6.6,6.6,Man Utd,0,0,11,0.486,13,0.544
D,Cash,5.0,5.0,Aston Villa,77,2.851,75,1.716,74,1.928
M,Murphy,4.9,4.9,Newcastle,78,2.2,77,2.902,75,2.452
D,Castagne,5.8,5.7,Leicester,0,0,60,1.894,56,2.126
D,Kipre,4.3,4.3,West Brom,0,0,0,0,0,0
M,Havertz,8.3,8.3,Chelsea,0,0,62,3.771,59,3.8
M,Ceballos,4.7,4.7,Arsenal,0,0,52,1.942,52,1.893
M,Allan,5.2,5.2,Everton,61,2.241,63,2.127,63,1.701
G,Walton,4.0,4.0,Brighton,0,0,0,0,0,0
F,Fabio Silva,5.2,5.2,Wolves,55,2.164,54,2.328,53,2.225
D,Marçal,4.7,4.7,Wolves,17,0.149,26,0.574,37,0.974
F,Wilson,6.5,6.5,Newcastle,64,2.641,60,3.892,62,3.234
M,Fraser,5.6,5.6,Newcastle,0,0,0,0,0,0
M,Rodríguez,7.7,7.7,Everton,54,3.477,52,2.966,55,2.106
D,Ampadu,4.3,4.3,Sheffield Utd,29,0.668,31,0.896,33,1.061
D,Bogle,4.3,4.3,Sheffield Utd,20,0.54,23,0.789,24,0.909
D,Lowe,4.2,4.2,Sheffield Utd,0,0,0,0,0,0
M,Doucouré,5.1,5.1,Everton,71,3.079,71,2.778,71,2.046
D,Lewis,4.1,4.1,Newcastle,6,0.094,7,0.276,2,0.059
F,Watkins,6.5,6.5,Aston Villa,80,4.2,78,3.411,78,3.288
M,Vitinha,4.7,4.7,Wolves,44,1.511,43,1.6,42,1.522
G,Areola,4.5,4.6,Fulham,88,3.404,88,3.158,87,3.718
D,Tete,4.3,4.3,Fulham,52,1.655,54,1.181,57,2.379
M,Mendy,4.2,4.2,Leicester,0,0,5,0.151,6,0.189
D,Dunne,3.8,3.8,Burnley,1,0.033,3,0.066,2,0.083
D,Thomas,3.9,3.9,Burnley,0,0,0,0,0,0
D,Carter-Vickers,3.9,3.9,Spurs,0,0,0,0,0,0
D,Woods,4.0,4.0,Crystal Palace,0,0,0,0,0,0
G,Forster,4.0,4.0,Southampton,41,1.734,46,1.784,46,1.688
M,Tella,4.3,4.3,Southampton,30,1.475,34,1.64,32,1.35
D,Odoi,4.2,4.2,Fulham,1,0.028,1,0.02,2,0.072
M,Elneny,4.2,4.2,Arsenal,0,0,22,0.738,24,0.794
G,Macey,4.0,4.0,Arsenal,0,0,0,0,0,0
G,Steele,3.9,3.9,Brighton,0,0,0,0,0,0
D,Jagielka,3.9,3.9,Sheffield Utd,1,0.023,2,0.057,2,0.063
D,Ivanovic,4.4,4.4,West Brom,0,0,0,0,0,0
M,Thiago,5.5,5.5,Liverpool,65,2.363,63,2.24,58,2.176
G,Caprile,4.0,4.0,Leeds,0,0,0,0,0,0
M,Bogusz,4.3,4.3,Leeds,0,0,0,0,0,0
D,Inniss,4.0,4.0,Crystal Palace,0,0,0,0,0,0
M,Benson,4.4,4.4,Burnley,1,0.038,1,0.034,1,0.039
D,Driscoll-Glennon,3.9,3.9,Burnley,1,0.033,3,0.066,2,0.083
M,Bernabé,4.5,4.5,Man City,0,0,0,0,0,0
G,Steffen,4.4,4.4,Man City,0,0,0,0,0,0
F,Delap,4.3,4.3,Man City,0,0,0,0,0,0
M,Traoré,5.8,5.8,Aston Villa,62,3.01,61,2.452,61,2.422
M,Ünder,5.7,5.7,Leicester,0,0,8,0.313,9,0.396
D,Reguilón,5.6,5.6,Spurs,76,4.008,75,3.371,73,2.448
M,Bale,9.1,9.1,Spurs,57,3.404,55,3.182,56,2.64
M,Gallagher,5.5,5.5,West Brom,66,1.964,64,2.099,63,2.046
D,Hoever,4.4,4.4,Wolves,4,0.09,4,0.116,2,0.052
D,Semedo,5.2,5.3,Wolves,72,1.607,69,2.04,69,1.78
G,Rúnarsson,4.4,4.4,Arsenal,0,0,0,0,0,0
G,Mendy,5.2,5.2,Chelsea,0,0,88,3.974,87,3.933
D,Llorente,4.4,4.4,Leeds,60,2.087,61,1.921,59,2.502
M,Molumby,4.5,4.5,Brighton,0,0,0,0,0,0
M,Goodridge,4.5,4.5,Burnley,0,0,0,0,0,0
M,Palmer,4.4,4.4,Man City,0,0,0,0,0,0
M,Shabani,4.4,4.4,Wolves,0,0,0,0,0,0
M,Ramsey,4.5,4.5,Aston Villa,22,0.919,25,0.916,27,0.982
M,Krovinovic,4.9,4.9,West Brom,0,0,0,0,0,0
D,Dias,6.0,6.0,Man City,57,2.854,59,2.692,56,2.718
M,Lookman,4.8,4.8,Fulham,76,3.53,76,2.928,73,3.992
D,Coufal,4.7,4.7,West Ham,66,2.334,70,3.034,64,2.744
D,Nkounkou,4.0,4.0,Everton,0,0,0,0,0,0
G,Kelleher,4.5,4.5,Liverpool,0,0,0,0,0,0
D,Fofana,5.0,5.0,Leicester,0,0,77,2.052,76,2.39
D,Aina,4.4,4.4,Fulham,69,2.178,70,1.51,69,2.868
D,Ait Nouri,5.0,5.0,Wolves,68,1.439,59,1.687,52,1.297
F,Carlos Vinicius,6.9,6.9,Spurs,8,0.457,9,0.506,9,0.433
M,Diallo,4.5,4.5,Southampton,19,0.631,23,0.737,23,0.695
D,Godfrey,5.0,5.0,Everton,78,3.768,77,3.235,74,1.264
M,Partey,4.9,4.9,Arsenal,0,0,39,1.371,42,1.435
D,Telles,5.3,5.3,Man Utd,0,0,5,0.27,8,0.398
F,Cavani,8.0,7.9,Man Utd,0,0,63,3.686,48,2.69
M,Raphinha,5.4,5.4,Leeds,80,3.86,79,3.881,77,4.354
D,Andersen,4.5,4.5,Fulham,86,2.578,83,1.684,80,3.166
D,Adarabioyo,4.5,4.5,Fulham,84,2.552,83,1.734,80,3.173
G,Olsen,4.5,4.5,Everton,1,0.048,1,0.045,2,0.07
F,Zeqiri,5.0,5.0,Brighton,0,0,0,0,0,0
M,Pellistri,5.2,5.2,Man Utd,0,0,0,0,0,0
D,Dawson,4.5,4.5,West Ham,65,2.139,65,2.589,61,2.398
D,Clyne,4.5,4.5,Crystal Palace,17,0.545,15,0.417,16,0.283
G,Henderson,4.0,4.0,Crystal Palace,0,0,0,0,0,0
F,Slimani,4.9,4.9,Leicester,0,0,0,0,0,0
G,Verrips,4.0,4.0,Sheffield Utd,0,0,0,0,0,0
M,Otasowie,4.5,4.5,Wolves,11,0.383,9,0.332,10,0.363
F,Grant,5.6,5.6,West Brom,5,0.234,6,0.31,7,0.361
G,Norris,4.0,4.0,Burnley,0,0,0,0,0,0
D,Rodon,5.0,5.0,Spurs,26,1.212,28,1.105,32,0.983
D,Kongolo,4.3,4.3,Fulham,0,0,0,0,0,0
G,Butland,4.5,4.5,Crystal Palace,0,0,0,0,0,0
M,Benrahma,5.9,5.9,West Ham,47,2.066,47,2.395,45,2.354
F,Welbeck,5.5,5.5,Brighton,68,3.218,66,2.537,64,2.754
D,Phillips,4.1,4.1,Liverpool,79,3.476,79,3.322,73,3.443
F,N'Lundulu,4.5,4.5,Southampton,1,0.058,2,0.116,2,0.102
F,Thompson,4.5,4.5,Burnley,0,0,0,0,0,0
F,Richardson,4.5,4.5,Burnley,0,0,0,0,0,0
G,Ziger,4.0,4.0,Chelsea,0,0,0,0,0,0
D,Rhys Williams,4.0,4.0,Liverpool,4,0.181,5,0.217,6,0.289
G,Trafford,4.0,4.0,Man City,0,0,0,0,0,0
F,Simms,4.5,4.5,Everton,0,0,0,0,0,0
G,Sánchez,4.6,4.6,Brighton,89,3.728,87,3.209,87,3.379
D,Ramsay,4.0,4.0,Southampton,1,0.038,1,0.031,2,0.052
M,Jenkins,4.5,4.5,Leeds,0,0,0,0,0,0
D,Peltier,3.9,3.9,West Brom,2,0.034,4,0.101,7,0.161
M,Clarkson,4.5,4.5,Liverpool,0,0,0,0,0,0
M,Anderson,4.5,4.5,Newcastle,0,0,0,0,0,0
D,Bryan,3.9,3.9,Sheffield Utd,25,0.571,25,0.716,26,0.829
G,Grant,4.0,4.0,Man Utd,0,0,0,0,0,0
M,Anjorin,4.5,4.5,Chelsea,0,0,0,0,0,0
G,Langley,3.9,3.9,Newcastle,0,0,0,0,0,0
M,Cain,4.5,4.5,Liverpool,0,0,0,0,0,0
G,Carson,3.9,3.9,Man City,0,0,0,0,0,0
M,Nmecha,4.5,4.5,Man City,0,0,0,0,0,0
M,Corbeanu,4.4,4.4,Wolves,2,0.07,2,0.074,1,0.036
M,Perry,4.4,4.4,Wolves,1,0.036,1,0.038,2,0.074
M,Mancini,4.4,4.4,Burnley,1,0.04,0,0,2,0.083
F,Mumbongo,4.5,4.5,Burnley,0,0,0,0,1,0.054
M,Cundle,4.5,4.5,Wolves,1,0.036,2,0.076,1,0.037
D,Richards,4.0,4.0,Wolves,0,0,0,0,0,0
D,Marques,3.9,3.9,Wolves,0,0,0,0,0,0
G,Söndergaard,4.0,4.0,Wolves,0,0,0,0,0,0
F,Hackford,4.4,4.4,Sheffield Utd,0,0,0,0,0,0
F,Huggins,4.5,4.5,Leeds,0,0,0,0,0,0
D,Cresswell,4.0,4.0,Leeds,0,0,1,0.032,1,0.041
F,Diaby,4.5,4.5,West Brom,0,0,0,0,0,0
D,Mbete,4.0,4.0,Man City,0,0,0,0,0,0
D,Harwood-Bellis,4.0,4.0,Man City,0,0,0,0,0,0
M,Chauke,4.4,4.4,Southampton,0,0,0,0,0,0
G,Lewis,4.0,4.0,Southampton,0,0,0,0,0,0
F,Cutrone,5.9,5.9,Wolves,0,0,0,0,0,0
M,Tau,4.9,4.9,Brighton,0,0,0,0,1,0.046
M,Moder,5.0,5.0,Brighton,38,1.499,36,1.224,39,1.415
D,Lonwijk,3.9,3.9,Wolves,0,0,0,0,0,0
M,Khadra,4.5,4.5,Brighton,0,0,0,0,0,0
M,Jenks,4.5,4.5,Brighton,0,0,0,0,0,0
M,Sanders,4.5,4.5,Brighton,0,0,0,0,0,0
M,Weir,4.5,4.5,Brighton,0,0,0,0,0,0
M,Ferry,4.5,4.5,Southampton,0,0,0,0,0,0
D,Tchaptchet,4.0,4.0,Southampton,1,0.039,2,0.064,3,0.08
M,Watts,4.5,4.5,Southampton,1,0.036,1,0.035,1,0.033
D,Alves,4.0,4.0,West Ham,0,0,0,0,0,0
F,Odubeko,4.5,4.5,West Ham,0,0,0,0,0,0
G,Lonergan,4.0,4.0,West Brom,0,0,1,0.037,1,0.036
M,Diallo,5.4,5.4,Man Utd,0,0,2,0.11,1,0.052
F,Mateta,5.4,5.4,Crystal Palace,7,0.38,6,0.302,7,0.313
F,Willian José,6.8,6.8,Wolves,50,1.908,52,2.15,34,1.424
M,Jankewitz,4.5,4.5,Southampton,0,0,0,0,0,0
M,Onyango,4.5,4.5,Everton,0,0,0,0,0,0
M,Ødegaard,5.7,5.7,Arsenal,0,0,65,3.04,60,2.729
D,Gordon,4.0,4.0,Sheffield Utd,0,0,0,0,0,0
M,Sanson,5.5,5.5,Aston Villa,33,1.49,33,1.272,32,1.22
F,Diagne,6.0,6.0,West Brom,73,2.984,72,3.333,70,3.253
D,Bueno,4.0,4.0,Wolves,0,0,0,0,0,0
M,Devine,4.4,4.4,Spurs,0,0,0,0,0,0
F,King,5.1,5.1,Everton,12,0.609,11,0.517,14,0.532
D,Kabak,5.0,5.0,Liverpool,80,3.6,80,3.426,75,3.601
D,Davies,4.7,4.7,Liverpool,0,0,0,0,1,0.047
M,Yokuslu,4.5,4.5,West Brom,80,2.047,77,2.165,79,2.181
M,Finnigan,4.5,4.5,Southampton,0,0,0,0,0,0
M,Ndiaye,4.5,4.5,Sheffield Utd,0,0,1,0.037,0,0
M,Brunt,4.5,4.5,Sheffield Utd,0,0,0,0,0,0
D,Nartey,4.0,4.0,Burnley,2,0.068,1,0.023,4,0.169
M,Gomes,4.5,4.5,Man City,0,0,0,0,0,0
D,Daley-Campbell,4.0,4.0,Leicester,0,0,0,0,0,0
M,Leshabela,4.4,4.4,Leicester,0,0,1,0.037,1,0.04
G,McGill,3.9,3.9,Brighton,0,0,0,0,0,0
D,Karbownik,4.5,4.5,Brighton,1,0.035,1,0.025,2,0.06
M,Caicedo,5.0,5.0,Brighton,0,0,0,0,0,0
F,Maja,5.1,5.2,Fulham,43,2.135,48,1.981,42,2.383
F,Scarlett,4.5,4.5,Spurs,0,0,0,0,0,0
F,Gelhardt,4.5,4.5,Leeds,0,0,0,0,0,0
